# time  poten(istate=1)  kinen  toten
0.0000000000  -39.8956046600  0.0188271335  -39.8767775265
4.1341370000  -39.8942852200  0.0175090300  -39.8767761900
8.2682740000  -39.8929920100  0.0162170602  -39.8767749498
12.4024110000  -39.8917479400  0.0149743057  -39.8767736343
16.5365480000  -39.8905767500  0.0138043711  -39.8767723789
20.6706850000  -39.8895019900  0.0127309162  -39.8767710738
24.8048220000  -39.8885470300  0.0117771947  -39.8767698353
28.9389590000  -39.8877341500  0.0109654747  -39.8767686753
33.0730960000  -39.8870840900  0.0103164538  -39.8767676362
37.2072330000  -39.8866152200  0.0098484883  -39.8767667317
41.3413700000  -39.8863429500  0.0095770013  -39.8767659487
45.4755070000  -39.8862792200  0.0095139050  -39.8767653150
49.6096440000  -39.8864317500  0.0096669052  -39.8767648448
53.7437810000  -39.8868038100  0.0100391366  -39.8767646734
57.8779180000  -39.8873937100  0.0106289080  -39.8767648020
62.0120550000  -39.8881946200  0.0114295536  -39.8767650664
66.1461920000  -39.8891951500  0.0124295549  -39.8767655951
70.2803290000  -39.8903795900  0.0136128839  -39.8767667061
74.4144660000  -39.8917273000  0.0149596010  -39.8767676990
78.5486030000  -39.8932161100  0.0164463622  -39.8767697478
82.6827400000  -39.8948186600  0.0180473360  -39.8767713240
86.8168770000  -39.8965088600  0.0197352924  -39.8767735676
90.9510140000  -39.8982577700  0.0214820967  -39.8767756733
95.0851510000  -39.9000373400  0.0232596758  -39.8767776642
99.2192880000  -39.9018203600  0.0250408191  -39.8767795409
103.3534250000  -39.9035810700  0.0267998466  -39.8767812234
107.4875620000  -39.9052958800  0.0285131573  -39.8767827227
111.6216990000  -39.9069436700  0.0301596433  -39.8767840267
115.7558360000  -39.9085061000  0.0317209815  -39.8767851185
119.8899730000  -39.9099678200  0.0331817926  -39.8767860274
124.0241100000  -39.9113164100  0.0345295169  -39.8767868931
128.1582470000  -39.9125428600  0.0357546588  -39.8767882012
132.2923840000  -39.9136397200  0.0368507206  -39.8767889994
136.4265210000  -39.9146031800  0.0378136576  -39.8767895224
140.5606580000  -39.9154316600  0.0386417542  -39.8767899058
144.6947950000  -39.9161255700  0.0393353968  -39.8767901732
148.8289320000  -39.9166870700  0.0398966450  -39.8767904250
152.9630690000  -39.9171218900  0.0403294431  -39.8767924469
157.0972060000  -39.9174309600  0.0406390044  -39.8767919556
161.2313430000  -39.9176236000  0.0408312670  -39.8767923330
165.3654800000  -39.9177053200  0.0409131591  -39.8767921609
169.4996170000  -39.9176836900  0.0408922149  -39.8767914751
173.6337540000  -39.9175675800  0.0407764009  -39.8767911791
177.7678910000  -39.9173651700  0.0405740201  -39.8767911499
181.9020280000  -39.9170842700  0.0402934795  -39.8767907905
186.0361650000  -39.9167334300  0.0399431255  -39.8767903045
190.1703020000  -39.9163210400  0.0395312526  -39.8767897874
194.3044390000  -39.9158553900  0.0390660729  -39.8767893171
198.4385760000  -39.9153444300  0.0385556154  -39.8767888146
202.5727130000  -39.9147955700  0.0380075806  -39.8767879894
206.7068500000  -39.9142169500  0.0374293886  -39.8767875614
210.8409870000  -39.9136152900  0.0368281379  -39.8767871521
214.9751240000  -39.9129973700  0.0362106552  -39.8767867148
219.1092610000  -39.9123695700  0.0355833270  -39.8767862430
223.2433980000  -39.9117378700  0.0349523124  -39.8767855576
227.3775350000  -39.9111077600  0.0343232820  -39.8767844780
231.5116720000  -39.9104848600  0.0337012895  -39.8767835705
235.6458090000  -39.9098738700  0.0330912126  -39.8767826574
239.7799460000  -39.9092792900  0.0324975310  -39.8767817590
243.9140830000  -39.9087052600  0.0319242402  -39.8767810198
248.0482200000  -39.9081556900  0.0313750372  -39.8767806528
252.1823570000  -39.9076335100  0.0308533882  -39.8767801218
256.3164940000  -39.9071419500  0.0303623288  -39.8767796212
260.4506310000  -39.9066835900  0.0299044763  -39.8767791137
264.5847680000  -39.9062606400  0.0294820488  -39.8767785912
268.7189050000  -39.9058748600  0.0290966666  -39.8767781934
272.8530420000  -39.9055277100  0.0287496734  -39.8767780366
276.9871790000  -39.9052200800  0.0284421459  -39.8767779341
281.1213160000  -39.9049523700  0.0281745593  -39.8767778107
285.2554530000  -39.9047243900  0.0279467108  -39.8767776792
289.3895900000  -39.9045350100  0.0277573146  -39.8767776954
293.5237270000  -39.9043825300  0.0276043321  -39.8767781979
297.6578640000  -39.9042641700  0.0274845100  -39.8767796600
301.7920010000  -39.9041729800  0.0273919489  -39.8767810311
305.9261380000  -39.9041047100  0.0273168541  -39.8767878559
310.0602750000  -39.9040268200  0.0272394207  -39.8767873993
314.1944120000  -39.9039109600  0.0271145327  -39.8767964273
318.3285490000  -39.9035961100  0.0267257541  -39.8768703559
322.4626860000  -39.8985924900  0.0267983920  -39.8717940980
326.5968230000  -39.8993084600  0.0275172377  -39.8717912223
330.7309600000  -39.9000618300  0.0282705232  -39.8717913068
334.8650970000  -39.9008480200  0.0290562971  -39.8717917229
338.9992340000  -39.9016646400  0.0298726300  -39.8717920100
343.1333710000  -39.9025098500  0.0307174586  -39.8717923914
347.2675080000  -39.9033817800  0.0315888595  -39.8717929205
351.4016450000  -39.9042783400  0.0324850632  -39.8717932768
355.5357820000  -39.9051966400  0.0334041254  -39.8717925146
359.6699190000  -39.9061359000  0.0343442344  -39.8717916656
363.8040560000  -39.9070958700  0.0353036950  -39.8717921750
367.9381930000  -39.9080735500  0.0362808373  -39.8717927127
372.0723300000  -39.9090673000  0.0372741618  -39.8717931382
376.2064670000  -39.9100764100  0.0382825746  -39.8717938354
380.3406040000  -39.9110988500  0.0393050566  -39.8717937934
384.4747410000  -39.9121344700  0.0403407261  -39.8717937439
388.6088780000  -39.9131811900  0.0413893382  -39.8717918518
392.7430150000  -39.9142428800  0.0424510650  -39.8717918150
396.8771520000  -39.9153181900  0.0435265518  -39.8717916382
401.0112890000  -39.9164084300  0.0446171015  -39.8717913285
405.1454260000  -39.9175157600  0.0457247755  -39.8717909845
409.2795630000  -39.9186427800  0.0468521899  -39.8717905901
413.4137000000  -39.9197931100  0.0480028308  -39.8717902792
417.5478370000  -39.9209699200  0.0491812444  -39.8717886756
421.6819740000  -39.9221813300  0.0503928579  -39.8717884721
425.8161110000  -39.9234324300  0.0516442882  -39.8717881418
429.9502480000  -39.9247305100  0.0529429867  -39.8717875233
434.0843850000  -39.9260841100  0.0542972612  -39.8717868488
438.2185220000  -39.9275026700  0.0557165813  -39.8717860887
442.3526590000  -39.9289966500  0.0572113862  -39.8717852638
446.4867960000  -39.9305774600  0.0587929633  -39.8717844967
450.6209330000  -39.9322572200  0.0604734773  -39.8717837427
454.7550700000  -39.9340495100  0.0622659507  -39.8717835593
458.8892070000  -39.9359665900  0.0641837474  -39.8717828426
463.0233440000  -39.9380224200  0.0662404142  -39.8717820058
467.1574810000  -39.9402309000  0.0684496921  -39.8717812079
471.2916180000  -39.9426057200  0.0708251595  -39.8717805605
475.4257550000  -39.9451602900  0.0733799848  -39.8717803052
479.5598920000  -39.9479062200  0.0761265236  -39.8717796964
483.6940290000  -39.9508546400  0.0790761165  -39.8717785235
487.8281660000  -39.9540166000  0.0822386630  -39.8717779370
491.9623030000  -39.9573997300  0.0856222309  -39.8717774991
496.0964400000  -39.9610101500  0.0892328991  -39.8717772509
500.2305770000  -39.9648516500  0.0930743751  -39.8717772749
504.3647140000  -39.9689252100  0.0971475899  -39.8717776201
508.4988510000  -39.9732284700  0.1014501603  -39.8717783097
512.6329880000  -39.9777550100  0.1059749279  -39.8717800821
516.7671250000  -39.9824885200  0.1107039551  -39.8717845649
520.9012620000  -39.9873696600  0.1155587512  -39.8718109088
525.0353990000  -39.9910999700  0.1177307147  -39.8733692553
529.1695360000  -39.9876456300  0.1153963782  -39.8722492518
533.3036730000  -39.9835869800  0.1113552055  -39.8722317745
537.4378100000  -39.9797298800  0.1074994605  -39.8722304195
541.5719470000  -39.9761056200  0.1038750906  -39.8722305294
545.7060840000  -39.9727132800  0.1004820477  -39.8722312323
549.8402210000  -39.9695442900  0.0973123465  -39.8722319435
553.9743580000  -39.9665879600  0.0943552406  -39.8722327194
558.1084950000  -39.9638321200  0.0915986774  -39.8722334426
562.2426320000  -39.9612648800  0.0890301033  -39.8722347767
566.3767690000  -39.9588711700  0.0866361174  -39.8722350526
570.5109060000  -39.9566381500  0.0844027358  -39.8722354142
574.6450430000  -39.9545521100  0.0823162403  -39.8722358697
578.7791800000  -39.9525991300  0.0803628200  -39.8722363100
582.9133170000  -39.9507656600  0.0785286758  -39.8722369842
587.0474540000  -39.9490379700  0.0768002212  -39.8722377488
591.1815910000  -39.9474037700  0.0751641031  -39.8722396669
595.3157280000  -39.9458452800  0.0736071956  -39.8722380844
599.4498650000  -39.9443554800  0.0721166216  -39.8722388584
603.5840020000  -39.9429196600  0.0706798886  -39.8722397714
607.7181390000  -39.9415264400  0.0692848224  -39.8722416176
611.8522760000  -39.9401628500  0.0679198727  -39.8722429773
615.9864130000  -39.9388183300  0.0665740768  -39.8722442532
620.1205500000  -39.9374821900  0.0652370233  -39.8722451667
624.2546870000  -39.9361451800  0.0638994629  -39.8722457171
628.3888240000  -39.9347985600  0.0625526648  -39.8722458952
632.5229610000  -39.9334345700  0.0611885172  -39.8722460528
