basis,converged,delta,direct_gap_gamma_eV,e_tot,e_tot_per_atom,indirect_gap_eV,lattice_length,nao,natm,natoms_requested,nelectron,nk,pseudo,status,vacuum,wall_time_s
gth-szv-molopt-sr,True,0.0864,9.11624003873616,-70.83142969419306,-35.41571484709653,9.11624003873616,6.0,18,2,2,22,1,gth-pbe,ok,20.0,5.481931447982788
gth-szv-molopt-sr,True,0.0864,5.0790459575679945,-141.59316455921083,-35.39829113980271,5.0790459575679945,6.0,36,4,4,44,1,gth-pbe,ok,20.0,15.63045597076416
gth-szv-molopt-sr,True,0.0864,5.584562859450925,-212.39550833859914,-35.399251389766526,5.584562859450925,6.0,54,6,6,66,1,gth-pbe,ok,20.0,32.3949613571167
gth-szv-molopt-sr,True,0.0864,4.4862656843666295,-283.18339909570517,-35.397924886963146,4.4862656843666295,6.0,72,8,8,88,1,gth-pbe,ok,20.0,63.19360852241516
gth-szv-molopt-sr,True,0.0864,4.361419241614751,-424.7690649636512,-35.39742208030427,4.361419241614751,6.0,108,12,12,132,1,gth-pbe,ok,20.0,154.0112907886505
gth-szv-molopt-sr,True,0.0864,4.597698893996594,-495.56170974119345,-35.39726498151382,4.597698893996594,6.0,126,14,14,154,1,gth-pbe,ok,20.0,262.3631901741028
