#     Step;    Sim. Time;   Iter;    t_Ener;    t_Grad;       Temp;       E_Kin;           E_Pot;           E_Tot;        Cons.Qty;   E.Drift
      2208;        441.6;      4;      3.56;      0.76;       1.10;    0.000010;       -1.163037;       -1.163027;       -1.163027;      3.35
      2209;        441.8;      3;      3.16;      0.77;       9.08;    0.000086;       -1.163113;       -1.163027;       -1.163027;      3.34
      2210;        442.0;      4;      4.18;      0.77;      49.54;    0.000471;       -1.163499;       -1.163028;       -1.163028;      3.27
      2211;        442.2;      4;      4.05;      0.76;     120.43;    0.001144;       -1.164175;       -1.163030;       -1.163030;      3.16
      2212;        442.4;      5;      4.30;      0.75;     218.09;    0.002072;       -1.165106;       -1.163034;       -1.163034;      2.99
      2213;        442.6;      5;      4.62;      0.77;     337.44;    0.003206;       -1.166243;       -1.163037;       -1.163037;      2.81
      2214;        442.8;      6;      4.61;      0.76;     472.37;    0.004488;       -1.167529;       -1.163041;       -1.163041;      2.58
      2215;        443.0;      6;      4.70;      0.77;     615.52;    0.005848;       -1.168895;       -1.163047;       -1.163047;      2.26
      2216;        443.2;      6;      4.71;      0.75;     757.25;    0.007194;       -1.170250;       -1.163055;       -1.163055;      1.85
      2217;        443.4;      6;      4.24;      0.76;     885.50;    0.008413;       -1.171477;       -1.163064;       -1.163064;      1.38
      2218;        443.6;      7;      4.64;      0.83;     986.83;    0.009375;       -1.172449;       -1.163074;       -1.163074;      0.89
      2219;        443.8;      7;      4.53;      0.76;    1047.68;    0.009953;       -1.173036;       -1.163082;       -1.163082;      0.44
      2220;        444.0;      7;      5.01;      0.76;    1056.07;    0.010033;       -1.173122;       -1.163089;       -1.163089;      0.09
      2221;        444.2;      7;      4.50;      0.75;    1003.83;    0.009537;       -1.172628;       -1.163092;       -1.163092;     -0.06
      2222;        444.4;      7;      4.71;      0.76;     889.46;    0.008450;       -1.171539;       -1.163089;       -1.163089;      0.10
      2223;        444.6;      7;      4.98;      0.76;     721.04;    0.006850;       -1.169929;       -1.163079;       -1.163079;      0.63
      2224;        444.8;      7;      5.08;      0.77;     518.02;    0.004921;       -1.167983;       -1.163062;       -1.163062;      1.52
      2225;        445.0;      6;      4.30;      0.76;     310.43;    0.002949;       -1.165989;       -1.163040;       -1.163040;      2.66
      2226;        445.2;      6;      4.33;      0.79;     134.52;    0.001278;       -1.164297;       -1.163019;       -1.163019;      3.76
      2227;        445.4;      4;      3.59;      0.77;      24.64;    0.000234;       -1.163239;       -1.163005;       -1.163005;      4.50
      2228;        445.6;      3;      3.04;      0.77;       3.77;    0.000036;       -1.163038;       -1.163002;       -1.163002;      4.65
      2229;        445.8;      4;      3.44;      0.79;      76.42;    0.000726;       -1.163738;       -1.163012;       -1.163012;      4.15
      2230;        446.0;      6;      4.22;      0.77;     227.11;    0.002158;       -1.165188;       -1.163030;       -1.163030;      3.16
      2231;        446.2;      6;      4.22;      0.76;     425.35;    0.004041;       -1.167093;       -1.163052;       -1.163052;      2.01
      2232;        446.4;      7;      5.06;      0.78;     634.59;    0.006029;       -1.169101;       -1.163072;       -1.163072;      0.98
      2233;        446.6;      7;      4.61;      0.77;     821.28;    0.007802;       -1.170888;       -1.163085;       -1.163085;      0.28
      2234;        446.8;      7;      4.98;      0.76;     961.03;    0.009130;       -1.172221;       -1.163091;       -1.163091;     -0.03
      2235;        447.0;      7;      4.76;      0.77;    1040.87;    0.009889;       -1.172979;       -1.163091;       -1.163091;     -0.00
      2236;        447.2;      7;      5.17;      0.78;    1058.43;    0.010056;       -1.173141;       -1.163085;       -1.163085;      0.27
      2237;        447.4;      7;      4.76;      0.76;    1019.30;    0.009684;       -1.172761;       -1.163077;       -1.163077;      0.69
      2238;        447.6;      7;      4.58;      0.76;     934.13;    0.008875;       -1.171943;       -1.163068;       -1.163068;      1.16
      2239;        447.8;      6;      4.72;      0.76;     816.01;    0.007752;       -1.170812;       -1.163059;       -1.163059;      1.64
      2240;        448.0;      6;      4.19;      0.76;     678.60;    0.006447;       -1.169498;       -1.163051;       -1.163051;      2.09
      2241;        448.2;      6;      4.11;      0.77;     534.73;    0.005080;       -1.168124;       -1.163044;       -1.163044;      2.46
      2242;        448.4;      6;      4.16;      0.76;     395.17;    0.003754;       -1.166793;       -1.163039;       -1.163039;      2.72
      2243;        448.6;      6;      4.11;      0.76;     268.17;    0.002548;       -1.165583;       -1.163035;       -1.163035;      2.91
      2244;        448.8;      5;      3.86;      0.77;     160.29;    0.001523;       -1.164555;       -1.163032;       -1.163032;      3.09
      2245;        449.0;      5;      3.86;      0.76;      77.10;    0.000732;       -1.163762;       -1.163029;       -1.163029;      3.23
      2246;        449.2;      4;      3.68;      0.76;      22.93;    0.000218;       -1.163245;       -1.163027;       -1.163027;      3.31
      2247;        449.4;      4;      3.30;      0.78;       0.54;    0.000005;       -1.163032;       -1.163027;       -1.163027;      3.35
      2248;        449.6;      3;      3.01;      0.76;      11.04;    0.000105;       -1.163132;       -1.163027;       -1.163027;      3.33
      2249;        449.8;      4;      3.42;      0.76;      53.90;    0.000512;       -1.163540;       -1.163028;       -1.163028;      3.27
      2250;        450.0;      4;      3.41;      0.78;     126.98;    0.001206;       -1.164237;       -1.163031;       -1.163031;      3.15
      2251;        450.2;      5;      3.73;      0.77;     226.49;    0.002152;       -1.165186;       -1.163034;       -1.163034;      2.98
      2252;        450.4;      5;      4.00;      0.76;     347.25;    0.003299;       -1.166336;       -1.163037;       -1.163037;      2.79
      2253;        450.6;      6;      4.26;      0.76;     483.09;    0.004590;       -1.167631;       -1.163042;       -1.163042;      2.56
      2254;        450.8;      6;      4.22;      0.78;     626.50;    0.005952;       -1.169000;       -1.163048;       -1.163048;      2.23
      2255;        451.0;      6;      4.18;      0.77;     767.65;    0.007293;       -1.170349;       -1.163056;       -1.163056;      1.81
      2256;        451.2;      6;      4.15;      0.76;     894.34;    0.008497;       -1.171562;       -1.163065;       -1.163065;      1.34
      2257;        451.4;      7;      4.86;      0.78;     993.05;    0.009434;       -1.172509;       -1.163074;       -1.163074;      0.85
      2258;        451.6;      7;      4.62;      0.76;    1050.30;    0.009978;       -1.173061;       -1.163083;       -1.163083;      0.41
      2259;        451.8;      7;      5.16;      0.77;    1054.29;    0.010016;       -1.173105;       -1.163089;       -1.163089;      0.07
      2260;        452.0;      7;      6.15;      0.76;     997.26;    0.009474;       -1.172566;       -1.163092;       -1.163092;     -0.06
      2261;        452.2;      7;      4.85;      0.77;     878.36;    0.008345;       -1.171433;       -1.163088;       -1.163088;      0.12
      2262;        452.4;      7;      4.89;      0.77;     706.48;    0.006712;       -1.169789;       -1.163077;       -1.163077;      0.68
      2263;        452.6;      7;      4.92;      0.77;     501.93;    0.004769;       -1.167829;       -1.163060;       -1.163060;      1.60
      2264;        452.8;      6;      4.27;      0.77;     295.46;    0.002807;       -1.165845;       -1.163038;       -1.163038;      2.74
      2265;        453.0;      6;      4.33;      0.78;     123.45;    0.001173;       -1.164191;       -1.163018;       -1.163018;      3.83
      2266;        453.2;      4;      3.39;      0.78;      19.74;    0.000188;       -1.163192;       -1.163004;       -1.163004;      4.54
      2267;        453.4;      3;      3.05;      0.78;       6.09;    0.000058;       -1.163060;       -1.163002;       -1.163002;      4.63
      2268;        453.6;      4;      3.44;      0.77;      85.46;    0.000812;       -1.163825;       -1.163013;       -1.163013;      4.08
      2269;        453.8;      6;      4.63;      0.77;     240.98;    0.002289;       -1.165321;       -1.163032;       -1.163032;      3.07
      2270;        454.0;      6;      4.48;      0.77;     441.35;    0.004193;       -1.167247;       -1.163054;       -1.163054;      1.92
      2271;        454.2;      7;      5.12;      0.77;     649.97;    0.006175;       -1.169248;       -1.163073;       -1.163073;      0.91
      2272;        454.4;      7;      4.70;      0.77;     833.80;    0.007921;       -1.171007;       -1.163086;       -1.163086;      0.24
      2273;        454.6;      7;      4.85;      0.78;     969.30;    0.009209;       -1.172300;       -1.163091;       -1.163091;     -0.04
      2274;        454.8;      7;      4.46;      0.77;    1044.37;    0.009922;       -1.173012;       -1.163090;       -1.163090;      0.01
      2275;        455.0;      7;      4.72;      0.78;    1057.33;    0.010045;       -1.173130;       -1.163085;       -1.163085;      0.30
      2276;        455.2;      7;      5.04;      0.81;    1014.28;    0.009636;       -1.172713;       -1.163077;       -1.163077;      0.72
      2277;        455.4;      7;      5.53;      0.77;     926.12;    0.008799;       -1.171866;       -1.163068;       -1.163068;      1.20
      2278;        455.6;      6;      4.94;      0.78;     806.05;    0.007658;       -1.170716;       -1.163059;       -1.163059;      1.68
      2279;        455.8;      6;      4.86;      0.77;     667.72;    0.006344;       -1.169394;       -1.163050;       -1.163050;      2.12
      2280;        456.0;      6;      4.16;      0.78;     523.83;    0.004977;       -1.168020;       -1.163043;       -1.163043;      2.48
      2281;        456.2;      6;      4.03;      0.78;     384.97;    0.003657;       -1.166696;       -1.163039;       -1.163039;      2.73
      2282;        456.4;      6;      4.17;      0.78;     259.21;    0.002463;       -1.165497;       -1.163035;       -1.163035;      2.93
      2283;        456.6;      5;      3.86;      0.79;     153.02;    0.001454;       -1.164485;       -1.163032;       -1.163032;      3.10
      2284;        456.8;      4;      3.62;      0.79;      71.91;    0.000683;       -1.163712;       -1.163029;       -1.163029;      3.24
      2285;        457.0;      4;      3.81;      0.76;      20.09;    0.000191;       -1.163218;       -1.163027;       -1.163027;      3.32
      2286;        457.2;      4;      3.44;      0.75;       0.18;    0.000002;       -1.163029;       -1.163027;       -1.163027;      3.35
      2287;        457.4;      3;      3.02;      0.77;      13.18;    0.000125;       -1.163152;       -1.163027;       -1.163027;      3.33
      2288;        457.6;      4;      3.40;      0.78;      58.44;    0.000555;       -1.163584;       -1.163029;       -1.163029;      3.26
      2289;        457.8;      4;      3.42;      0.76;     133.68;    0.001270;       -1.164301;       -1.163031;       -1.163031;      3.13
