# time  poten(istate=1)  kinen  toten
1794.2154580000  -39.9331497900  0.1012089254  -39.8319408646
1798.3495950000  -39.9330638700  0.1010841330  -39.8319797370
1802.4837320000  -39.9320035300  0.1003435267  -39.8316600033
1806.6178690000  -39.9307104600  0.0990518431  -39.8316586169
1810.7520060000  -39.9294202100  0.0977618932  -39.8316583168
1814.8861430000  -39.9281344600  0.0964763266  -39.8316581334
1819.0202800000  -39.9268531200  0.0951949485  -39.8316581715
1823.1544170000  -39.9255758400  0.0939174458  -39.8316583942
1827.2885540000  -39.9243022700  0.0926437092  -39.8316585608
1831.4226910000  -39.9230322400  0.0913735799  -39.8316586601
1835.5568280000  -39.9217659000  0.0901071968  -39.8316587032
1839.6909650000  -39.9205037500  0.0888450770  -39.8316586730
1843.8251020000  -39.9192467600  0.0875881711  -39.8316585889
1847.9592390000  -39.9179963400  0.0863378916  -39.8316584484
1852.0933760000  -39.9167543600  0.0850961167  -39.8316582433
1856.2275130000  -39.9155231800  0.0838651746  -39.8316580054
1860.3616500000  -39.9143055000  0.0826478026  -39.8316576974
1864.4957870000  -39.9131044800  0.0814471063  -39.8316573737
1868.6299240000  -39.9119235400  0.0802665058  -39.8316570342
1872.7640610000  -39.9107663300  0.0791096624  -39.8316566676
1876.8981980000  -39.9096367100  0.0779804226  -39.8316562874
1881.0323350000  -39.9085385900  0.0768827108  -39.8316558792
1885.1664720000  -39.9074759700  0.0758204747  -39.8316554953
1889.3006090000  -39.9064528300  0.0747976547  -39.8316551753
1893.4347460000  -39.9054729200  0.0738180874  -39.8316548326
1897.5688830000  -39.9045399600  0.0728854597  -39.8316545003
1901.7030200000  -39.9036574800  0.0720032743  -39.8316542057
1905.8371570000  -39.9028287400  0.0711747945  -39.8316539455
1909.9712940000  -39.9020567400  0.0704030149  -39.8316537251
1914.1054310000  -39.9013441800  0.0696906387  -39.8316535413
1918.2395680000  -39.9006934500  0.0690400585  -39.8316533915
1922.3737050000  -39.9001066300  0.0684533441  -39.8316532859
1926.5078420000  -39.8995854200  0.0679322295  -39.8316531905
1930.6419790000  -39.8991313100  0.0674781304  -39.8316531796
1934.7761160000  -39.8987453500  0.0670921493  -39.8316532007
1938.9102530000  -39.8984283300  0.0667750672  -39.8316532628
1943.0443900000  -39.8981807100  0.0665273631  -39.8316533469
1947.1785270000  -39.8980026800  0.0663492283  -39.8316534517
1951.3126640000  -39.8978941700  0.0662406148  -39.8316535552
1955.4468010000  -39.8978548500  0.0662011877  -39.8316536623
1959.5809380000  -39.8978841500  0.0662303531  -39.8316537969
1963.7150750000  -39.8979813000  0.0663273357  -39.8316539643
1967.8492120000  -39.8981453300  0.0664911680  -39.8316541620
1971.9833490000  -39.8983751000  0.0667207091  -39.8316543909
1976.1174860000  -39.8986693000  0.0670146644  -39.8316546356
1980.2516230000  -39.8990265000  0.0673715983  -39.8316549017
1984.3857600000  -39.8994451500  0.0677899531  -39.8316551969
1988.5198970000  -39.8999235800  0.0682680739  -39.8316555061
1992.6540340000  -39.9004600400  0.0688042068  -39.8316558332
1996.7881710000  -39.9010526700  0.0693965127  -39.8316561573
2000.9223080000  -39.9016996000  0.0700430929  -39.8316565071
2005.0564450000  -39.9023988600  0.0707419898  -39.8316568702
2009.1905820000  -39.9031484400  0.0714911945  -39.8316572455
2013.3247190000  -39.9039462900  0.0722886580  -39.8316576320
2017.4588560000  -39.9047903100  0.0731322955  -39.8316580145
2021.5929930000  -39.9056784100  0.0740199857  -39.8316584243
2025.7271300000  -39.9066084100  0.0749495774  -39.8316588326
2029.8612670000  -39.9075781500  0.0759188975  -39.8316592525
2033.9954040000  -39.9085854200  0.0769257433  -39.8316596767
2038.1295410000  -39.9096279900  0.0779678836  -39.8316601064
2042.2636780000  -39.9107035200  0.0790431057  -39.8316604143
2046.3978150000  -39.9118099000  0.0801491264  -39.8316607736
2050.5319520000  -39.9129447200  0.0812835882  -39.8316611318
2054.6660890000  -39.9141056400  0.0824441454  -39.8316614946
2058.8002260000  -39.9152902800  0.0836284182  -39.8316618618
2062.9343630000  -39.9164962000  0.0848339871  -39.8316622129
2067.0685000000  -39.9177209700  0.0860583930  -39.8316625770
2071.2026370000  -39.9189620700  0.0872991360  -39.8316629340
