2
H       0.05284559     -0.00035485     -0.00016386
H      -0.05284559      0.00035485      0.00016386
2
Step =     23  Time =     190.17032305
H       0.05675046     -0.00038107     -0.00017597
H      -0.05675046      0.00038107      0.00017597
2
Step =     24  Time =     198.43859796
H       0.05998122     -0.00040276     -0.00018598
H      -0.05998122      0.00040276      0.00018598
2
Step =     25  Time =     206.70687288
H       0.06241622     -0.00041911     -0.00019353
H      -0.06241622      0.00041911      0.00019353
2
Step =     26  Time =     214.97514779
H       0.06399117     -0.00042969     -0.00019842
H      -0.06399117      0.00042969      0.00019842
2
Step =     27  Time =     223.24342271
H       0.06473214     -0.00043466     -0.00020071
H      -0.06473214      0.00043466      0.00020071
2
Step =     28  Time =     231.51169762
H       0.06466950     -0.00043424     -0.00020052
H      -0.06466950      0.00043424      0.00020052
2
Step =     29  Time =     239.77997254
H       0.06380029     -0.00042841     -0.00019783
H      -0.06380029      0.00042841      0.00019783
2
Step =     30  Time =     248.04824745
H       0.06209101     -0.00041693     -0.00019253
H      -0.06209101      0.00041693      0.00019253
2
Step =     31  Time =     256.31652237
H       0.05952343     -0.00039969     -0.00018456
H      -0.05952343      0.00039969      0.00018456
2
Step =     32  Time =     264.58479729
H       0.05618138     -0.00037725     -0.00017420
H      -0.05618138      0.00037725      0.00017420
2
Step =     33  Time =     272.85307220
H       0.05216602     -0.00035029     -0.00016175
H      -0.05216602      0.00035029      0.00016175
2
Step =     34  Time =     281.12134712
H       0.04720489     -0.00031697     -0.00014637
H      -0.04720489      0.00031697      0.00014637
2
Step =     35  Time =     289.38962203
H       0.04078257     -0.00027385     -0.00012645
H      -0.04078257      0.00027385      0.00012645
2
Step =     36  Time =     297.65789695
H       0.03261523     -0.00021900     -0.00010113
H      -0.03261523      0.00021900      0.00010113
2
Step =     37  Time =     305.92617186
H       0.02258697     -0.00015167     -0.00007003
H      -0.02258697      0.00015167      0.00007003
2
Step =     38  Time =     314.19444678
H       0.01061296     -0.00007126     -0.00003291
H      -0.01061296      0.00007126      0.00003291
2
Step =     39  Time =     322.46272169
H      -0.00333358      0.00002239      0.00001034
H       0.00333358     -0.00002239     -0.00001034
2
Step =     40  Time =     330.73099661
H      -0.01913381      0.00012848      0.00005933
H       0.01913381     -0.00012848     -0.00005933
2
Step =     41  Time =     338.99927152
H      -0.03642436      0.00024458      0.00011294
H       0.03642436     -0.00024458     -0.00011294
2
Step =     42  Time =     347.26754644
H      -0.05450558      0.00036600      0.00016901
H       0.05450558     -0.00036600     -0.00016901
2
Step =     43  Time =     355.53582135
H      -0.07228899      0.00048541      0.00022415
H       0.07228899     -0.00048541     -0.00022415
2
Step =     44  Time =     363.80409627
H      -0.08833204      0.00059313      0.00027389
H       0.08833204     -0.00059313     -0.00027389
2
Step =     45  Time =     372.07237118
H      -0.10100536      0.00067823      0.00031319
H       0.10100536     -0.00067823     -0.00031319
2
Step =     46  Time =     380.34064610
H      -0.10879574      0.00073054      0.00033734
H       0.10879574     -0.00073054     -0.00033734
2
Step =     47  Time =     388.60892101
H      -0.11067202      0.00074314      0.00034316
H       0.11067202     -0.00074314     -0.00034316
2
Step =     48  Time =     396.87719593
H      -0.10637425      0.00071428      0.00032983
H       0.10637425     -0.00071428     -0.00032983
2
Step =     49  Time =     405.14547084
H      -0.09649120      0.00064792      0.00029919
H       0.09649120     -0.00064792     -0.00029919
2
Step =     50  Time =     413.41374576
H      -0.08228738      0.00055254      0.00025515
H       0.08228738     -0.00055254     -0.00025515
2
Step =     51  Time =     421.68202067
H      -0.06536491      0.00043891      0.00020268
H       0.06536491     -0.00043891     -0.00020268
2
Step =     52  Time =     429.95029559
H      -0.04730852      0.00031767      0.00014669
H       0.04730852     -0.00031767     -0.00014669
2
Step =     53  Time =     438.21857050
H      -0.02943240      0.00019764      0.00009126
H       0.02943240     -0.00019764     -0.00009126
2
Step =     54  Time =     446.48684542
H      -0.01266910      0.00008507      0.00003928
H       0.01266910     -0.00008507     -0.00003928
2
Step =     55  Time =     454.75512033
H       0.00242438     -0.00001628     -0.00000752
H      -0.00242438      0.00001628      0.00000752
2
Step =     56  Time =     463.02339525
H       0.01559339     -0.00010471     -0.00004835
H      -0.01559339      0.00010471      0.00004835
2
Step =     57  Time =     471.29167016
H       0.02678841     -0.00017988     -0.00008306
H      -0.02678841      0.00017988      0.00008306
2
Step =     58  Time =     479.55994508
H       0.03606822     -0.00024219     -0.00011184
H      -0.03606822      0.00024219      0.00011184
2
Step =     59  Time =     487.82821999
H       0.04352617     -0.00029227     -0.00013496
H      -0.04352617      0.00029227      0.00013496
2
Step =     60  Time =     496.09649491
H       0.04931879     -0.00033117     -0.00015292
H      -0.04931879      0.00033117      0.00015292
2
Step =     61  Time =     504.36476982
H       0.05384307     -0.00036155     -0.00016695
H      -0.05384307      0.00036155      0.00016695
2
Step =     62  Time =     512.63304474
H       0.05758780     -0.00038669     -0.00017856
H      -0.05758780      0.00038669      0.00017856
2
Step =     63  Time =     520.90131966
H       0.06064104     -0.00040719     -0.00018803
H      -0.06064104      0.00040719      0.00018803
2
Step =     64  Time =     529.16959457
H       0.06287113     -0.00042217     -0.00019494
H      -0.06287113      0.00042217      0.00019494
2
Step =     65  Time =     537.43786949
H       0.06424286     -0.00043138     -0.00019920
H      -0.06424286      0.00043138      0.00019920
2
Step =     66  Time =     545.70614440
H       0.06478977     -0.00043505     -0.00020089
H      -0.06478977      0.00043505      0.00020089
2
Step =     67  Time =     553.97441932
H       0.06453584     -0.00043335     -0.00020011
H      -0.06453584      0.00043335      0.00020011
2
Step =     68  Time =     562.24269423
H       0.06346928     -0.00042619     -0.00019680
H      -0.06346928      0.00042619      0.00019680
2
Step =     69  Time =     570.51096915
H       0.06155389     -0.00041332     -0.00019086
H      -0.06155389      0.00041332      0.00019086
2
Step =     70  Time =     578.77924406
H       0.05878834     -0.00039475     -0.00018229
H      -0.05878834      0.00039475      0.00018229
2
Step =     71  Time =     587.04751898
H       0.05528331     -0.00037122     -0.00017142
H      -0.05528331      0.00037122      0.00017142
2
Step =     72  Time =     595.31579389
H       0.05108521     -0.00034303     -0.00015840
H      -0.05108521      0.00034303      0.00015840
2
Step =     73  Time =     603.58406881
H       0.04581678     -0.00030765     -0.00014206
H      -0.04581678      0.00030765      0.00014206
2
Step =     74  Time =     611.85234372
H       0.03899251     -0.00026183     -0.00012090
H      -0.03899251      0.00026183      0.00012090
2
Step =     75  Time =     620.12061864
H       0.03038852     -0.00020405     -0.00009423
H      -0.03038852      0.00020405      0.00009423
2
Step =     76  Time =     628.38889355
H       0.01990142     -0.00013363     -0.00006171
H      -0.01990142      0.00013363      0.00006171
2
Step =     77  Time =     636.65716847
H       0.00745398     -0.00005005     -0.00002311
H      -0.00745398      0.00005005      0.00002311
2
Step =     78  Time =     644.92544338
H      -0.00695448      0.00004670      0.00002156
H       0.00695448     -0.00004670     -0.00002156
2
Step =     79  Time =     653.19371830
H      -0.02315567      0.00015549      0.00007180
H       0.02315567     -0.00015549     -0.00007180
2
Step =     80  Time =     661.46199321
H      -0.04071330      0.00027338      0.00012624
H       0.04071330     -0.00027338     -0.00012624
2
Step =     81  Time =     669.73026813
H      -0.05883709      0.00039508      0.00018244
H       0.05883709     -0.00039508     -0.00018244
2
Step =     82  Time =     677.99854304
H      -0.07634624      0.00051265      0.00023673
H       0.07634624     -0.00051265     -0.00023673
2
Step =     83  Time =     686.26681796
H      -0.09173276      0.00061597      0.00028444
H       0.09173276     -0.00061597     -0.00028444
2
Step =     84  Time =     694.53509287
H      -0.10336331      0.00069406      0.00032050
H       0.10336331     -0.00069406     -0.00032050
2
Step =     85  Time =     702.80336779
H      -0.10980699      0.00073733      0.00034048
H       0.10980699     -0.00073733     -0.00034048
2
Step =     86  Time =     711.07164270
H      -0.11019701      0.00073995      0.00034169
H       0.11019701     -0.00073995     -0.00034169
2
Step =     87  Time =     719.33991762
H      -0.10447924      0.00070156      0.00032396
H       0.10447924     -0.00070156     -0.00032396
2
Step =     88  Time =     727.60819253
H      -0.09342827      0.00062735      0.00028969
H       0.09342827     -0.00062735     -0.00028969
2
Step =     89  Time =     735.87646745
H      -0.07842335      0.00052660      0.00024317
H       0.07842335     -0.00052660     -0.00024317
2
Step =     90  Time =     744.14474236
H      -0.06109233      0.00041023      0.00018943
H       0.06109233     -0.00041023     -0.00018943
2
Step =     91  Time =     752.41301728
H      -0.04297300      0.00028856      0.00013325
H       0.04297300     -0.00028856     -0.00013325
2
Step =     92  Time =     760.68129219
H      -0.02529318      0.00016984      0.00007843
H       0.02529318     -0.00016984     -0.00007843
2
Step =     93  Time =     768.94956711
H      -0.00889162      0.00005971      0.00002757
H       0.00889162     -0.00005971     -0.00002757
2
Step =     94  Time =     777.21784203
H       0.00575518     -0.00003864     -0.00001784
H      -0.00575518      0.00003864      0.00001784
2
Step =     95  Time =     785.48611694
H       0.01845074     -0.00012389     -0.00005721
H      -0.01845074      0.00012389      0.00005721
2
Step =     96  Time =     793.75439186
H       0.02917995     -0.00019594     -0.00009048
H      -0.02917995      0.00019594      0.00009048
2
Step =     97  Time =     802.02266677
H       0.03801474     -0.00025526     -0.00011787
H      -0.03801474      0.00025526      0.00011787
2
Step =     98  Time =     810.29094169
H       0.04505423     -0.00030253     -0.00013970
H      -0.04505423      0.00030253      0.00013970
2
Step =     99  Time =     818.55921660
H       0.05049569     -0.00033907     -0.00015657
H      -0.05049569      0.00033907      0.00015657
2
Step =    100  Time =     826.82749152
H       0.05479853     -0.00036796     -0.00016991
H      -0.05479853      0.00036796      0.00016991
2
Step =    101  Time =     835.09576643
H       0.05838647     -0.00039206     -0.00018104
H      -0.05838647      0.00039206      0.00018104
2
Step =    102  Time =     843.36404135
H       0.06125302     -0.00041130     -0.00018993
H      -0.06125302      0.00041130      0.00018993
2
Step =    103  Time =     851.63231626
H       0.06327660     -0.00042489     -0.00019620
H      -0.06327660      0.00042489      0.00019620
2
Step =    104  Time =     859.90059118
H       0.06444740     -0.00043275     -0.00019983
H      -0.06444740      0.00043275      0.00019983
2
Step =    105  Time =     868.16886609
H       0.06480173     -0.00043513     -0.00020093
H      -0.06480173      0.00043513      0.00020093
2
Step =    106  Time =     876.43714101
H       0.06435579     -0.00043214     -0.00019955
H      -0.06435579      0.00043214      0.00019955
2
Step =    107  Time =     884.70541592
H       0.06308954     -0.00042364     -0.00019562
H      -0.06308954      0.00042364      0.00019562
2
Step =    108  Time =     892.97369084
H       0.06096746     -0.00040939     -0.00018904
H      -0.06096746      0.00040939      0.00018904
2
Step =    109  Time =     901.24196575
H       0.05801087     -0.00038953     -0.00017987
H      -0.05801087      0.00038953      0.00017987
2
Step =    110  Time =     909.51024067
H       0.05434820     -0.00036494     -0.00016852
H      -0.05434820      0.00036494      0.00016852
2
Step =    111  Time =     917.77851558
H       0.04994355     -0.00033536     -0.00015486
H      -0.04994355      0.00033536      0.00015486
2
Step =    112  Time =     926.04679050
H       0.04433795     -0.00029772     -0.00013748
H      -0.04433795      0.00029772      0.00013748
2
Step =    113  Time =     934.31506541
H       0.03710015     -0.00024912     -0.00011504
H      -0.03710015      0.00024912      0.00011504
2
Step =    114  Time =     942.58334033
H       0.02805397     -0.00018838     -0.00008699
H      -0.02805397      0.00018838      0.00008699
2
Step =    115  Time =     950.85161524
H       0.01710331     -0.00011484     -0.00005303
H      -0.01710331      0.00011484      0.00005303
2
Step =    116  Time =     959.11989016
H       0.00418197     -0.00002808     -0.00001297
H      -0.00418197      0.00002808      0.00001297
2
Step =    117  Time =     967.38816507
H      -0.01067923      0.00007171      0.00003311
H       0.01067923     -0.00007171     -0.00003311
2
Step =    118  Time =     975.65643999
H      -0.02725680      0.00018303      0.00008452
H       0.02725680     -0.00018303     -0.00008452
2
Step =    119  Time =     983.92471490
H      -0.04503647      0.00030241      0.00013965
H       0.04503647     -0.00030241     -0.00013965
2
Step =    120  Time =     992.19298982
H      -0.06313495      0.00042394      0.00019576
H       0.06313495     -0.00042394     -0.00019576
2
Step =    121  Time =    1000.46126473
H      -0.08028260      0.00053908      0.00024893
H       0.08028260     -0.00053908     -0.00024893
2
Step =    122  Time =    1008.72953965
H      -0.09491755      0.00063735      0.00029431
H       0.09491755     -0.00063735     -0.00029431
2
Step =    123  Time =    1016.99781456
H      -0.10542168      0.00070789      0.00032688
H       0.10542168     -0.00070789     -0.00032688
2
Step =    124  Time =    1025.26608948
H      -0.11046782      0.00074177      0.00034253
H       0.11046782     -0.00074177     -0.00034253
2
Step =    125  Time =    1033.53436440
H      -0.10936842      0.00073439      0.00033912
H       0.10936842     -0.00073439     -0.00033912
2
Step =    126  Time =    1041.80263931
H      -0.10227606      0.00068676      0.00031713
H       0.10227606     -0.00068676     -0.00031713
2
Step =    127  Time =    1050.07091423
H      -0.09013785      0.00060526      0.00027949
H       0.09013785     -0.00060526     -0.00027949
2
Step =    128  Time =    1058.33918914
H      -0.07442661      0.00049976      0.00023077
H       0.07442661     -0.00049976     -0.00023077
2
Step =    129  Time =    1066.60746406
H      -0.05677611      0.00038124      0.00017605
H       0.05677611     -0.00038124     -0.00017605
2
Step =    130  Time =    1074.87573897
H      -0.03866447      0.00025963      0.00011989
H       0.03866447     -0.00025963     -0.00011989
2
Step =    131  Time =    1083.14401389
H      -0.02122881      0.00014255      0.00006583
H       0.02122881     -0.00014255     -0.00006583
2
Step =    132  Time =    1091.41228880
H      -0.00521587      0.00003503      0.00001617
H       0.00521587     -0.00003503     -0.00001617
2
Step =    133  Time =    1099.68056372
H       0.00897344     -0.00006025     -0.00002782
H      -0.00897344      0.00006025      0.00002782
2
Step =    134  Time =    1107.94883863
H       0.02119512     -0.00014232     -0.00006572
H      -0.02119512      0.00014232      0.00006572
2
Step =    135  Time =    1116.21711355
H       0.03146297     -0.00021127     -0.00009756
H      -0.03146297      0.00021127      0.00009756
2
Step =    136  Time =    1124.48538846
H       0.03985817     -0.00026764     -0.00012359
H      -0.03985817      0.00026764      0.00012359
2
Step =    137  Time =    1132.75366338
H       0.04648926     -0.00031217     -0.00014415
H      -0.04648926      0.00031217      0.00014415
2
Step =    138  Time =    1141.02193829
H       0.05160732     -0.00034653     -0.00016002
H      -0.05160732      0.00034653      0.00016002
2
Step =    139  Time =    1149.29021321
H       0.05571581     -0.00037412     -0.00017276
H      -0.05571581      0.00037412      0.00017276
2
Step =    140  Time =    1157.55848812
H       0.05914408     -0.00039714     -0.00018339
H      -0.05914408      0.00039714      0.00018339
2
Step =    141  Time =    1165.82676304
H       0.06181604     -0.00041508     -0.00019167
H      -0.06181604      0.00041508      0.00019167
2
Step =    142  Time =    1174.09503795
H       0.06363307     -0.00042729     -0.00019731
H      -0.06363307      0.00042729      0.00019731
2
Step =    143  Time =    1182.36331287
H       0.06460532     -0.00043381     -0.00020032
H      -0.06460532      0.00043381      0.00020032
2
Step =    144  Time =    1190.63158778
H       0.06476804     -0.00043491     -0.00020083
H      -0.06476804      0.00043491      0.00020083
2
Step =    145  Time =    1198.89986270
H       0.06412887     -0.00043061     -0.00019884
H      -0.06412887      0.00043061      0.00019884
2
Step =    146  Time =    1207.16813761
H       0.06266058     -0.00042075     -0.00019429
H      -0.06266058      0.00042075      0.00019429
2
Step =    147  Time =    1215.43641253
H       0.06033254     -0.00040512     -0.00018707
H      -0.06033254      0.00040512      0.00018707
2
Step =    148  Time =    1223.70468744
H       0.05719352     -0.00038404     -0.00017734
H      -0.05719352      0.00038404      0.00017734
2
Step =    149  Time =    1231.97296236
H       0.05337335     -0.00035839     -0.00016549
H      -0.05337335      0.00035839      0.00016549
2
Step =    150  Time =    1240.24123727
H       0.04873261     -0.00032723     -0.00015111
H      -0.04873261      0.00032723      0.00015111
2
Step =    151  Time =    1248.50951219
H       0.04276426     -0.00028715     -0.00013260
H      -0.04276426      0.00028715      0.00013260
2
Step =    152  Time =    1256.77778710
H       0.03510405     -0.00023572     -0.00010885
H      -0.03510405      0.00023572      0.00010885
2
Step =    153  Time =    1265.04606202
H       0.02561030     -0.00017197     -0.00007941
H      -0.02561030      0.00017197      0.00007941
2
Step =    154  Time =    1273.31433693
H       0.01419194     -0.00009529     -0.00004400
H      -0.01419194      0.00009529      0.00004400
2
Step =    155  Time =    1281.58261185
H       0.00079802     -0.00000536     -0.00000247
H      -0.00079802      0.00000536      0.00000247
2
Step =    156  Time =    1289.85088676
H      -0.01450357      0.00009739      0.00004497
H       0.01450357     -0.00009739     -0.00004497
2
Step =    157  Time =    1298.11916168
H      -0.03142845      0.00021104      0.00009745
H       0.03142845     -0.00021104     -0.00009745
2
Step =    158  Time =    1306.38743660
H      -0.04937970      0.00033158      0.00015311
H       0.04937970     -0.00033158     -0.00015311
2
Step =    159  Time =    1314.65571151
H      -0.06737978      0.00045244      0.00020892
H       0.06737978     -0.00045244     -0.00020892
2
Step =    160  Time =    1322.92398643
H      -0.08407541      0.00056455      0.00026069
H       0.08407541     -0.00056455     -0.00026069
2
Step =    161  Time =    1331.19226134
H      -0.09786452      0.00065714      0.00030345
H       0.09786452     -0.00065714     -0.00030345
2
Step =    162  Time =    1339.46053626
H      -0.10716456      0.00071959      0.00033228
H       0.10716456     -0.00071959     -0.00033228
2
Step =    163  Time =    1347.72881117
H      -0.11077284      0.00074381      0.00034347
H       0.11077284     -0.00074381     -0.00034347
2
Step =    164  Time =    1355.99708609
H      -0.10819297      0.00072649      0.00033547
H       0.10819297     -0.00072649     -0.00033547
2
Step =    165  Time =    1364.26536100
H      -0.09978156      0.00067001      0.00030939
H       0.09978156     -0.00067001     -0.00030939
2
Step =    166  Time =    1372.53363592
H      -0.08664217      0.00058178      0.00026865
H       0.08664217     -0.00058178     -0.00026865
2
Step =    167  Time =    1380.80191083
H      -0.07031964      0.00047218      0.00021804
H       0.07031964     -0.00047218     -0.00021804
2
Step =    168  Time =    1389.07018575
H      -0.05243510      0.00035209      0.00016259
H       0.05243510     -0.00035209     -0.00016259
2
Step =    169  Time =    1397.33846066
H      -0.03439645      0.00023097      0.00010665
H       0.03439645     -0.00023097     -0.00010665
2
Step =    170  Time =    1405.60673558
H      -0.01724748      0.00011582      0.00005348
H       0.01724748     -0.00011582     -0.00005348
2
Step =    171  Time =    1413.87501049
H      -0.00164571      0.00001105      0.00000510
H       0.00164571     -0.00001105     -0.00000510
2
Step =    172  Time =    1422.14328541
H       0.01207833     -0.00008110     -0.00003745
H      -0.01207833      0.00008110      0.00003745
2
Step =    173  Time =    1430.41156032
H       0.02382735     -0.00015999     -0.00007388
H      -0.02382735      0.00015999      0.00007388
2
Step =    174  Time =    1438.67983524
H       0.03363874     -0.00022588     -0.00010430
H      -0.03363874      0.00022588      0.00010430
2
Step =    175  Time =    1446.94811015
H       0.04160007     -0.00027934     -0.00012899
H      -0.04160007      0.00027934      0.00012899
2
Step =    176  Time =    1455.21638507
H       0.04783598     -0.00032121     -0.00014832
H      -0.04783598      0.00032121      0.00014832
2
Step =    177  Time =    1463.48465998
H       0.05266207     -0.00035361     -0.00016329
H      -0.05266207      0.00035361      0.00016329
2
Step =    178  Time =    1471.75293490
H       0.05659657     -0.00038003     -0.00017549
H      -0.05659657      0.00038003      0.00017549
2
Step =    179  Time =    1480.02120981
H       0.05985813     -0.00040193     -0.00018560
H      -0.05985813      0.00040193      0.00018560
2
Step =    180  Time =    1488.28948473
H       0.06232952     -0.00041853     -0.00019326
H      -0.06232952      0.00041853      0.00019326
2
Step =    181  Time =    1496.55775964
H       0.06394111     -0.00042935     -0.00019826
H      -0.06394111      0.00042935      0.00019826
2
Step =    182  Time =    1504.82603456
H       0.06471703     -0.00043456     -0.00020067
H      -0.06471703      0.00043456      0.00020067
2
Step =    183  Time =    1513.09430947
H       0.06468883     -0.00043437     -0.00020058
H      -0.06468883      0.00043437      0.00020058
2
Step =    184  Time =    1521.36258439
H       0.06385454     -0.00042877     -0.00019799
H      -0.06385454      0.00042877      0.00019799
2
Step =    185  Time =    1529.63085930
H       0.06218203     -0.00041754     -0.00019281
H      -0.06218203      0.00041754      0.00019281
2
Step =    186  Time =    1537.89913422
H       0.05965049     -0.00040054     -0.00018496
H      -0.05965049      0.00040054      0.00018496
2
Step =    187  Time =    1546.16740913
H       0.05633846     -0.00037830     -0.00017469
H      -0.05633846      0.00037830      0.00017469
2
Step =    188  Time =    1554.43568405
H       0.05235389     -0.00035154     -0.00016233
H      -0.05235389      0.00035154      0.00016233
2
Step =    189  Time =    1562.70395897
H       0.04744440     -0.00031858     -0.00014711
H      -0.04744440      0.00031858      0.00014711
2
Step =    190  Time =    1570.97223388
H       0.04109259     -0.00027593     -0.00012741
H      -0.04109259      0.00027593      0.00012741
2
Step =    191  Time =    1579.24050880
H       0.03300286     -0.00022161     -0.00010233
H      -0.03300286      0.00022161      0.00010233
2
Step =    192  Time =    1587.50878371
H       0.02305626     -0.00015482     -0.00007149
H      -0.02305626      0.00015482      0.00007149
2
Step =    193  Time =    1595.77705863
H       0.01116689     -0.00007498     -0.00003462
H      -0.01116689      0.00007498      0.00003462
2
Step =    194  Time =    1604.04533354
H      -0.00269616      0.00001811      0.00000836
H       0.00269616     -0.00001811     -0.00000836
2
Step =    195  Time =    1612.31360846
H      -0.01842232      0.00012370      0.00005712
H       0.01842232     -0.00012370     -0.00005712
2
Step =    196  Time =    1620.58188337
H      -0.03566068      0.00023945      0.00011057
H       0.03566068     -0.00023945     -0.00011057
2
Step =    197  Time =    1628.85015829
H      -0.05372755      0.00036077      0.00016659
H       0.05372755     -0.00036077     -0.00016659
2
Step =    198  Time =    1637.11843320
H      -0.07155119      0.00048045      0.00022186
H       0.07155119     -0.00048045     -0.00022186
2
Step =    199  Time =    1645.38670812
H      -0.08770184      0.00058889      0.00027193
H       0.08770184     -0.00058889     -0.00027193
2
Step =    200  Time =    1653.65498303
H      -0.10055277      0.00067518      0.00031178
H       0.10055277     -0.00067518     -0.00031178
2
Step =    201  Time =    1661.92325795
H      -0.10857829      0.00072907      0.00033666
H       0.10857829     -0.00072907     -0.00033666
2
Step =    202  Time =    1670.19153286
H      -0.11071955      0.00074345      0.00034330
H       0.11071955     -0.00074345     -0.00034330
2
Step =    203  Time =    1678.45980778
H      -0.10668012      0.00071633      0.00033078
H       0.10668012     -0.00071633     -0.00033078
2
Step =    204  Time =    1686.72808269
H      -0.09701430      0.00065142      0.00030081
H       0.09701430     -0.00065142     -0.00030081
2
Step =    205  Time =    1694.99635761
H      -0.08296389      0.00055708      0.00025724
H       0.08296389     -0.00055708     -0.00025724
2
Step =    206  Time =    1703.26463252
H      -0.06612422      0.00044401      0.00020503
H       0.06612422     -0.00044401     -0.00020503
2
Step =    207  Time =    1711.53290744
H      -0.04808694      0.00032289      0.00014910
H       0.04808694     -0.00032289     -0.00014910
2
Step =    208  Time =    1719.80118235
H      -0.03018111      0.00020266      0.00009358
H       0.03018111     -0.00020266     -0.00009358
2
Step =    209  Time =    1728.06945727
H      -0.01335618      0.00008969      0.00004141
H       0.01335618     -0.00008969     -0.00004141
2
Step =    210  Time =    1736.33773218
H       0.00181594     -0.00001219     -0.00000563
H      -0.00181594      0.00001219      0.00000563
2
Step =    211  Time =    1744.60600710
H       0.01506958     -0.00010119     -0.00004673
H      -0.01506958      0.00010119      0.00004673
2
Step =    212  Time =    1752.87428201
H       0.02634847     -0.00017692     -0.00008170
H      -0.02634847      0.00017692      0.00008170
2
Step =    213  Time =    1761.14255693
H       0.03570857     -0.00023977     -0.00011072
H      -0.03570857      0.00023977      0.00011072
2
Step =    214  Time =    1769.41083184
H       0.04324236     -0.00029036     -0.00013408
H      -0.04324236      0.00029036      0.00013408
2
Step =    215  Time =    1777.67910676
H       0.04910045     -0.00032970     -0.00015224
H      -0.04910045      0.00032970      0.00015224
2
Step =    216  Time =    1785.94738167
H       0.05366766     -0.00036036     -0.00016641
H      -0.05366766      0.00036036      0.00016641
2
Step =    217  Time =    1794.21565659
H       0.05744062     -0.00038570     -0.00017810
H      -0.05744062      0.00038570      0.00017810
2
Step =    218  Time =    1802.48393150
H       0.06052636     -0.00040642     -0.00018767
H      -0.06052636      0.00040642      0.00018767
2
Step =    219  Time =    1810.75220642
H       0.06279333     -0.00042164     -0.00019470
H      -0.06279333      0.00042164      0.00019470
2
Step =    220  Time =    1819.02048134
H       0.06420130     -0.00043109     -0.00019907
H      -0.06420130      0.00043109      0.00019907
2
Step =    221  Time =    1827.28875625
H       0.06478286     -0.00043500     -0.00020087
H      -0.06478286      0.00043500      0.00020087
2
Step =    222  Time =    1835.55703117
H       0.06456323     -0.00043352     -0.00020019
H      -0.06456323      0.00043352      0.00020019
2
Step =    223  Time =    1843.82530608
H       0.06353219     -0.00042660     -0.00019699
H      -0.06353219      0.00042660      0.00019699
2
Step =    224  Time =    1852.09358100
H       0.06165380     -0.00041399     -0.00019117
H      -0.06165380      0.00041399      0.00019117
2
Step =    225  Time =    1860.36185591
H       0.05892326     -0.00039565     -0.00018270
H      -0.05892326      0.00039565      0.00018270
2
Step =    226  Time =    1868.63013083
H       0.05544692     -0.00037231     -0.00017192
H      -0.05544692      0.00037231      0.00017192
2
Step =    227  Time =    1876.89840574
H       0.05128310     -0.00034435     -0.00015901
