    Step            Time                Epot                Ekin                Etot
      99    818.55921660     -1.174514553146      0.004756487182     -1.169758065965
     100    826.82749152     -1.173207550908      0.003454088149     -1.169753462759
     101    835.09576643     -1.172035754663      0.002285950562     -1.169749804101
     102    843.36404135     -1.171058951616      0.001312376874     -1.169746574742
     103    851.63231626     -1.170328264029      0.000584109169     -1.169744154860
     104    859.90059118     -1.169881989943      0.000139255132     -1.169742734811
     105    868.16886609     -1.169742815696      0.000000510865     -1.169742304831
     106    876.43714101     -1.169917647918      0.000174801900     -1.169742846019
     107    884.70541592     -1.170397796478      0.000653415425     -1.169744381052
     108    892.97369084     -1.171158761124      0.001411852049     -1.169746909075
     109    901.24196575     -1.172160568911      0.002410365373     -1.169750203537
     110    909.51024067     -1.173350959248      0.003597045185     -1.169753914063
     111    917.77851558     -1.174669091294      0.004910379590     -1.169758711704
     112    926.04679050     -1.176038765573      0.006273197886     -1.169765567687
     113    934.31506541     -1.177358503501      0.007584545637     -1.169773957864
     114    942.58334033     -1.178506303995      0.008723236707     -1.169783067289
     115    950.85161524     -1.179351328862      0.009559152208     -1.169792176654
     116    959.11989016     -1.179766655522      0.009966428734     -1.169800226788
     117    967.38816507     -1.179646861283      0.009841208058     -1.169805653225
     118    975.65643999     -1.178932395678      0.009125877750     -1.169806517928
     119    983.92471490     -1.177638386339      0.007837417936     -1.169800968403
     120    992.19298982     -1.175880616488      0.006092550095     -1.169788066393
     121   1000.46126473     -1.173886263999      0.004117461650     -1.169768802349
     122   1008.72953965     -1.171974843037      0.002228081082     -1.169746761955
     123   1016.99781456     -1.170500715258      0.000773029177     -1.169727686081
     124   1025.26608948     -1.169765128476      0.000047589231     -1.169717539245
     125   1033.53436440     -1.169926835943      0.000207031288     -1.169719804655
     126   1041.80263931     -1.170950471885      0.001216784507     -1.169733687378
     127   1050.07091423     -1.172618302682      0.002863766355     -1.169754536327
     128   1058.33918914     -1.174599357819      0.004823190897     -1.169776166923
     129   1066.60746406     -1.176542693453      0.006749239529     -1.169793453923
     130   1074.87573897     -1.178156872163      0.008353121192     -1.169803750971
     131   1083.14401389     -1.179253720211      0.009446861745     -1.169806858466
     132   1091.41228880     -1.179755340591      0.009951188976     -1.169804151615
     133   1099.68056372     -1.179676318671      0.009878729092     -1.169797589579
     134   1107.94883863     -1.179095574922      0.009306562880     -1.169789012042
     135   1116.21711355     -1.178128568666      0.008348763042     -1.169779805624
     136   1124.48538846     -1.176905281931      0.007134409138     -1.169770872793
     137   1132.75366338     -1.175554778620      0.005791861233     -1.169762917387
     138   1141.02193829     -1.174193082437      0.004436284403     -1.169756798034
     139   1149.29021321     -1.172912464858      0.003159921300     -1.169752543558
     140   1157.55848812     -1.171782185635      0.002033209099     -1.169748976536
     141   1165.82676304     -1.170860020300      0.001114115442     -1.169745904858
     142   1174.09503795     -1.170194471558      0.000450752807     -1.169743718751
     143   1182.36331287     -1.169820215255      0.000077676403     -1.169742538852
     144   1190.63158778     -1.169756135175      0.000013793774     -1.169742341401
     145   1198.89986270     -1.170005404319      0.000262287133     -1.169743117186
     146   1207.16813761     -1.170555577195      0.000810683049     -1.169744894146
     147   1215.43641253     -1.171378354026      0.001630714531     -1.169747639495
     148   1223.70468744     -1.172430389980      0.002679339179     -1.169751050800
     149   1231.97296236     -1.173657241367      0.003902337459     -1.169754903909
     150   1240.24123727     -1.174995516208      0.005235357056     -1.169760159151
     151   1248.50951219     -1.176363432271      0.006595965246     -1.169767467025
     152   1256.77778710     -1.177653659023      0.007877566178     -1.169776092844
     153   1265.04606202     -1.178741004186      0.008955729640     -1.169785274546
     154   1273.31433693     -1.179494294732      0.009700049210     -1.169794245522
     155   1281.58261185     -1.179789897851      0.009988069280     -1.169801828570
     156   1289.85088676     -1.179530910295      0.009724563253     -1.169806347041
     157   1298.11916168     -1.178672974999      0.008867147611     -1.169805827388
     158   1306.38743660     -1.177253274259      0.007454726225     -1.169798548034
     159   1314.65571151     -1.175414156384      0.005630214955     -1.169783941429
     160   1322.92398643     -1.173408018198      0.003644430877     -1.169763587321
     161   1331.19226134     -1.171569382585      0.001827699475     -1.169741683110
     162   1339.46053626     -1.170248583036      0.000524333283     -1.169724249753
     163   1347.72881117     -1.169720123490      0.000003222440     -1.169716901050
     164   1355.99708609     -1.170098846647      0.000376657897     -1.169722188751
     165   1364.26536100     -1.171302165489      0.001563899222     -1.169738266267
     166   1372.53363592     -1.173077376163      0.003317513291     -1.169759862872
     167   1380.80191083     -1.175080199801      0.005299360706     -1.169780839095
     168   1389.07018575     -1.176967843273      0.007171250438     -1.169796592835
     169   1397.33846066     -1.178471095124      0.008665984009     -1.169805111115
     170   1405.60673558     -1.179428710983      0.009622045829     -1.169806665154
     171   1413.87501049     -1.179787156137      0.009984302905     -1.169802853233
     172   1422.14328541     -1.179579096263      0.009783440771     -1.169795655492
     173   1430.41156032     -1.178894560196      0.009107739211     -1.169786820985
     174   1438.67983524     -1.177854220335      0.008076607491     -1.169777612845
     175   1446.94811015     -1.176589039362      0.006820192996     -1.169768846366
     176   1455.21638507     -1.175226043622      0.005464792013     -1.169761251609
     177   1463.48465998     -1.173876368803      0.004120722433     -1.169755646370
     178   1471.75293490     -1.172626027769      0.002874372454     -1.169751655315
     179   1480.02120981     -1.171540570668      0.001792395287     -1.169748175382
     180   1488.28948473     -1.170675847077      0.000930559540     -1.169745287536
     181   1496.55775964     -1.170077429644      0.000334088842     -1.169743340802
     182   1504.82603456     -1.169776270643      0.000033871642     -1.169742399001
     183   1513.09430947     -1.169787465765      0.000045032570     -1.169742433195
     184   1521.36258439     -1.170110462016      0.000367016732     -1.169743445283
     185   1529.63085930     -1.170729038111      0.000983574585     -1.169745463526
     186   1537.89913422     -1.171611126749      0.001862718310     -1.169748408439
     187   1546.16740913     -1.172710252929      0.002958338083     -1.169751914846
     188   1554.43568405     -1.173969991107      0.004214015815     -1.169755975292
     189   1562.70395897     -1.175323770080      0.005562037870     -1.169761732211
     190   1570.97223388     -1.176683735145      0.006914295493     -1.169769439651
     191   1579.24050880     -1.177937229300      0.008158970130     -1.169778259170
     192   1587.50878371     -1.178956550166      0.009169078889     -1.169787471277
     193   1595.77705863     -1.179610940589      0.009814703803     -1.169796236787
     194   1604.04533354     -1.179781152164      0.009977896272     -1.169803255892
     195   1612.31360846     -1.179380294277      0.009573543333     -1.169806750943
     196   1620.58188337     -1.178380901782      0.008576157641     -1.169804744141
     197   1628.85015829     -1.176843627189      0.007047929597     -1.169795697592
     198   1637.11843320     -1.174937732806      0.005158258614     -1.169779474191
     199   1645.38670812     -1.172939268223      0.003180994499     -1.169758273723
     200   1653.65498303     -1.171193911276      0.001457050164     -1.169736861113
     201   1661.92325795     -1.170042561689      0.000321156819     -1.169721404870
     202   1670.19153286     -1.169727990380      0.000010983219     -1.169717007161
     203   1678.45980778     -1.170318871206      0.000593664646     -1.169725206560
     204   1686.72808269     -1.171687028529      0.001943864115     -1.169743164414
     205   1694.99635761     -1.173549466680      0.003784321127     -1.169765145552
     206   1703.26463252     -1.175554097615      0.005768898388     -1.169785199227
     207   1711.53290744     -1.177370482174      0.007571175873     -1.169799306301
     208   1719.80118235     -1.178753583413      0.008947517373     -1.169806066039
     209   1728.06945727     -1.179569005467      0.009762842918     -1.169806162549
     210   1736.33773218     -1.179786279190      0.009984917517     -1.169801361672
     211   1744.60600710     -1.179454457059      0.009660827617     -1.169793629443
     212   1752.87428201     -1.178673128113      0.008888517950     -1.169784610162
     213   1761.14255693     -1.177567013457      0.007791568155     -1.169775445302
     214   1769.41083184     -1.176267262617      0.006500378055     -1.169766884562
     215   1777.67910676     -1.174898190711      0.005138485131     -1.169759705580
     216   1785.94738167     -1.173565436268      0.003810844193     -1.169754592075
     217   1794.21565659     -1.172349059342      0.002598272419     -1.169750786924
     218   1802.48393150     -1.171311636155      0.001564228589     -1.169747407566
     219   1810.75220642     -1.170506987384      0.000762262222     -1.169744725162
     220   1819.02048134     -1.169977477888      0.000234457756     -1.169743020132
     221   1827.28875625     -1.169750279565      0.000007965272     -1.169742314293
     222   1835.55703117     -1.169836719234      0.000094138441     -1.169742580793
     223   1843.82530608     -1.170232514653      0.000488682765     -1.169743831888
     224   1852.09358100     -1.170917652389      0.001171564170     -1.169746088219
     225   1860.36185591     -1.171856366556      0.002107156986     -1.169749209570
     226   1868.63013083     -1.172999342291      0.003246540085     -1.169752802206
     227   1876.89840574     -1.174288224485      0.004531073234     -1.169757151251
     228   1885.16668066     -1.175652495127      0.005889072239     -1.169763422888
     229   1893.43495557     -1.176998004265      0.007226529666     -1.169771474599
     230   1901.70323049     -1.178207403067      0.008426953850     -1.169780449218
     231   1909.97150540     -1.179151150955      0.009361505737     -1.169789645218
     232   1918.23978032     -1.179699721068      0.009901590184     -1.169798130884
     233   1926.50805523     -1.179739443479      0.009934960386     -1.169804483093
     234   1934.77633015     -1.179195009821      0.009388171210     -1.169806838611
     235   1943.04460506     -1.178057533887      0.008254281780     -1.169803252107
     236   1951.31287998     -1.176412377964      0.006619952068     -1.169792425896
     237   1959.58115489     -1.174455678632      0.004680968475     -1.169774710157
     238   1967.84942981     -1.172485025480      0.002732084105     -1.169752941375
     239   1976.11770472     -1.170852908000      0.001120522509     -1.169732385492
     240   1984.38597964     -1.169885271841      0.000166060944     -1.169719210896
     241   1992.65425455     -1.169788627965      0.000070771620     -1.169717856345
     242   2000.92252947     -1.170584121248      0.000855323802     -1.169728797446
     243   2009.19080438     -1.172100500083      0.002352206102     -1.169748293981
     244   2017.45907930     -1.174029576545      0.004259267855     -1.169770308691
     245   2025.72735421     -1.176016801672      0.006227594829     -1.169789206844
     246   2033.99562913     -1.177747789799      0.007946199810     -1.169801589990
     247   2042.26390404     -1.179003086573      0.009196451320     -1.169806635253
     248   2050.53217896     -1.179674690150      0.009869310695     -1.169805379455
     249   2058.80045387     -1.179753738231      0.009954033710     -1.169799704521
     250   2067.06872879     -1.179303973829      0.009512441112     -1.169791532717
     251   2075.33700371     -1.178433078002      0.008650684396     -1.169782393606
     252   2083.60527862     -1.177268755091      0.007495442305     -1.169773312787
     253   2091.87355354     -1.175941606400      0.006176605325     -1.169765001075
     254   2100.14182845     -1.174572550917      0.004814263085     -1.169758287831
     255   2108.41010337     -1.173261250242      0.003507636792     -1.169753613450
     256   2116.67837828     -1.172082370711      0.002332434593     -1.169749936118
     257   2124.94665320     -1.171096086079      0.001349404604     -1.169746681475
     258   2133.21492811     -1.170353954749      0.000609734132     -1.169744220617
     259   2141.48320303     -1.169894908969      0.000152151606     -1.169742757363
     260   2149.75147794     -1.169742317054      0.000000031445     -1.169742285609
     261   2158.01975286     -1.169903755753      0.000160970804     -1.169742784949
     262   2166.28802777     -1.170371205852      0.000626929141     -1.169744276711
     263   2174.55630269     -1.171120849003      0.001374084650     -1.169746764354
     264   2182.82457760     -1.172113337364      0.002363302308     -1.169750035056
     265   2191.09285252     -1.173296830160      0.003543105073     -1.169753725087
     266   2199.36112743     -1.174610892478      0.004852444949     -1.169758447529
     267   2207.62940235     -1.175980256162      0.006215038422     -1.169765217739
     268   2215.89767726     -1.177304533854      0.007530972934     -1.169773560920
     269   2224.16595218     -1.178462368931      0.008679715671     -1.169782653260
     270   2232.43422709     -1.179323058409      0.009531277508     -1.169791780901
     271   2240.70250201     -1.179759198201      0.009959293187     -1.169799905014
     272   2248.97077692     -1.179663990201      0.009858508097     -1.169805482104
     273   2257.23905184     -1.178975340278      0.009168756896     -1.169806583381
     274   2265.50732675     -1.177704584928      0.007903246803     -1.169801338125
     275   2273.77560167     -1.175962811773      0.006174063717     -1.169788748056
     276   2282.04387658     -1.173972556107      0.004202853902     -1.169769702206
     277   2290.31215150     -1.172050277126      0.002302603463     -1.169747673663
     278   2298.58042641     -1.170550504157      0.000822163629     -1.169728340528
     279   2306.84870133     -1.169778723194      0.000061010312     -1.169717712882
     280   2315.11697624     -1.169901251324      0.000181821361     -1.169719429963
     281   2323.38525116     -1.170891284051      0.001158395077     -1.169732888974
     282   2331.65352608     -1.172537805702      0.002784240442     -1.169753565261
     283   2339.92180099     -1.174512813961      0.004737531653     -1.169775282308
     284   2348.19007591     -1.176464383366      0.006671554182     -1.169792829184
     285   2356.45835082     -1.178097342417      0.008293897408     -1.169803445009
     286   2364.72662574     -1.179218715768      0.009411875740     -1.169806840029
     287   2372.99490065     -1.179746120183      0.009941776805     -1.169804343378
     288   2381.26317557     -1.179690725243      0.009892818903     -1.169797906340
     289   2389.53145048     -1.179129292694      0.009339909686     -1.169789383008
     290   2397.79972540     -1.178176217553      0.008396035517     -1.169780182036
     291   2406.06800031     -1.176961217092      0.007189993725     -1.169771223367
     292   2414.33627523     -1.175613649625      0.005850440485     -1.169763209139
     293   2422.60455014     -1.174250344486      0.004493346771     -1.169756997716
     294   2430.87282506     -1.172964705075      0.003212018040     -1.169752687036
     295   2439.14109997     -1.171826740554      0.002077636000     -1.169749104554
     296   2447.40937489     -1.170894574444      0.001148571848     -1.169746002596
     297   2455.67764980     -1.170217202144      0.000473428062     -1.169743774082
     298   2463.94592472     -1.169829957378      0.000087406077     -1.169742551300
     299   2472.21419963     -1.169752404355      0.000010092098     -1.169742312256
     300   2480.48247455     -1.169988384265      0.000245338389     -1.169743045876
     301   2488.75074946     -1.170526125774      0.000781346288     -1.169744779486
     302   2497.01902438     -1.171338008310      0.001590521262     -1.169747487048
     303   2505.28729929     -1.172381274917      0.002630395637     -1.169750879281
     304   2513.55557421     -1.173601854794      0.003847152073     -1.169754702721
     305   2521.82384912     -1.174936853765      0.005176981881     -1.169759871883
     306   2530.09212404     -1.176305532771      0.006538430320     -1.169767102451
     307   2538.36039895     -1.177601575185      0.007825885906     -1.169775689279
     308   2546.62867387     -1.178700309798      0.008915448783     -1.169784861015
     309   2554.89694878     -1.179470569710      0.009676708183     -1.169793861527
     310   2563.16522370     -1.179788054823      0.009986519612     -1.169801535211
     311   2571.43349861     -1.179554227924      0.009748003117     -1.169806224808
     312   2579.70177353     -1.178721884997      0.008915924013     -1.169805960984
     313   2587.97004845     -1.177324148618      0.007525153674     -1.169798994944
     314   2596.23832336     -1.175498571889      0.005713883610     -1.169784688279
     315   2604.50659828     -1.173493133668      0.003728621133     -1.169764512536
     316   2612.77487319     -1.171639937155      0.001897379005     -1.169742558150
     317   2621.04314811     -1.170290430612      0.000565625451     -1.169724805161
     318   2629.31142302     -1.169724288042      0.000007345830     -1.169716942212
     319   2637.57969794     -1.170064410309      0.000342715495     -1.169721694814
     320   2645.84797285     -1.171236576450      0.001499175100     -1.169737401350
     321   2654.11624777     -1.172994017370      0.003235126384     -1.169758890985
     322   2662.38452268     -1.174994430786      0.005214425606     -1.169780005180
     323   2670.65279760     -1.176893239670      0.007097196620     -1.169796043050
     324   2678.92107251     -1.178417090940      0.008612211670     -1.169804879270
     325   2687.18934743     -1.179399909849      0.009593204974     -1.169806704875
     326   2695.45762234     -1.179783887036      0.009980804665     -1.169803082371
     327   2703.72589726     -1.179598573190      0.009802582305     -1.169795990885
     328   2711.99417217     -1.178932123260      0.009144926385     -1.169787196875
     329   2720.26244709     -1.177904364474      0.008126378902     -1.169777985572
     330   2728.53072200     -1.176646144402      0.006876957940     -1.169769186463
     331   2736.79899692     -1.175284903952      0.005523380952     -1.169761522999
     332   2745.06727183     -1.173932702088      0.004176875704     -1.169755826384
     333   2753.33554675     -1.172676658526      0.002924864285     -1.169751794241
     334   2761.60382166     -1.171582930521      0.001834632389     -1.169748298132
     335   2769.87209658     -1.170707715611      0.000962340006     -1.169745375605
     336   2778.14037149     -1.170097133192      0.000353747461     -1.169743385731
     337   2786.40864641     -1.169782807998      0.000040406566     -1.169742401432
     338   2794.67692132     -1.169780513040      0.000038118624     -1.169742394417
     339   2802.94519624     -1.170090361685      0.000346997399     -1.169743364287
     340   2811.21347115     -1.170696811672      0.000951472225     -1.169745339448
     341   2819.48174607     -1.171568466860      0.001820216696     -1.169748250164
     342   2827.75002098     -1.172659392843      0.002907652180     -1.169751740664
     343   2836.01829590     -1.173913510114      0.004157751799     -1.169755758315
     344   2844.28657082     -1.175264870690      0.005503447216     -1.169761423473
     345   2852.55484573     -1.176626732458      0.006857669059     -1.169769063400
     346   2860.82312065     -1.177887348293      0.008109497158     -1.169777851135
     347   2869.09139556     -1.178919415816      0.009132354734     -1.169787061082
     348   2877.35967048     -1.179592045280      0.009796176598     -1.169795868682
     349   2885.62794539     -1.179785117510      0.009982121252     -1.169802996258
     350   2893.89622031     -1.179409834213      0.009603150969     -1.169806683245
     351   2902.16449522     -1.178435578619      0.008630628561     -1.169804950057
     352   2910.43277014     -1.176918701003      0.007122479179     -1.169796221824
     353   2918.70104505     -1.175023632545      0.005243352529     -1.169780280016
     354   2926.96931997     -1.173022324648      0.003263112994     -1.169759211654
     355   2935.23759488     -1.171258763138      0.001521078913     -1.169737684225
     356   2943.50586980     -1.170075943182      0.000354092884     -1.169721850298
     357   2951.77414471     -1.169722670233      0.000005754989     -1.169716915243
     358   2960.04241963     -1.170276017448      0.000551413645     -1.169724603803
     359   2968.31069454     -1.171615817056      0.001873567798     -1.169742249258
     360   2976.57896946     -1.173464135565      0.003699947750     -1.169764187815
     361   2984.84724437     -1.175469884071      0.005685459055     -1.169784425016
     362   2993.11551929     -1.177300121960      0.007501288102     -1.169798833858
     363   3001.38379420     -1.178705361484      0.008899455393     -1.169805906091
     364   3009.65206912     -1.179546419309      0.009740163075     -1.169806256234
     365   3017.92034403     -1.179788796771      0.009987172742     -1.169801624029
     366   3026.18861895     -1.179478735466      0.009684755090     -1.169793980376
     367   3034.45689386     -1.178714222163      0.008929232962     -1.169784989201
     368   3042.72516878     -1.177619333975      0.007843520507     -1.169775813467
     369   3050.99344369     -1.176325242706      0.006558029902     -1.169767212803
     370   3059.26171861     -1.174956799431      0.005196844042     -1.169759955389
     371   3067.52999352     -1.173620667677      0.003865910847     -1.169754756830
     372   3075.79826844     -1.172397939575      0.002647016263     -1.169750923312
     373   3084.06654335     -1.171351676511      0.001604152150     -1.169747524361
     374   3092.33481827     -1.170536077041      0.000791273245     -1.169744803796
     375   3100.60309319     -1.169994099067      0.000251043670     -1.169743055398
     376   3108.87136810     -1.169753594404      0.000011286976     -1.169742307428
     377   3117.13964302     -1.169826563729      0.000084031416     -1.169742532314
     378   3125.40791793     -1.170209393256      0.000465652778     -1.169743740478
     379   3133.67619285     -1.170882750359      0.001136795829     -1.169745954531
     380   3141.94446776     -1.171811524773      0.002062478592     -1.169749046181
     381   3150.21274268     -1.172946887547      0.003194264331     -1.169752623216
     382   3158.48101759     -1.174230833863      0.004473919647     -1.169756914216
     383   3166.74929251     -1.175593612482      0.005830518443     -1.169763094039
     384   3175.01756742     -1.176942205113      0.007171117036     -1.169771088076
     385   3183.28584234     -1.178160053960      0.008380016287     -1.169780037673
     386   3191.55411725     -1.179117898260      0.009328658017     -1.169789240243
     387   3199.82239217     -1.179685927240      0.009888145370     -1.169797781870
     388   3208.09066708     -1.179749378858      0.009945117441     -1.169804261416
     389   3216.35894200     -1.179230750698      0.009423921055     -1.169806829644
     390   3224.62721691     -1.178117704723      0.008314172271     -1.169803532452
     391   3232.89549183     -1.176491093778      0.006698068961     -1.169793024817
     392   3241.16376674     -1.174542261008      0.004766695387     -1.169775565621
     393   3249.43204166     -1.172565117129      0.002811240374     -1.169753876754
     394   3257.70031657     -1.170911271356      0.001178131063     -1.169733140294
     395   3265.96859149     -1.169909756795      0.000190220730     -1.169719536065
     396   3274.23686640     -1.169773890305      0.000056258058     -1.169717632247
     397   3282.50514132     -1.170533391820      0.000805294740     -1.169728097081
     398   3290.77341623     -1.172024506123      0.002277162140     -1.169747343984
     399   3299.04169115     -1.173943169261      0.004173791513     -1.169769377749
     400   3307.30996606     -1.175934889503      0.006146391023     -1.169788498480
     401   3315.57824098     -1.177682155650      0.007880960968     -1.169801194682
     402   3323.84651589     -1.178960848711      0.009154305747     -1.169806542964
     403   3332.11479081     -1.179658285794      0.009852764381     -1.169805521413
     404   3340.38306572     -1.179761846130      0.009961851390     -1.169799994740
     405   3348.65134064     -1.179332764612      0.009540869610     -1.169791895002
     406   3356.91961555     -1.178477376643      0.008694603759     -1.169782772885
     407   3365.18789047     -1.177322926301      0.007549252166     -1.169773674135
     408   3373.45616539     -1.176000165339      0.006234850957     -1.169765314382
     409   3381.72444030     -1.174630672361      0.004872157861     -1.169758514500
     410   3389.99271522     -1.173315207304      0.003561440832     -1.169753766472
     411   3398.26099013     -1.172129352655      0.002379283248     -1.169750069407
     412   3406.52926505     -1.171133680122      0.001386889738     -1.169746790384
     413   3414.79753996     -1.170380174547      0.000635885660     -1.169744288886
     414   3423.06581488     -1.169908397207      0.000165614833     -1.169742782374
     415   3431.33408979     -1.169742398550      0.000000129757     -1.169742268793
     416   3439.60236471     -1.169890426065      0.000147699744     -1.169742726321
     417   3447.87063962     -1.170345131110      0.000600956267     -1.169744174843
     418   3456.13891454     -1.171083377451      0.001336755719     -1.169746621732
     419   3464.40718945     -1.172066448033      0.002316580270     -1.169749867763
     420   3472.67546437     -1.173242931642      0.003489393192     -1.169753538450
     421   3480.94373928     -1.174552787163      0.004794599097     -1.169758188066
     422   3489.21201420     -1.175921654534      0.006156783303     -1.169764871231
     423   3497.48028911     -1.177250247930      0.007477082062     -1.169773165869
     424   3505.74856403     -1.178417877641      0.008635637747     -1.169782239894
     425   3514.01683894     -1.179293998308      0.009502614379     -1.169791383929
