# time  poten(istate=0)  kinen  toten
1616.4475670000  -39.9874024700  0.0946238372  -39.8927786328
1620.5817040000  -39.9871426700  0.0943629674  -39.8927797026
1624.7158410000  -39.9868436900  0.0940633798  -39.8927803102
1628.8499780000  -39.9864956800  0.0937154590  -39.8927802210
1632.9841150000  -39.9860977400  0.0933183721  -39.8927793679
1637.1182520000  -39.9856591300  0.0928815795  -39.8927775505
1641.2523890000  -39.9851997000  0.0924246303  -39.8927750697
1645.3865260000  -39.9847464100  0.0919736277  -39.8927727823
1649.5206630000  -39.9843240600  0.0915526202  -39.8927714398
1653.6548000000  -39.9839449900  0.0911721025  -39.8927728875
1657.7889370000  -39.9835983100  0.0908231887  -39.8927751213
1661.9230740000  -39.9832602800  0.0904824128  -39.8927778672
1666.0572110000  -39.9829015200  0.0901213584  -39.8927801616
1670.1913480000  -39.9824975000  0.0897158112  -39.8927816888
1674.3254850000  -39.9820315100  0.0892489883  -39.8927825217
1678.4596220000  -39.9814944700  0.0887115830  -39.8927828870
1682.5937590000  -39.9808834100  0.0881004949  -39.8927829151
1686.7278960000  -39.9801998500  0.0874171078  -39.8927827422
1690.8620330000  -39.9794483900  0.0866659595  -39.8927824305
1694.9961700000  -39.9786357600  0.0858538421  -39.8927819179
1699.1303070000  -39.9777700900  0.0849888345  -39.8927812555
1703.2644440000  -39.9768603400  0.0840797973  -39.8927805427
1707.3985810000  -39.9759160200  0.0831362110  -39.8927798090
1711.5327180000  -39.9749468700  0.0821677997  -39.8927790703
1715.6668550000  -39.9739624300  0.0811843453  -39.8927780847
1719.8009920000  -39.9729730800  0.0801955651  -39.8927775149
1723.9351290000  -39.9719875400  0.0792108925  -39.8927766475
1728.0692660000  -39.9710151700  0.0782394155  -39.8927757545
1732.2034030000  -39.9700647600  0.0772899093  -39.8927748507
1736.3375400000  -39.9691447600  0.0763706581  -39.8927741019
1740.4716770000  -39.9682626900  0.0754894781  -39.8927732119
1744.6058140000  -39.9674261200  0.0746536587  -39.8927724613
1748.7399510000  -39.9666414500  0.0738696688  -39.8927717812
1752.8740880000  -39.9659151000  0.0731435830  -39.8927715170
1757.0082250000  -39.9652523600  0.0724812930  -39.8927710670
1761.1423620000  -39.9646592900  0.0718888065  -39.8927704835
1765.2764990000  -39.9641435800  0.0713737687  -39.8927698113
1769.4106360000  -39.9637156400  0.0709470955  -39.8927685445
1773.5447730000  -39.9633904800  0.0706239691  -39.8927665109
1777.6789100000  -39.9631875800  0.0704225999  -39.8927649801
1781.8130470000  -39.9631249200  0.0703611032  -39.8927638168
1785.9471840000  -39.9632177100  0.0704545621  -39.8927631479
1790.0813210000  -39.9634766000  0.0707137914  -39.8927628086
1794.2154580000  -39.9639085100  0.0711460440  -39.8927624660
1798.3495950000  -39.9645185000  0.0717560365  -39.8927624635
1802.4837320000  -39.9653093800  0.0725472975  -39.8927620825
