# time  poten(istate=1)  kinen  toten
0.0000000000  -39.8932549600  0.0394895394  -39.8537654206
4.1341370000  -39.8942510700  0.0404868310  -39.8537642390
8.2682740000  -39.8951941100  0.0414297544  -39.8537643556
12.4024110000  -39.8960873000  0.0423235092  -39.8537637908
16.5365480000  -39.8969386400  0.0431757211  -39.8537629189
20.6706850000  -39.8977571400  0.0439950715  -39.8537620685
24.8048220000  -39.8985512600  0.0447899139  -39.8537613461
28.9389590000  -39.8993274300  0.0455666080  -39.8537608220
33.0730960000  -39.9000888800  0.0463283778  -39.8537605022
37.2072330000  -39.9008352900  0.0470750426  -39.8537602474
41.3413700000  -39.9015636700  0.0478035694  -39.8537601006
45.4755070000  -39.9022691700  0.0485089909  -39.8537601791
49.6096440000  -39.9029463300  0.0491860592  -39.8537602708
53.7437810000  -39.9035899600  0.0498302577  -39.8537597023
57.8779180000  -39.9041964000  0.0504377877  -39.8537586123
62.0120550000  -39.9047650400  0.0510059354  -39.8537591046
66.1461920000  -39.9052926600  0.0515330397  -39.8537596203
70.2803290000  -39.9057785200  0.0520182638  -39.8537602562
74.4144660000  -39.9062220900  0.0524615034  -39.8537605866
78.5486030000  -39.9066236300  0.0528630486  -39.8537605814
82.6827400000  -39.9069839400  0.0532236156  -39.8537603244
86.8168770000  -39.9073039400  0.0535438895  -39.8537600505
90.9510140000  -39.9075843100  0.0538244925  -39.8537598175
95.0851510000  -39.9078258800  0.0540663006  -39.8537595794
99.2192880000  -39.9080273900  0.0542703762  -39.8537570138
103.3534250000  -39.9081938000  0.0544373667  -39.8537564333
107.4875620000  -39.9083240400  0.0545678866  -39.8537561534
111.6216990000  -39.9084187100  0.0546628545  -39.8537558555
115.7558360000  -39.9084788600  0.0547230714  -39.8537557886
119.8899730000  -39.9085051200  0.0547494663  -39.8537556537
124.0241100000  -39.9084986400  0.0547430287  -39.8537556113
128.1582470000  -39.9084604200  0.0547048458  -39.8537555742
132.2923840000  -39.9083930100  0.0546359990  -39.8537570110
136.4265210000  -39.9082948800  0.0545378597  -39.8537570203
140.5606580000  -39.9081689600  0.0544120742  -39.8537568858
144.6947950000  -39.9080170100  0.0542602930  -39.8537567170
148.8289320000  -39.9078408200  0.0540843240  -39.8537564960
152.9630690000  -39.9076425700  0.0538860924  -39.8537564776
157.0972060000  -39.9074239700  0.0536676883  -39.8537562817
161.2313430000  -39.9071871600  0.0534312923  -39.8537558677
165.3654800000  -39.9069344700  0.0531789609  -39.8537555091
169.4996170000  -39.9066677700  0.0529129297  -39.8537548403
173.6337540000  -39.9063901400  0.0526355662  -39.8537545738
177.7678910000  -39.9061032100  0.0523491858  -39.8537540242
181.9020280000  -39.9058100600  0.0520559466  -39.8537541134
186.0361650000  -39.9055116400  0.0517576090  -39.8537540310
190.1703020000  -39.9052099700  0.0514559506  -39.8537540194
194.3044390000  -39.9049068100  0.0511526256  -39.8537541844
198.4385760000  -39.9046037400  0.0508487709  -39.8537549691
202.5727130000  -39.9042997800  0.0505452468  -39.8537545332
206.7068500000  -39.9039979300  0.0502423154  -39.8537556146
210.8409870000  -39.9036949500  0.0499395238  -39.8537554262
