# t_fs P_donor rate_au
3.839816261000412396e+02 0.000000000000000000e+00 2.071644943697124006e+02
3.849815782513434783e+02 0.000000000000000000e+00 1.860410761957873831e+02
3.859815304026456602e+02 0.000000000000000000e+00 1.728839120632772790e+02
3.869814825539477852e+02 0.000000000000000000e+00 1.783969790004166782e+02
3.879814347052500239e+02 0.000000000000000000e+00 2.033417670530445207e+02
3.889813868565522057e+02 0.000000000000000000e+00 2.287987732241413710e+02
3.899813390078543875e+02 0.000000000000000000e+00 2.333072743511228282e+02
3.909812911591565694e+02 0.000000000000000000e+00 2.167893479277578024e+02
3.919812433104588081e+02 0.000000000000000000e+00 1.976490415141070400e+02
3.929811954617609899e+02 0.000000000000000000e+00 1.895890969755130016e+02
3.939811476130631718e+02 0.000000000000000000e+00 1.923840230640544746e+02
3.949810997643653536e+02 0.000000000000000000e+00 2.030607741277945308e+02
3.959810519156675355e+02 0.000000000000000000e+00 2.211063024114656912e+02
3.969810040669697173e+02 0.000000000000000000e+00 2.385496537424597534e+02
3.979809562182718992e+02 0.000000000000000000e+00 2.386766325129161999e+02
3.989809083695740810e+02 0.000000000000000000e+00 2.147820309277933291e+02
3.999808605208762629e+02 0.000000000000000000e+00 1.832026342268901828e+02
4.009808126721784447e+02 0.000000000000000000e+00 1.687580799625575310e+02
4.019807648234807402e+02 0.000000000000000000e+00 1.807294532366867941e+02
4.029807169747829221e+02 0.000000000000000000e+00 2.096836997079644220e+02
4.039806691260851039e+02 0.000000000000000000e+00 2.417759062913110597e+02
4.049806212773872858e+02 0.000000000000000000e+00 2.651000955943471808e+02
4.059805734286894108e+02 0.000000000000000000e+00 2.662572921905213548e+02
4.069805255799915926e+02 0.000000000000000000e+00 2.365456791787578936e+02
4.079804777312937745e+02 0.000000000000000000e+00 1.867695500936211772e+02
4.089804298825960700e+02 0.000000000000000000e+00 1.470742955526910407e+02
4.099803820338982518e+02 0.000000000000000000e+00 1.444461802705689308e+02
4.109803341852004337e+02 0.000000000000000000e+00 1.810329015267847126e+02
4.119802863365026155e+02 0.000000000000000000e+00 2.369318627213071125e+02
4.129802384878047974e+02 0.000000000000000000e+00 2.863993449769164386e+02
4.139801906391069792e+02 0.000000000000000000e+00 3.067435146873165763e+02
4.149801427904091611e+02 0.000000000000000000e+00 2.838049582497856136e+02
4.159800949417113429e+02 0.000000000000000000e+00 2.224434448152706238e+02
4.169800470930135816e+02 0.000000000000000000e+00 1.516709489391683974e+02
4.179799992443157635e+02 0.000000000000000000e+00 1.117900110666309956e+02
4.189799513956179453e+02 0.000000000000000000e+00 1.279003276725787970e+02
4.199799035469201272e+02 0.000000000000000000e+00 1.926997906258566218e+02
4.209798556982223090e+02 0.000000000000000000e+00 2.746265761521474360e+02
4.219798078495244908e+02 0.000000000000000000e+00 3.351963005416977808e+02
4.229797600008266727e+02 0.000000000000000000e+00 3.430054245173858476e+02
4.239797121521288545e+02 0.000000000000000000e+00 2.894748965078583751e+02
4.249796643034310932e+02 0.000000000000000000e+00 1.973223384852193476e+02
4.259796164547332751e+02 0.000000000000000000e+00 1.120331388179809693e+02
4.269795686060354569e+02 0.000000000000000000e+00 7.979559529019407194e+01
4.279795207573376388e+02 0.000000000000000000e+00 1.203208094954341050e+02
4.289794729086398206e+02 0.000000000000000000e+00 2.151469683727736424e+02
4.299794250599420025e+02 0.000000000000000000e+00 3.202087622409827645e+02
4.309793772112441843e+02 0.000000000000000000e+00 3.839839726855649360e+02
4.319793293625464230e+02 0.000000000000000000e+00 3.703058791484972403e+02
4.329792815138486048e+02 0.000000000000000000e+00 2.822901457174353936e+02
4.339792336651507867e+02 0.000000000000000000e+00 1.627869491044446022e+02
4.349791858164529685e+02 0.000000000000000000e+00 7.067306367267518397e+01
4.359791379677551504e+02 0.000000000000000000e+00 5.388862907897106425e+01
4.369790901190573322e+02 0.000000000000000000e+00 1.236923982118960765e+02
4.379790422703595141e+02 0.000000000000000000e+00 2.490809310538926411e+02
4.389789944216616959e+02 0.000000000000000000e+00 3.725572405090606480e+02
4.399789465729639915e+02 0.000000000000000000e+00 4.302311702342941544e+02
4.409788987242661733e+02 0.000000000000000000e+00 3.863529967880178333e+02
4.419788508755683551e+02 0.000000000000000000e+00 2.626626843904891757e+02
4.429788030268705370e+02 0.000000000000000000e+00 1.215039730025531384e+02
4.439787551781726620e+02 0.000000000000000000e+00 3.084182460375926382e+01
4.449787073294748438e+02 0.000000000000000000e+00 3.650566847620110877e+01
4.459786594807770257e+02 0.000000000000000000e+00 1.387078174177761980e+02
4.469786116320792075e+02 0.000000000000000000e+00 2.930448290264238835e+02
4.479785637833815031e+02 0.000000000000000000e+00 4.281059731305323339e+02
4.489785159346836849e+02 0.000000000000000000e+00 4.693406667533726591e+02
4.499784680859858668e+02 0.000000000000000000e+00 3.890870085373346114e+02
4.509784202372880486e+02 0.000000000000000000e+00 2.315893598749006514e+02
4.519783723885902305e+02 0.000000000000000000e+00 7.587599891031663901e+01
4.529783245398924123e+02 0.000000000000000000e+00 -5.011948492526378196e+00
4.539782766911945942e+02 0.000000000000000000e+00 2.923937661044959668e+01
4.549782288424968328e+02 0.000000000000000000e+00 1.655209340274484759e+02
4.559781809937990147e+02 0.000000000000000000e+00 3.457672099775502375e+02
4.569781331451011965e+02 0.000000000000000000e+00 4.838426441114113459e+02
4.579780852964033784e+02 0.000000000000000000e+00 4.985617667053899140e+02
4.589780374477055602e+02 0.000000000000000000e+00 3.782166270966847037e+02
4.599779895990077421e+02 0.000000000000000000e+00 1.914096582057082685e+02
4.609779417503099239e+02 0.000000000000000000e+00 2.947928924277496421e+01
4.619778939016121058e+02 0.000000000000000000e+00 -3.347077335356119221e+01
4.629778460529143445e+02 0.000000000000000000e+00 3.394525142044200550e+01
4.639777982042165263e+02 0.000000000000000000e+00 2.042220439204076001e+02
4.649777503555187081e+02 0.000000000000000000e+00 4.049433864580738032e+02
4.659777025068208900e+02 0.000000000000000000e+00 5.356940129893863514e+02
4.669776546581230718e+02 0.000000000000000000e+00 5.148807720968013655e+02
4.679776068094252537e+02 0.000000000000000000e+00 3.541035895728306855e+02
4.689775589607274355e+02 0.000000000000000000e+00 1.444553175574942827e+02
4.699775111120296742e+02 0.000000000000000000e+00 -1.535411475574865037e+01
4.709774632633318561e+02 0.000000000000000000e+00 -5.310377459043301940e+01
4.719774154146340379e+02 0.000000000000000000e+00 5.067192992145533736e+01
4.729773675659362198e+02 0.000000000000000000e+00 2.529331529787383204e+02
4.739773197172384016e+02 0.000000000000000000e+00 4.670754342273945667e+02
4.749772718685405835e+02 0.000000000000000000e+00 5.797528486055541634e+02
4.759772240198427653e+02 0.000000000000000000e+00 5.168731254332402614e+02
4.769771761711449471e+02 0.000000000000000000e+00 3.184445333236534452e+02
4.779771283224472427e+02 0.000000000000000000e+00 9.394789729771892439e+01
4.789770804737494245e+02 0.000000000000000000e+00 -5.488414474450365788e+01
4.799770326250516064e+02 0.000000000000000000e+00 -6.103139425547670527e+01
4.809769847763537882e+02 0.000000000000000000e+00 8.041089969065708942e+01
4.819769369276559132e+02 0.000000000000000000e+00 3.109671073668606596e+02
4.829768890789580951e+02 0.000000000000000000e+00 5.293853565885669923e+02
4.839768412302602769e+02 0.000000000000000000e+00 6.126563441395963991e+02
4.849767933815624588e+02 0.000000000000000000e+00 5.040364214792626285e+02
4.859767455328647543e+02 0.000000000000000000e+00 2.736352430486413709e+02
4.869766976841669361e+02 0.000000000000000000e+00 4.277901206026551506e+01
4.879766498354691180e+02 0.000000000000000000e+00 -8.698198457315284315e+01
4.889766019867712998e+02 0.000000000000000000e+00 -5.682203571305028333e+01
4.899765541380734817e+02 0.000000000000000000e+00 1.214871029934030986e+02
4.909765062893756635e+02 0.000000000000000000e+00 3.745019288252206593e+02
4.919764584406778454e+02 0.000000000000000000e+00 5.866516538209642704e+02
4.929764105919800841e+02 0.000000000000000000e+00 6.315607523189938775e+02
4.939763627432822659e+02 0.000000000000000000e+00 4.774832915386519403e+02
4.949763148945844478e+02 0.000000000000000000e+00 2.224835017247092992e+02
4.959762670458866296e+02 0.000000000000000000e+00 -5.805529821182431327e+00
4.969762191971888114e+02 0.000000000000000000e+00 -1.087973215493865951e+02
4.979761713484909933e+02 0.000000000000000000e+00 -3.916481812934699747e+01
4.989761234997931751e+02 0.000000000000000000e+00 1.736415068029218389e+02
4.999760756510953570e+02 0.000000000000000000e+00 4.417541532421304851e+02
5.009760278023975957e+02 0.000000000000000000e+00 6.363332745401705779e+02
5.019759799536997775e+02 0.000000000000000000e+00 6.350610002048249498e+02
5.029759321050019594e+02 0.000000000000000000e+00 4.389663418688011234e+02
5.039758842563041412e+02 0.000000000000000000e+00 1.682502756839421352e+02
5.049758364076063231e+02 0.000000000000000000e+00 -4.879069757741203262e+01
5.059757885589085049e+02 0.000000000000000000e+00 -1.187221556131742375e+02
5.069757407102106868e+02 0.000000000000000000e+00 -8.698194810252905640e+00
5.079756928615128686e+02 0.000000000000000000e+00 2.338765566801986608e+02
5.089756450128151073e+02 0.000000000000000000e+00 5.077229563438664286e+02
5.099755971641172891e+02 0.000000000000000000e+00 6.732848983794920059e+02
5.109755493154194710e+02 0.000000000000000000e+00 6.226499019860652879e+02
5.119755014667216528e+02 0.000000000000000000e+00 3.912602150087864743e+02
5.129754536180238347e+02 0.000000000000000000e+00 1.139189341461713809e+02
5.139754057693260165e+02 0.000000000000000000e+00 -8.365278197382343706e+01
5.149753579206281984e+02 0.000000000000000000e+00 -1.153828254792242092e+02
5.159753100719304939e+02 0.000000000000000000e+00 3.395192550230380846e+01
5.169752622232326758e+02 0.000000000000000000e+00 3.003297147089772352e+02
5.179752143745348576e+02 0.000000000000000000e+00 5.693582184969876607e+02
5.189751665258370394e+02 0.000000000000000000e+00 6.958522326844149575e+02
5.199751186771392213e+02 0.000000000000000000e+00 5.957813956786326344e+02
5.209750708284414031e+02 0.000000000000000000e+00 3.376472560434091292e+02
5.219750229797435850e+02 0.000000000000000000e+00 6.306524254720100942e+01
5.229749751310457668e+02 0.000000000000000000e+00 -1.074914936552477798e+02
5.239749272823479487e+02 0.000000000000000000e+00 -9.830636868849801147e+01
5.249748794336501305e+02 0.000000000000000000e+00 8.721323037557220914e+01
5.259748315849523124e+02 0.000000000000000000e+00 3.691110840506137833e+02
5.269747837362544942e+02 0.000000000000000000e+00 6.216301218061607869e+02
5.279747358875566761e+02 0.000000000000000000e+00 7.016757688510436992e+02
5.289746880388588579e+02 0.000000000000000000e+00 5.565060843751090260e+02
5.299746401901610398e+02 0.000000000000000000e+00 2.813206193902568657e+02
5.309745923414632216e+02 0.000000000000000000e+00 1.804841630584976997e+01
5.319745444927655171e+02 0.000000000000000000e+00 -1.192690501537280028e+02
5.329744966440676990e+02 0.000000000000000000e+00 -6.791786919916734178e+01
5.339744487953698808e+02 0.000000000000000000e+00 1.485881890059766306e+02
5.349744009466720627e+02 0.000000000000000000e+00 4.364744567509955004e+02
5.359743530979742445e+02 0.000000000000000000e+00 6.613916859207104153e+02
5.369743052492764264e+02 0.000000000000000000e+00 6.911946269788182917e+02
5.379742574005786082e+02 0.000000000000000000e+00 5.080030018381660852e+02
5.389742095518809037e+02 0.000000000000000000e+00 2.259518119796227609e+02
5.399741617031830856e+02 0.000000000000000000e+00 -1.773923630030815701e+01
5.409741138544852674e+02 0.000000000000000000e+00 -1.168099579194599045e+02
5.419740660057874493e+02 0.000000000000000000e+00 -2.481206221268093159e+01
5.429740181570896311e+02 0.000000000000000000e+00 2.155712013542959937e+02
5.439739703083918130e+02 0.000000000000000000e+00 4.985030355064350260e+02
5.449739224596938811e+02 0.000000000000000000e+00 6.855856476672770441e+02
5.459738746109960630e+02 0.000000000000000000e+00 6.653268716283344020e+02
5.469738267622983585e+02 0.000000000000000000e+00 4.538344729297360800e+02
5.479737789136005404e+02 0.000000000000000000e+00 1.743759873766424846e+02
5.489737310649027222e+02 0.000000000000000000e+00 -4.263288317021057594e+01
5.499736832162049041e+02 0.000000000000000000e+00 -1.005352298308888521e+02
5.509736353675070859e+02 0.000000000000000000e+00 2.847962156443293935e+01
5.519735875188092677e+02 0.000000000000000000e+00 2.837980238669032929e+02
5.529735396701114496e+02 0.000000000000000000e+00 5.502891365889751114e+02
5.539734918214136314e+02 0.000000000000000000e+00 6.927186328274850666e+02
5.549734439727159270e+02 0.000000000000000000e+00 6.269815639951756339e+02
5.559733961240181088e+02 0.000000000000000000e+00 3.975749702799615761e+02
5.569733482753202907e+02 0.000000000000000000e+00 1.299269249499843681e+02
5.579733004266224725e+02 0.000000000000000000e+00 -5.413435863446279939e+01
5.589732525779246544e+02 0.000000000000000000e+00 -7.002389360435763876e+01
5.599732047292268362e+02 0.000000000000000000e+00 9.016423715838860176e+01
5.609731568805290181e+02 0.000000000000000000e+00 3.501699454825794646e+02
5.619731090318311999e+02 0.000000000000000000e+00 5.893440787522164328e+02
5.629730611831333817e+02 0.000000000000000000e+00 6.832100359086164190e+02
5.639730133344355636e+02 0.000000000000000000e+00 5.792423324983433304e+02
5.649729654857377454e+02 0.000000000000000000e+00 3.427954906014858238e+02
5.659729176370399273e+02 0.000000000000000000e+00 9.503019432266761157e+01
5.669728697883421091e+02 0.000000000000000000e+00 -5.167571903166339808e+01
5.679728219396442910e+02 0.000000000000000000e+00 -2.718943987065316747e+01
5.689727740909464728e+02 0.000000000000000000e+00 1.560242912206555843e+02
5.699727262422487684e+02 0.000000000000000000e+00 4.092893432457159975e+02
5.709726783935509502e+02 0.000000000000000000e+00 6.116399473331873651e+02
5.719726305448531321e+02 0.000000000000000000e+00 6.577816181447059307e+02
5.729725826961553139e+02 0.000000000000000000e+00 5.258767777320041432e+02
5.739725348474574957e+02 0.000000000000000000e+00 2.927855156719691649e+02
5.749724869987596776e+02 0.000000000000000000e+00 7.203936528856365840e+01
5.759724391500618594e+02 0.000000000000000000e+00 -3.442591795560281298e+01
5.769723913013641550e+02 0.000000000000000000e+00 2.632754467777452945e+01
5.779723434526663368e+02 0.000000000000000000e+00 2.229921109892306958e+02
5.789722956039685187e+02 0.000000000000000000e+00 4.580989235252457661e+02
5.799722477552707005e+02 0.000000000000000000e+00 6.170706737736821879e+02
5.809721999065728824e+02 0.000000000000000000e+00 6.198586993898151150e+02
5.819721520578750642e+02 0.000000000000000000e+00 4.710467335132973972e+02
5.829721042091771324e+02 0.000000000000000000e+00 2.508267181546577831e+02
5.839720563604793142e+02 0.000000000000000000e+00 6.284317149152457915e+01
5.849720085117816097e+02 0.000000000000000000e+00 -3.196953641578039296e+00
5.859719606630837916e+02 0.000000000000000000e+00 8.730908211357254345e+01
5.869719128143859734e+02 0.000000000000000000e+00 2.860236414595484007e+02
5.879718649656881553e+02 0.000000000000000000e+00 4.920147651421511341e+02
5.889718171169903371e+02 0.000000000000000000e+00 6.047667229389799104e+02
5.899717692682925190e+02 0.000000000000000000e+00 5.723542864706552109e+02
5.909717214195947008e+02 0.000000000000000000e+00 4.181341298936425233e+02
5.919716735708968827e+02 0.000000000000000000e+00 2.191659755157240284e+02
5.929716257221991782e+02 0.000000000000000000e+00 6.804307886441200992e+01
5.939715778735013600e+02 0.000000000000000000e+00 4.068720511466910494e+01
5.949715300248035419e+02 0.000000000000000000e+00 1.522712942536149114e+02
5.959714821761057237e+02 0.000000000000000000e+00 3.411763953040421029e+02
5.969714343274079056e+02 0.000000000000000000e+00 5.094277244885248024e+02
5.979713864787100874e+02 0.000000000000000000e+00 5.773081729887655911e+02
5.989713386300122693e+02 0.000000000000000000e+00 5.198999654586503993e+02
5.999712907813144511e+02 0.000000000000000000e+00 3.713058869253629837e+02
6.009712429326166330e+02 0.000000000000000000e+00 2.006427811990010355e+02
6.019711950839188148e+02 0.000000000000000000e+00 8.856133193727318087e+01
6.029711472352209967e+02 0.000000000000000000e+00 9.511173547713048038e+01
6.039710993865231785e+02 0.000000000000000000e+00 2.169331793997200748e+02
6.049710515378253604e+02 0.000000000000000000e+00 3.840163305877034077e+02
6.059710036891275422e+02 0.000000000000000000e+00 5.086791644593868114e+02
6.069709558404297240e+02 0.000000000000000000e+00 5.368716773461242155e+02
6.079709079917320196e+02 0.000000000000000000e+00 4.661671762987562602e+02
6.089708601430342014e+02 0.000000000000000000e+00 3.329884818801247661e+02
6.099708122943363833e+02 0.000000000000000000e+00 1.961021596848160868e+02
6.109707644456385651e+02 0.000000000000000000e+00 1.229766595010299142e+02
6.119707165969407470e+02 0.000000000000000000e+00 1.563807412710234530e+02
6.129706687482429288e+02 0.000000000000000000e+00 2.764637988766635885e+02
6.139706208995451107e+02 0.000000000000000000e+00 4.111769983313490116e+02
6.149705730508472925e+02 0.000000000000000000e+00 4.906667553497123890e+02
6.159705252021495880e+02 0.000000000000000000e+00 4.878403600900657011e+02
6.169704773534517699e+02 0.000000000000000000e+00 4.156105174109455902e+02
6.179704295047539517e+02 0.000000000000000000e+00 3.066606067486158054e+02
6.189703816560561336e+02 0.000000000000000000e+00 2.073422430493955630e+02
6.199703338073583154e+02 0.000000000000000000e+00 1.705101047860484016e+02
6.209702859586603836e+02 0.000000000000000000e+00 2.210981086966391729e+02
6.219702381099625654e+02 0.000000000000000000e+00 3.266522115711175047e+02
6.229701902612648610e+02 0.000000000000000000e+00 4.207598242491610563e+02
6.239701424125670428e+02 0.000000000000000000e+00 4.573280650381906867e+02
6.249700945638692247e+02 0.000000000000000000e+00 4.340621578751887455e+02
6.259700467151714065e+02 0.000000000000000000e+00 3.715660745388701116e+02
6.269699988664735884e+02 0.000000000000000000e+00 2.938365175066217034e+02
6.279699510177757702e+02 0.000000000000000000e+00 2.335739465259276528e+02
6.289699031690779520e+02 0.000000000000000000e+00 2.276989858476655399e+02
6.299698553203801339e+02 0.000000000000000000e+00 2.839423465953157120e+02
6.309698074716824294e+02 0.000000000000000000e+00 3.628562596648677072e+02
6.319697596229846113e+02 0.000000000000000000e+00 4.116764293991470822e+02
6.329697117742867931e+02 0.000000000000000000e+00 4.115914008511078919e+02
6.339696639255889750e+02 0.000000000000000000e+00 3.799507442521689313e+02
6.349696160768911568e+02 0.000000000000000000e+00 3.375970912724797586e+02
6.359695682281933387e+02 0.000000000000000000e+00 2.965905845159494447e+02
6.369695203794955205e+02 0.000000000000000000e+00 2.747018440389119860e+02
6.379694725307977023e+02 0.000000000000000000e+00 2.918059910119135907e+02
6.389694246820998842e+02 0.000000000000000000e+00 3.407653638833322134e+02
6.399693768334020660e+02 0.000000000000000000e+00 3.824616194236617730e+02
6.409693289847042479e+02 0.000000000000000000e+00 3.853438499167563123e+02
6.419692811360064297e+02 0.000000000000000000e+00 3.578695008951733030e+02
6.429692332873086116e+02 0.000000000000000000e+00 3.299730960257788297e+02
6.439691854386107934e+02 0.000000000000000000e+00 3.165067733508155925e+02
6.449691375899129753e+02 0.000000000000000000e+00 3.153746325315302101e+02
6.459690897412152708e+02 0.000000000000000000e+00 3.282997861131879631e+02
6.469690418925174527e+02 0.000000000000000000e+00 3.578170848478550283e+02
6.479689940438196345e+02 0.000000000000000000e+00 3.861593091796985391e+02
6.489689461951218163e+02 0.000000000000000000e+00 3.830862795722442797e+02
6.499688983464239982e+02 0.000000000000000000e+00 3.435753036316440898e+02
6.509688504977261800e+02 0.000000000000000000e+00 3.000281475544264822e+02
6.519688026490283619e+02 0.000000000000000000e+00 2.874943533086477601e+02
6.529687548003305437e+02 0.000000000000000000e+00 3.101346083595611276e+02
6.539687069516328393e+02 0.000000000000000000e+00 3.501024901522415007e+02
6.549686591029350211e+02 0.000000000000000000e+00 3.918144505219992197e+02
6.559686112542372030e+02 0.000000000000000000e+00 4.212989357940103332e+02
6.569685634055393848e+02 0.000000000000000000e+00 4.165636890589896097e+02
6.579685155568415666e+02 0.000000000000000000e+00 3.649947570604944644e+02
6.589684677081437485e+02 0.000000000000000000e+00 2.904085537903405339e+02
6.599684198594458167e+02 0.000000000000000000e+00 2.432954467880207119e+02
6.609683720107479985e+02 0.000000000000000000e+00 2.567029752706448562e+02
6.619683241620502940e+02 0.000000000000000000e+00 3.205567081803831115e+02
6.629682763133524759e+02 0.000000000000000000e+00 3.999823596777911803e+02
6.639682284646546577e+02 0.000000000000000000e+00 4.613272926826888920e+02
6.649681806159568396e+02 0.000000000000000000e+00 4.767916926279685299e+02
6.659681327672590214e+02 0.000000000000000000e+00 4.286158942182003670e+02
6.669680849185612033e+02 0.000000000000000000e+00 3.291115322589133143e+02
6.679680370698633851e+02 0.000000000000000000e+00 2.294871205736739057e+02
6.689679892211656806e+02 0.000000000000000000e+00 1.912080812768452063e+02
6.699679413724678625e+02 0.000000000000000000e+00 2.394055979253782596e+02
6.709678935237700443e+02 0.000000000000000000e+00 3.473864881886375429e+02
6.719678456750722262e+02 0.000000000000000000e+00 4.622741813590925517e+02
6.729677978263744080e+02 0.000000000000000000e+00 5.319694048263042987e+02
6.739677499776765899e+02 0.000000000000000000e+00 5.195652808854847535e+02
6.749677021289787717e+02 0.000000000000000000e+00 4.211102139543368708e+02
6.759676542802809536e+02 0.000000000000000000e+00 2.784907337464084662e+02
6.769676064315831354e+02 0.000000000000000000e+00 1.659347863552077911e+02
6.779675585828853173e+02 0.000000000000000000e+00 1.486155729659205349e+02
6.789675107341874991e+02 0.000000000000000000e+00 2.388176208437979824e+02
6.799674628854896810e+02 0.000000000000000000e+00 3.914857435766091385e+02
6.809674150367918628e+02 0.000000000000000000e+00 5.347494657071297297e+02
6.819673671880940446e+02 0.000000000000000000e+00 5.988932855706342480e+02
6.829673193393962265e+02 0.000000000000000000e+00 5.455398589469618855e+02
6.839672714906985220e+02 0.000000000000000000e+00 3.940824142607743852e+02
6.849672236420007039e+02 0.000000000000000000e+00 2.166444070076020409e+02
6.859671757933028857e+02 0.000000000000000000e+00 1.039194095338761912e+02
6.869671279446050676e+02 0.000000000000000000e+00 1.181464840642060494e+02
6.879670800959072494e+02 0.000000000000000000e+00 2.550069940784871960e+02
6.889670322472094313e+02 0.000000000000000000e+00 4.501783431033753686e+02
6.899669843985116131e+02 0.000000000000000000e+00 6.121696770972157537e+02
6.909669365498137950e+02 0.000000000000000000e+00 6.561673925803877410e+02
6.919668887011160905e+02 0.000000000000000000e+00 5.519021143653511672e+02
6.929668408524182723e+02 0.000000000000000000e+00 3.493951541039838276e+02
6.939667930037204542e+02 0.000000000000000000e+00 1.480918137948583819e+02
6.949667451550226360e+02 0.000000000000000000e+00 4.821831001323560173e+01
6.959666973063248179e+02 0.000000000000000000e+00 1.032542553929665132e+02
6.969666494576269997e+02 0.000000000000000000e+00 2.894262157546837670e+02
6.979666016089290679e+02 0.000000000000000000e+00 5.225177360373847932e+02
6.989665537602312497e+02 0.000000000000000000e+00 6.907469430744019974e+02
6.999665059115335453e+02 0.000000000000000000e+00 6.993056193831606606e+02
7.009664580628357271e+02 0.000000000000000000e+00 5.375909266884574436e+02
7.019664102141379090e+02 0.000000000000000000e+00 2.901379478373353891e+02
7.029663623654400908e+02 0.000000000000000000e+00 7.755109097377275873e+01
7.039663145167422726e+02 0.000000000000000000e+00 2.736756467958689765e+00
7.049662666680444545e+02 0.000000000000000000e+00 1.054135794727201443e+02
7.059662188193466363e+02 0.000000000000000000e+00 3.405483455132348922e+02
7.069661709706489319e+02 0.000000000000000000e+00 6.038578376645147046e+02
7.079661231219511137e+02 0.000000000000000000e+00 7.638137396488853028e+02
7.089660752732532956e+02 0.000000000000000000e+00 7.237633755206140904e+02
7.099660274245554774e+02 0.000000000000000000e+00 5.032289936522136600e+02
7.109659795758576593e+02 0.000000000000000000e+00 2.202410886806815711e+02
7.119659317271598411e+02 0.000000000000000000e+00 9.494194262845519816e+00
7.129658838784620229e+02 0.000000000000000000e+00 -2.915357394584996698e+01
7.139658360297642048e+02 0.000000000000000000e+00 1.258502765674230943e+02
7.149657881810663866e+02 0.000000000000000000e+00 4.074237360996788766e+02
7.159657403323685685e+02 0.000000000000000000e+00 6.909204018519786814e+02
7.169656924836707503e+02 0.000000000000000000e+00 8.266632728168415269e+02
7.179656446349729322e+02 0.000000000000000000e+00 7.272774146933904831e+02
7.189655967862751140e+02 0.000000000000000000e+00 4.510572163839262316e+02
7.199655489375772959e+02 0.000000000000000000e+00 1.444804250611676935e+02
7.209655010888794777e+02 0.000000000000000000e+00 -5.117087216194213539e+01
7.219654532401816596e+02 0.000000000000000000e+00 -4.439466807992656783e+01
7.229654053914839551e+02 0.000000000000000000e+00 1.647762548272019387e+02
7.239653575427861369e+02 0.000000000000000000e+00 4.872755168097259570e+02
7.249653096940883188e+02 0.000000000000000000e+00 7.778304834146167650e+02
7.259652618453905006e+02 0.000000000000000000e+00 8.733701359014382888e+02
7.269652139966926825e+02 0.000000000000000000e+00 7.088540756647041690e+02
7.279651661479948643e+02 0.000000000000000000e+00 3.845675306648316791e+02
7.289651182992970462e+02 0.000000000000000000e+00 6.723648817197532424e+01
7.299650704505993417e+02 0.000000000000000000e+00 -1.009993088976254256e+02
7.309650226019015236e+02 0.000000000000000000e+00 -4.172184155362488411e+01
7.319649747532037054e+02 0.000000000000000000e+00 2.207905546282701437e+02
7.329649269045058873e+02 0.000000000000000000e+00 5.763251298777377087e+02
7.339648790558080691e+02 0.000000000000000000e+00 8.591209568332481012e+02
7.349648312071102509e+02 0.000000000000000000e+00 9.002435138673058646e+02
7.359647833584123191e+02 0.000000000000000000e+00 6.696791816999806315e+02
7.369647355097145009e+02 0.000000000000000000e+00 3.081570178297711777e+02
7.379646876610167965e+02 0.000000000000000000e+00 -6.290307890860368900e+00
7.389646398123189783e+02 0.000000000000000000e+00 -1.357660176520857931e+02
7.399645919636211602e+02 0.000000000000000000e+00 -1.954024176443686400e+01
7.409645441149233420e+02 0.000000000000000000e+00 2.928941748685741118e+02
7.419644962662255239e+02 0.000000000000000000e+00 6.708627362546017139e+02
7.429644484175277057e+02 0.000000000000000000e+00 9.290735279908594748e+02
7.439644005688298876e+02 0.000000000000000000e+00 9.045026100978876684e+02
7.449643527201320694e+02 0.000000000000000000e+00 6.123770388671564433e+02
7.459643048714343649e+02 0.000000000000000000e+00 2.264257956424041538e+02
7.469642570227365468e+02 0.000000000000000000e+00 -7.222690265669649534e+01
7.479642091740387286e+02 0.000000000000000000e+00 -1.535830288373112751e+02
7.489641613253409105e+02 0.000000000000000000e+00 2.107568794899944464e+01
7.499641134766430923e+02 0.000000000000000000e+00 3.770734828738861779e+02
7.509640656279452742e+02 0.000000000000000000e+00 7.643797631008229700e+02
7.519640177792474560e+02 0.000000000000000000e+00 9.818311045694720178e+02
7.529639699305496379e+02 0.000000000000000000e+00 8.857406721093539090e+02
7.539639220818518197e+02 0.000000000000000000e+00 5.410316955379790897e+02
7.549638742331540016e+02 0.000000000000000000e+00 1.443679608387284361e+02
7.559638263844561834e+02 0.000000000000000000e+00 -1.259811742893328272e+02
7.569637785357583653e+02 0.000000000000000000e+00 -1.519093572234994554e+02
7.579637306870605471e+02 0.000000000000000000e+00 7.989371250991669626e+01
7.589636828383627289e+02 0.000000000000000000e+00 4.710849405286034539e+02
7.599636349896649108e+02 0.000000000000000000e+00 8.526048220409084024e+02
7.609635871409672063e+02 0.000000000000000000e+00 1.013815658943572771e+03
7.619635392922693882e+02 0.000000000000000000e+00 8.452065779806449655e+02
7.629634914435715700e+02 0.000000000000000000e+00 4.601728975908357029e+02
7.639634435948737519e+02 0.000000000000000000e+00 6.653537550401090073e+01
7.649633957461759337e+02 0.000000000000000000e+00 -1.645554503195614302e+02
7.659633478974781156e+02 0.000000000000000000e+00 -1.307033683569970890e+02
7.669633000487802974e+02 0.000000000000000000e+00 1.537374956991051249e+02
7.679632522000824792e+02 0.000000000000000000e+00 5.686690613913470997e+02
7.689632043513847748e+02 0.000000000000000000e+00 9.278533835587903695e+02
7.699631565026869566e+02 0.000000000000000000e+00 1.021817953852184587e+03
