t_fs P_1 P_2 Z
1.800000000000000000e+01 1.266438143875537048e-01 8.733561856124463230e-01 9.999999999994264588e-01
1.850000000000000000e+01 1.569408622078231896e-01 8.430591377921768936e-01 9.999999999993807176e-01
1.900000000000000000e+01 1.836385809492993293e-01 8.163614190507005874e-01 9.999999999993187672e-01
1.950000000000000000e+01 2.049630417924091785e-01 7.950369582075907937e-01 9.999999999993020028e-01
2.000000000000000000e+01 2.199198229878385757e-01 7.800801770121614798e-01 9.999999999993502975e-01
2.050000000000000000e+01 2.324204844073898268e-01 7.675795155926101732e-01 9.999917378334735041e-01
2.100000000000000000e+01 2.466725100720899289e-01 7.533274899279099879e-01 9.999920964286745928e-01
2.150000000000000000e+01 2.625596467742792872e-01 7.374403532257207683e-01 9.999972741780253083e-01
2.200000000000000000e+01 2.795796217351326218e-01 7.204203782648673782e-01 1.000001905157553050e+00
2.250000000000000000e+01 2.968512194877855337e-01 7.031487805122144108e-01 1.000003300952969409e+00
2.300000000000000000e+01 3.133732064002414108e-01 6.866267935997585337e-01 1.000003378246175245e+00
2.350000000000000000e+01 3.284227192968000586e-01 6.715772807031999969e-01 1.000006969056302486e+00
2.400000000000000000e+01 3.418499566840793591e-01 6.581500433159205299e-01 1.000018308312032200e+00
2.450000000000000000e+01 3.540888362690307600e-01 6.459111637309693510e-01 1.000038472202934958e+00
2.500000000000000000e+01 3.658978660418440998e-01 6.341021339581559557e-01 1.000065118172398737e+00
2.550000000000000000e+01 3.821238728681339847e-01 6.178761271318661263e-01 1.000074256112669424e+00
2.600000000000000000e+01 4.075457706604995178e-01 5.924542293395006487e-01 1.000083525174848553e+00
2.650000000000000000e+01 4.411843212147116278e-01 5.588156787852883722e-01 1.000091148711274469e+00
2.700000000000000000e+01 4.803306908359757932e-01 5.196693091640240958e-01 1.000095757696642718e+00
2.750000000000000000e+01 5.213456665469091700e-01 4.786543334530907745e-01 1.000096544900366036e+00
2.800000000000000000e+01 5.605209177534875575e-01 4.394790822465123314e-01 1.000093547391819104e+00
2.850000000000000000e+01 5.947843233830969467e-01 4.052156766169029978e-01 1.000087716472054300e+00
2.900000000000000000e+01 6.221473348178603313e-01 3.778526651821396687e-01 1.000080576698956447e+00
2.950000000000000000e+01 6.418558127563174232e-01 3.581441872436826879e-01 1.000073667837385827e+00
3.000000000000000000e+01 6.542592530867733513e-01 3.457407469132265931e-01 1.000068069841396623e+00
3.050000000000000000e+01 6.614143095164577435e-01 3.385856904835424230e-01 1.000063492742708338e+00
3.100000000000000000e+01 6.657998371103424073e-01 3.342001628896575927e-01 1.000060184831370380e+00
3.150000000000000000e+01 6.688756169664223927e-01 3.311243830335776628e-01 1.000057897867887791e+00
3.200000000000000000e+01 6.717077962391729828e-01 3.282922037608269616e-01 1.000056381472204770e+00
3.250000000000000000e+01 6.748601316093630897e-01 3.251398683906369658e-01 1.000055988013913266e+00
3.300000000000000000e+01 6.784081260654385437e-01 3.215918739345615118e-01 1.000057907251278300e+00
3.350000000000000000e+01 6.820555631539650943e-01 3.179444368460350168e-01 1.000063870662112109e+00
3.400000000000000000e+01 6.853205685030117067e-01 3.146794314969882933e-01 1.000075585555374902e+00
3.450000000000000000e+01 6.877466673825368693e-01 3.122533326174630752e-01 1.000094331699042272e+00
3.500000000000000000e+01 6.890866172083289776e-01 3.109133827916711890e-01 1.000120926721598469e+00
3.550000000000000000e+01 6.904894349496366601e-01 3.095105650503631733e-01 1.000155641968297981e+00
3.600000000000000000e+01 6.931657519569180970e-01 3.068342480430817920e-01 1.000198388101176672e+00
3.650000000000000000e+01 6.970445321080314116e-01 3.029554678919685884e-01 1.000247313540569394e+00
3.700000000000000000e+01 7.018599883955701779e-01 2.981400116044297666e-01 1.000298174936070872e+00
3.750000000000000000e+01 7.071937394141334376e-01 2.928062605858665624e-01 1.000344336864791961e+00
3.800000000000000000e+01 7.125624360573935556e-01 2.874375639426063334e-01 1.000377863363653086e+00
3.850000000000000000e+01 7.175256254331934258e-01 2.824743745668064632e-01 1.000391099379233317e+00
3.900000000000000000e+01 7.217780015485892875e-01 2.782219984514105460e-01 1.000378031149220526e+00
3.950000000000000000e+01 7.251950602635014453e-01 2.748049397364985547e-01 1.000335352325785632e+00
4.000000000000000000e+01 7.278195787146579665e-01 2.721804212853420890e-01 1.000263578005584186e+00
4.050000000000000000e+01 7.306912590440538535e-01 2.693087409559460910e-01 1.000164383464787532e+00
4.100000000000000000e+01 7.346380018257806510e-01 2.653619981742194045e-01 1.000051672341743192e+00
4.150000000000000000e+01 7.393561355641151689e-01 2.606438644358848311e-01 9.999390835790409326e-01
4.200000000000000000e+01 7.444631713444950227e-01 2.555368286555050328e-01 9.998405069243846421e-01
4.250000000000000000e+01 7.495885645868858305e-01 2.504114354131141695e-01 9.997670977710940710e-01
4.300000000000000000e+01 7.544375921155678233e-01 2.455624078844321767e-01 9.997250042057137520e-01
4.350000000000000000e+01 7.588155232958332386e-01 2.411844767041667614e-01 9.997142043967984781e-01
4.400000000000000000e+01 7.626141337216868488e-01 2.373858662783131235e-01 9.997286521920100144e-01
4.450000000000000000e+01 7.657772979614211328e-01 2.342227020385789227e-01 9.997578967295246422e-01
4.500000000000000000e+01 7.682690196195487431e-01 2.317309803804511736e-01 9.997900041803473581e-01
4.550000000000000000e+01 7.708048367911067844e-01 2.291951632088932433e-01 9.998082002740500407e-01
4.600000000000000000e+01 7.740185471826007690e-01 2.259814528173991477e-01 9.998151174793097340e-01
4.650000000000000000e+01 7.777131364381131284e-01 2.222868635618868716e-01 9.998109596274872279e-01
4.700000000000000000e+01 7.816788837495717290e-01 2.183211162504283265e-01 9.998017354596210327e-01
4.750000000000000000e+01 7.857220371521478341e-01 2.142779628478521381e-01 9.997976370671493029e-01
4.800000000000000000e+01 7.896694454799882967e-01 2.103305545200117865e-01 9.998105246518320666e-01
4.850000000000000000e+01 7.933557185289294988e-01 2.066442814710704456e-01 9.998507492363581939e-01
4.900000000000000000e+01 7.966069774247042101e-01 2.033930225752957621e-01 9.999238413313695784e-01
4.950000000000000000e+01 7.992392519293586295e-01 2.007607480706414538e-01 1.000028127681224177e+00
5.000000000000000000e+01 8.010848751291941294e-01 1.989151248708059816e-01 1.000154405493737686e+00
5.050000000000000000e+01 8.026153370470170412e-01 1.973846629529829588e-01 1.000285890681559708e+00
5.100000000000000000e+01 8.043649365267597773e-01 1.956350634732402782e-01 1.000407722638108954e+00
5.150000000000000000e+01 8.063184664311873195e-01 1.936815335688126527e-01 1.000505951086062995e+00
5.200000000000000000e+01 8.084680601746244699e-01 1.915319398253755301e-01 1.000572377851128847e+00
5.250000000000000000e+01 8.107734338090089032e-01 1.892265661909911245e-01 1.000606118813151202e+00
5.300000000000000000e+01 8.131193600232661245e-01 1.868806399767338755e-01 1.000613624376841093e+00
5.350000000000000000e+01 8.152985707930482384e-01 1.847014292069518171e-01 1.000607280679089772e+00
5.400000000000000000e+01 8.170404337204668632e-01 1.829595662795330258e-01 1.000602778715373731e+00
5.450000000000000000e+01 8.180878256391226344e-01 1.819121743608773656e-01 1.000615703629400555e+00
5.500000000000000000e+01 8.183002039440350206e-01 1.816997960559648684e-01 1.000658161060435480e+00
5.550000000000000000e+01 8.177379829770076158e-01 1.822620170229925229e-01 1.000736317820508869e+00
5.600000000000000000e+01 8.166771761204296709e-01 1.833228238795703569e-01 1.000849313920141759e+00
5.650000000000000000e+01 8.155275638314228859e-01 1.844724361685772251e-01 1.000989482515870499e+00
5.700000000000000000e+01 8.146775607779204176e-01 1.853224392220796379e-01 1.001143677042855451e+00
5.750000000000000000e+01 8.143363566999111125e-01 1.856636433000888875e-01 1.001295654655245615e+00
5.800000000000000000e+01 8.144558388804278293e-01 1.855441611195721707e-01 1.001429334370143032e+00
5.850000000000000000e+01 8.147791751080764033e-01 1.852208248919236799e-01 1.001532130477772231e+00
5.900000000000000000e+01 8.149974312243483121e-01 1.850025687756517712e-01 1.001597072715710190e+00
5.950000000000000000e+01 8.149347466746512669e-01 1.850652533253487886e-01 1.001622893158215399e+00
6.000000000000000000e+01 8.146578841017003692e-01 1.853421158982996586e-01 1.001612602381978023e+00
6.050000000000000000e+01 8.144340125616496007e-01 1.855659874383503438e-01 1.001572020651448458e+00
6.100000000000000000e+01 8.145391285360424893e-01 1.854608714639575384e-01 1.001509121489454035e+00
6.150000000000000000e+01 8.150213955742777738e-01 1.849786044257222817e-01 1.001433506658888195e+00
6.200000000000000000e+01 8.155905316340344990e-01 1.844094683659654454e-01 1.001354865798478100e+00
6.250000000000000000e+01 8.157647841219554108e-01 1.842352158780445337e-01 1.001280672983158038e+00
6.300000000000000000e+01 8.152376427973557771e-01 1.847623572026441396e-01 1.001214825313616608e+00
6.350000000000000000e+01 8.142172970774257390e-01 1.857827029225742055e-01 1.001158321293029951e+00
6.400000000000000000e+01 8.134247335171201909e-01 1.865752664828799201e-01 1.001111052870494955e+00
6.450000000000000000e+01 8.136365278296855408e-01 1.863634721703145425e-01 1.001072925279512305e+00
6.500000000000000000e+01 8.150314348076970195e-01 1.849685651923028418e-01 1.001043710702496314e+00
6.550000000000000000e+01 8.168462057665680787e-01 1.831537942334319213e-01 1.001022479405326182e+00
6.600000000000000000e+01 8.177049752073718425e-01 1.822950247926280742e-01 1.001007469965469632e+00
6.650000000000000000e+01 8.165054228625696631e-01 1.834945771374303647e-01 1.000996411213386894e+00
6.700000000000000000e+01 8.132879873960590089e-01 1.867120126039409911e-01 1.000986957316386095e+00
6.750000000000000000e+01 8.094623699089129598e-01 1.905376300910870402e-01 1.000977159058613397e+00
6.800000000000000000e+01 8.071787055613183215e-01 1.928212944386817618e-01 1.000965964383784712e+00
6.850000000000000000e+01 8.081968262805308001e-01 1.918031737194691166e-01 1.000953450366440789e+00
6.900000000000000000e+01 8.129130108274428279e-01 1.870869891725571443e-01 1.000940466139315310e+00
6.950000000000000000e+01 8.200665743669020014e-01 1.799334256330980264e-01 1.000927874425015629e+00
7.000000000000000000e+01 8.272188816103862585e-01 1.727811183896138247e-01 1.000916024114814507e+00
7.050000000000000000e+01 8.316901062140779066e-01 1.683098937859221211e-01 1.000904865859272963e+00
7.100000000000000000e+01 8.314833437200328525e-01 1.685166562799670920e-01 1.000894463803508216e+00
7.150000000000000000e+01 8.258387137095919428e-01 1.741612862904079462e-01 1.000885301407263173e+00
7.200000000000000000e+01 8.153016792725742423e-01 1.846983207274257854e-01 1.000878065176637799e+00
7.250000000000000000e+01 8.014005282691124554e-01 1.985994717308874336e-01 1.000873135018313986e+00
7.300000000000000000e+01 7.861267432308591818e-01 2.138732567691407904e-01 1.000870247795041967e+00
7.350000000000000000e+01 7.714058276798945180e-01 2.285941723201054820e-01 1.000868585842384917e+00
7.400000000000000000e+01 7.586852639753250971e-01 2.413147360246748474e-01 1.000867172321664667e+00
7.450000000000000000e+01 7.486980378495204924e-01 2.513019621504795631e-01 1.000865270410492558e+00
7.500000000000000000e+01 7.414083116158659559e-01 2.585916883841340996e-01 1.000862567830604899e+00
7.550000000000000000e+01 7.367398528070322472e-01 2.632601471929676973e-01 1.000861364278648802e+00
7.600000000000000000e+01 7.340406210637390183e-01 2.659593789362610372e-01 1.000862825055389704e+00
7.650000000000000000e+01 7.315897334302925437e-01 2.684102665697075119e-01 1.000865713890762398e+00
7.700000000000000000e+01 7.275979901477799272e-01 2.724020098522199618e-01 1.000868802627736143e+00
7.750000000000000000e+01 7.206050226035899398e-01 2.793949773964101158e-01 1.000871439902615290e+00
7.800000000000000000e+01 7.097713918449627402e-01 2.902286081550372598e-01 1.000873699826418051e+00
7.850000000000000000e+01 6.949960544038248367e-01 3.050039455961752743e-01 1.000875979136268246e+00
7.900000000000000000e+01 6.768633542445547935e-01 3.231366457554452065e-01 1.000878308217012291e+00
7.950000000000000000e+01 6.564696619127925459e-01 3.435303380872075096e-01 1.000879872412387295e+00
8.000000000000000000e+01 6.351834455265594759e-01 3.648165544734405241e-01 1.000879105976552053e+00
8.050000000000000000e+01 6.155227048842000226e-01 3.844772951157999774e-01 1.000889035514805014e+00
8.100000000000000000e+01 5.995332127322543503e-01 4.004667872677456497e-01 1.000882608887495806e+00
8.150000000000000000e+01 5.872056180472472464e-01 4.127943819527528091e-01 1.000859549427488338e+00
8.200000000000000000e+01 5.776841569998398818e-01 4.223158430001600627e-01 1.000825327112777163e+00
8.250000000000000000e+01 5.697035449008566177e-01 4.302964550991435488e-01 1.000789898342959283e+00
8.300000000000000000e+01 5.621149769945211760e-01 4.378850230054786574e-01 1.000763090832549551e+00
8.350000000000000000e+01 5.542890330991111503e-01 4.457109669008888497e-01 1.000749065149036943e+00
8.400000000000000000e+01 5.462643954177562877e-01 4.537356045822436013e-01 1.000743667329234032e+00
8.450000000000000000e+01 5.386537790319887442e-01 4.613462209680111448e-01 1.000736319108425754e+00
8.500000000000000000e+01 5.324177531917013706e-01 4.675822468082986294e-01 1.000714635923170004e+00
8.550000000000000000e+01 5.314758138878492577e-01 4.685241861121506868e-01 1.000671254734166959e+00
8.600000000000000000e+01 5.397024946885616847e-01 4.602975053114383708e-01 1.000593329934005737e+00
8.650000000000000000e+01 5.568693575371130855e-01 4.431306424628868590e-01 1.000483648229123057e+00
8.700000000000000000e+01 5.812356176160369259e-01 4.187643823839629631e-01 1.000356715695793763e+00
8.750000000000000000e+01 6.100206230599465318e-01 3.899793769400535237e-01 1.000236398992140119e+00
8.800000000000000000e+01 6.399937855690848165e-01 3.600062144309151280e-01 1.000150594232427359e+00
8.850000000000000000e+01 6.680247552497000640e-01 3.319752447502999915e-01 1.000123740277615081e+00
8.900000000000000000e+01 6.915035541949487996e-01 3.084964458050510894e-01 1.000170099172800420e+00
8.950000000000000000e+01 7.086160026844757764e-01 2.913839973155241680e-01 1.000290836754278434e+00
9.000000000000000000e+01 7.185072707297107675e-01 2.814927292702893991e-01 1.000475392605936431e+00
9.050000000000000000e+01 7.222075733219635030e-01 2.777924266780363860e-01 1.000707947224716898e+00
9.100000000000000000e+01 7.215998860907403278e-01 2.784001139092596722e-01 1.000971423910752112e+00
9.150000000000000000e+01 7.184014729014566170e-01 2.815985270985432720e-01 1.001234783118781557e+00
9.200000000000000000e+01 7.148032722890999002e-01 2.851967277109001553e-01 1.001464633481353950e+00
9.250000000000000000e+01 7.130135655395294370e-01 2.869864344604706186e-01 1.001632083025956188e+00
9.300000000000000000e+01 7.146478533396296573e-01 2.853521466603703427e-01 1.001717098520036320e+00
9.350000000000000000e+01 7.201820335231657877e-01 2.798179664768342678e-01 1.001709407110995764e+00
9.400000000000000000e+01 7.287536678012125346e-01 2.712463321987875209e-01 1.001607664978303447e+00
9.450000000000000000e+01 7.384911611202552573e-01 2.615088388797447982e-01 1.001419180457842506e+00
9.500000000000000000e+01 7.472975303879447750e-01 2.527024696120552250e-01 1.001160672894730874e+00
9.550000000000000000e+01 7.537484237537769305e-01 2.462515762462229585e-01 1.000858124633195345e+00
9.600000000000000000e+01 7.576493894948400643e-01 2.423506105051598525e-01 1.000543070599223983e+00
9.650000000000000000e+01 7.599388559190951575e-01 2.400611440809047592e-01 1.000245072620860043e+00
9.700000000000000000e+01 7.619841256045104538e-01 2.380158743954896017e-01 9.999842356609046634e-01
9.750000000000000000e+01 7.646960380673178959e-01 2.353039619326820764e-01 9.997690316381333542e-01
9.800000000000000000e+01 7.680142517262141810e-01 2.319857482737858467e-01 9.996004509979932173e-01
9.850000000000000000e+01 7.710620696315159117e-01 2.289379303684840883e-01 9.994773252544789655e-01
9.900000000000000000e+01 7.728006036979918614e-01 2.271993963020081664e-01 9.993971149497199447e-01
9.950000000000000000e+01 7.726829516542782494e-01 2.273170483457216950e-01 9.993529042006050744e-01
1.000000000000000000e+02 7.708742540490972628e-01 2.291257459509027927e-01 9.993326528267765241e-01
1.005000000000000000e+02 7.679897991127683232e-01 2.320102008872317045e-01 9.993237192352489862e-01
1.010000000000000000e+02 7.646713674571439245e-01 2.353286325428561310e-01 9.993183866221071465e-01
1.015000000000000000e+02 7.613693724955425957e-01 2.386306275044572933e-01 9.993145902749696052e-01
1.020000000000000000e+02 7.584267786674045997e-01 2.415732213325954281e-01 9.993120877229935139e-01
1.025000000000000000e+02 7.562547998956623552e-01 2.437452001043377003e-01 9.993094595232054900e-01
1.030000000000000000e+02 7.553339908364992139e-01 2.446660091635008138e-01 9.993051409689515108e-01
1.035000000000000000e+02 7.559877885866922442e-01 2.440122114133077835e-01 9.993000559889627654e-01
1.040000000000000000e+02 7.581246562535742806e-01 2.418753437464256362e-01 9.992978987573128968e-01
1.045000000000000000e+02 7.611907055729241200e-01 2.388092944270759077e-01 9.993026479156054132e-01
1.050000000000000000e+02 7.643953526453262093e-01 2.356046473546737630e-01 9.993161675077436579e-01
1.055000000000000000e+02 7.670515998838894900e-01 2.329484001161105378e-01 9.993380655485956110e-01
1.060000000000000000e+02 7.688025342493796099e-01 2.311974657506203901e-01 9.993671278515368073e-01
1.065000000000000000e+02 7.696208196318262695e-01 2.303791803681737305e-01 9.994022867608641780e-01
1.070000000000000000e+02 7.696464793839655760e-01 2.303535206160343962e-01 9.994422246453248393e-01
1.075000000000000000e+02 7.690229712684604202e-01 2.309770287315396076e-01 9.994844396950509635e-01
1.080000000000000000e+02 7.678494690954984492e-01 2.321505309045016063e-01 9.995249693944633362e-01
1.085000000000000000e+02 7.662473572284944634e-01 2.337526427715056199e-01 9.995590432192569263e-01
1.090000000000000000e+02 7.644441598594715614e-01 2.355558401405284941e-01 9.995821451077724351e-01
1.095000000000000000e+02 7.627736813412283601e-01 2.372263186587715844e-01 9.995910823700016046e-01
1.100000000000000000e+02 7.615670204025163370e-01 2.384329795974836352e-01 9.995850105893535620e-01
1.105000000000000000e+02 7.610001023890913263e-01 2.389998976109087014e-01 9.995661054165915216e-01
1.110000000000000000e+02 7.610021508704921667e-01 2.389978491295078056e-01 9.995391448750288177e-01
1.115000000000000000e+02 7.612930663066354020e-01 2.387069336933645425e-01 9.995098167491034413e-01
1.120000000000000000e+02 7.615365132693467931e-01 2.384634867306531791e-01 9.994829219778071927e-01
1.125000000000000000e+02 7.615252086600602377e-01 2.384747913399397068e-01 9.994619813487399806e-01
1.130000000000000000e+02 7.612963952367813869e-01 2.387036047632185853e-01 9.994500727626882686e-01
1.135000000000000000e+02 7.611135179192338729e-01 2.388864820807660994e-01 9.994498674024105966e-01
1.140000000000000000e+02 7.613188991548115458e-01 2.386811008451884264e-01 9.994615379528761778e-01
1.145000000000000000e+02 7.621260777992122648e-01 2.378739222007877352e-01 9.994802025725334493e-01
1.150000000000000000e+02 7.634521217339962362e-01 2.365478782660037915e-01 9.994961558127158918e-01
1.155000000000000000e+02 7.648785588975900440e-01 2.351214411024099560e-01 9.994987600307163600e-01
1.160000000000000000e+02 7.657795017873222365e-01 2.342204982126778467e-01 9.994809355842850795e-01
1.165000000000000000e+02 7.655840463750559488e-01 2.344159536249441067e-01 9.994405852954627578e-01
1.170000000000000000e+02 7.640716810754429877e-01 2.359283189245570678e-01 9.993790520561595114e-01
1.175000000000000000e+02 7.615625385693463034e-01 2.384374614306536688e-01 9.993001596661442720e-01
1.180000000000000000e+02 7.588842681639285104e-01 2.411157318360714619e-01 9.992119589367269850e-01
1.185000000000000000e+02 7.570830179840097873e-01 2.429169820159901572e-01 9.991287646473314688e-01
1.190000000000000000e+02 7.569738394289866612e-01 2.430261605710133110e-01 9.990694742516028626e-01
1.195000000000000000e+02 7.587355007474302360e-01 2.412644992525698195e-01 9.990517981887290233e-01
1.200000000000000000e+02 7.617719645480648394e-01 2.382280354519351051e-01 9.990863676674170968e-01
