# w J_total  J_DrudeLorentz  J_BrownianOscillator
3.057528764382191184e+03 7.511702813239718068e+01 7.478497838365031214e+01 3.320497487468718756e-01
3.059529764882441668e+03 7.507229472299454187e+01 7.474093485615023269e+01 3.313598668443156758e-01
3.061530765382691698e+03 7.502761191941253571e+01 7.469693999890468206e+01 3.306719205078543222e-01
3.063531765882941727e+03 7.498297964071359445e+01 7.465299373784529280e+01 3.299859028683063134e-01
3.065532766383191756e+03 7.493839780612071877e+01 7.460909599903465050e+01 3.293018070860650459e-01
3.067533766883441785e+03 7.489386633501696622e+01 7.456524670866602378e+01 3.286196263509479909e-01
3.069534767383692270e+03 7.484938514694539435e+01 7.452144579306335004e+01 3.279393538820479237e-01
3.071535767883942299e+03 7.480495416160843547e+01 7.447769317868085182e+01 3.272609829275852644e-01
3.073536768384192328e+03 7.476057329886764080e+01 7.443398879210288044e+01 3.265845067647592526e-01
3.075537768884442357e+03 7.471624247874332525e+01 7.439033256004371708e+01 3.259099186996025632e-01
3.077538769384692387e+03 7.467196162141419791e+01 7.434672440934735960e+01 3.252372120668353683e-01
3.079539769884942871e+03 7.462773064721697835e+01 7.430316426698725252e+01 3.245663802297199529e-01
3.081540770385192900e+03 7.458354947664611245e+01 7.425965206006618757e+01 3.238974165799179405e-01
3.083541770885442929e+03 7.453941803035328917e+01 7.421618771581594842e+01 3.232303145373454090e-01
3.085542771385692959e+03 7.449533622914727005e+01 7.417277116159723960e+01 3.225650675500317810e-01
3.087543771885942988e+03 7.445130399399329235e+01 7.412940232489931702e+01 3.219016690939781045e-01
3.089544772386193472e+03 7.440732124601296960e+01 7.408608113333995959e+01 3.212401126730161094e-01
3.091545772886443501e+03 7.436338790648380837e+01 7.404280751466514232e+01 3.205803918186689860e-01
3.093546773386693530e+03 7.431950389683882463e+01 7.399958139674880897e+01 3.199225000900111637e-01
3.095547773886943560e+03 7.427566913866621690e+01 7.395640270759268731e+01 3.192664310735308653e-01
3.097548774387194044e+03 7.423188355370912461e+01 7.391327137532613278e+01 3.186121783829928278e-01
3.099549774887444073e+03 7.418814706386513080e+01 7.387018732820583011e+01 3.179597356593010238e-01
3.101550775387694102e+03 7.414445959118602048e+01 7.382715049461565116e+01 3.173090965703633803e-01
3.103551775887944132e+03 7.410082105787729745e+01 7.378416080306634228e+01 3.166602548109559434e-01
3.105552776388194161e+03 7.405723138629804225e+01 7.374121818219545332e+01 3.160132041025894845e-01
3.107553776888444645e+03 7.401369049896040053e+01 7.369832256076702492e+01 3.153679381933751635e-01
3.109554777388694674e+03 7.397019831852925620e+01 7.365547386767136118e+01 3.147244508578925237e-01
3.111555777888944704e+03 7.392675476782201827e+01 7.361267203192495856e+01 3.140827358970568750e-01
3.113556778389194733e+03 7.388335976980806663e+01 7.356991698267007962e+01 3.134427871379879549e-01
3.115557778889444762e+03 7.384001324760859575e+01 7.352720864917471033e+01 3.128045984338800878e-01
3.117558779389695246e+03 7.379671512449617410e+01 7.348454696083230431e+01 3.121681636638721224e-01
3.119559779889945275e+03 7.375346532389448839e+01 7.344193184716156964e+01 3.115334767329183130e-01
3.121560780390195305e+03 7.371026376937783198e+01 7.339936323780617045e+01 3.109005315716601991e-01
3.123561780890445334e+03 7.366711038467100536e+01 7.335684106253471271e+01 3.102693221362989862e-01
3.125562781390695363e+03 7.362400509364876200e+01 7.331436525124028947e+01 3.096398424084688128e-01
3.127563781890945847e+03 7.358094782033559511e+01 7.327193573394048087e+01 3.090120863951106855e-01
3.129564782391195877e+03 7.353793848890538243e+01 7.322955244077704151e+01 3.083860481283475785e-01
3.131565782891445906e+03 7.349497702368100249e+01 7.318721530201564462e+01 3.077617216653586452e-01
3.133566783391695935e+03 7.345206334913406465e+01 7.314492424804581105e+01 3.071391010882565942e-01
3.135567783891946419e+03 7.340919738988449694e+01 7.310267920938053976e+01 3.065181805039634555e-01
3.137568784392196449e+03 7.336637907070031872e+01 7.306048011665623676e+01 3.058989540440890109e-01
3.139569784892446478e+03 7.332360831649721433e+01 7.301832690063240250e+01 3.052814158648080589e-01
3.141570785392696507e+03 7.328088505233819205e+01 7.297621949219144710e+01 3.046655601467399554e-01
3.143571785892946536e+03 7.323820920343338514e+01 7.293415782233856248e+01 3.040513810948279882e-01
3.145572786393197021e+03 7.319558069513954024e+01 7.289214182220132443e+01 3.034388729382191396e-01
3.147573786893447050e+03 7.315299945295986106e+01 7.285017142302972104e+01 3.028280299301462364e-01
3.149574787393697079e+03 7.311046540254356785e+01 7.280824655619575481e+01 3.022188463478083786e-01
3.151575787893947108e+03 7.306797846968554211e+01 7.276636715319328630e+01 3.016113164922533119e-01
3.153576788394197138e+03 7.302553858032614187e+01 7.272453314563787785e+01 3.010054346882612419e-01
3.155577788894447622e+03 7.298314566055073271e+01 7.268274446526650934e+01 3.004011952842273736e-01
3.157578789394697651e+03 7.294079963658946042e+01 7.264100104393740764e+01 2.997985926520474464e-01
3.159579789894947680e+03 7.289850043481685304e+01 7.259930281362984772e+01 2.991976211870010505e-01
3.161580790395197710e+03 7.285624798175155092e+01 7.255764970644391099e+01 2.985982753076385499e-01
3.163581790895447739e+03 7.281404220405593719e+01 7.251604165460027218e+01 2.980005494556665635e-01
3.165582791395698223e+03 7.277188302853585355e+01 7.247447859044001461e+01 2.974044380958349998e-01
3.167583791895948252e+03 7.272977038214030188e+01 7.243296044642447384e+01 2.968099357158249796e-01
3.169584792396198281e+03 7.268770419196098942e+01 7.239148715513485399e+01 2.962170368261362596e-01
3.171585792896448311e+03 7.264568438523222937e+01 7.235005864927225616e+01 2.956257359599760437e-01
3.173586793396698795e+03 7.260371088933040085e+01 7.230867486165725211e+01 2.950360276731490705e-01
3.175587793896948824e+03 7.256178363177376411e+01 7.226733572522981319e+01 2.944479065439471466e-01
3.177588794397198853e+03 7.251990254022211957e+01 7.222604117304908300e+01 2.938613671730394006e-01
3.179589794897448883e+03 7.247806754247645245e+01 7.218479113829309313e+01 2.932764041833642032e-01
3.181590795397698912e+03 7.243627856647863439e+01 7.214358555425860686e+01 2.926930122200204765e-01
3.183591795897949396e+03 7.239453554031112503e+01 7.210242435436096287e+01 2.921111859501603902e-01
3.185592796398199425e+03 7.235283839219670199e+01 7.206130747213381937e+01 2.915309200628827258e-01
3.187593796898449455e+03 7.231118705049796347e+01 7.202023484122884156e+01 2.909522092691257944e-01
3.189594797398699484e+03 7.226958144371728565e+01 7.197920639541572996e+01 2.903750483015619666e-01
3.191595797898949513e+03 7.222802150049628267e+01 7.193822206858179413e+01 2.897994319144929221e-01
3.193596798399199997e+03 7.218650714961556503e+01 7.189728179473182479e+01 2.892253548837442900e-01
3.195597798899450027e+03 7.214503831999452643e+01 7.185638550798796587e+01 2.886528120065627312e-01
3.197598799399700056e+03 7.210361494069086064e+01 7.181553314258934506e+01 2.880817981015113549e-01
3.199599799899950085e+03 7.206223694090040510e+01 7.177472463289203120e+01 2.875123080083673566e-01
3.201600800400200569e+03 7.202090424995670048e+01 7.173395991336867894e+01 2.869443365880198216e-01
3.203601800900450598e+03 7.197961679733083429e+01 7.169323891860847198e+01 2.863778787223684730e-01
3.205602801400700628e+03 7.193837451263101457e+01 7.165256158331679615e+01 2.858129293142213645e-01
3.207603801900950657e+03 7.189717732560225727e+01 7.161192784231506892e+01 2.852494832871951269e-01
3.209604802401200686e+03 7.185602516612618729e+01 7.157133763054056885e+01 2.846875355856149925e-01
3.211605802901451170e+03 7.181491796422061213e+01 7.153079088304619404e+01 2.841270811744147085e-01
3.213606803401701200e+03 7.177385565003932300e+01 7.149028753500027733e+01 2.835681150390388372e-01
3.215607803901951229e+03 7.173283815387168261e+01 7.144982752168634477e+01 2.830106321853423923e-01
3.217608804402201258e+03 7.169186540614244052e+01 7.140941077850294505e+01 2.824546276394951927e-01
3.219609804902451287e+03 7.165093733741133519e+01 7.136903724096345059e+01 2.819000964478828863e-01
3.221610805402701772e+03 7.161005387837282399e+01 7.132870684469581590e+01 2.813470336770110825e-01
3.223611805902951801e+03 7.156921495985582737e+01 7.128841952544242133e+01 2.807954344134093172e-01
3.225612806403201830e+03 7.152842051282334523e+01 7.124817521905981721e+01 2.802452937635344643e-01
3.227613806903451859e+03 7.148767046837221528e+01 7.120797386151853914e+01 2.796966068536762551e-01
3.229614807403701889e+03 7.144696475773278621e+01 7.116781538890292325e+01 2.791493688298625764e-01
3.231615807903952373e+03 7.140630331226867611e+01 7.112769973741090723e+01 2.786035748577649906e-01
3.233616808404202402e+03 7.136568606347637456e+01 7.108762684335377458e+01 2.780592201226056437e-01
3.235617808904452431e+03 7.132511294298504367e+01 7.104759664315598400e+01 2.775162998290640060e-01
3.237618809404702461e+03 7.128458388255617706e+01 7.100760907335499894e+01 2.769748092011839469e-01
3.239619809904952945e+03 7.124409881408328715e+01 7.096766407060100335e+01 2.764347434822820304e-01
3.241620810405202974e+03 7.120365766959167786e+01 7.092776157165681639e+01 2.758960979348560882e-01
3.243621810905453003e+03 7.116326038123806086e+01 7.088790151339756562e+01 2.753588678404937373e-01
3.245622811405703033e+03 7.112290688131032823e+01 7.084808383281054489e+01 2.748230484997818412e-01
3.247623811905953062e+03 7.108259710222722561e+01 7.080830846699501535e+01 2.742886352322171928e-01
3.249624812406203546e+03 7.104233097653813900e+01 7.076857535316202075e+01 2.737556233761156976e-01
3.251625812906453575e+03 7.100210843692262586e+01 7.072888442863410319e+01 2.732240082885243893e-01
3.253626813406703604e+03 7.096192941619037242e+01 7.068923563084524631e+01 2.726937853451322780e-01
3.255627813906953634e+03 7.092179384728065372e+01 7.064962889734047735e+01 2.721649499401823658e-01
3.257628814407203663e+03 7.088170166326226251e+01 7.061006416577588141e+01 2.716374974863838276e-01
3.259629814907454147e+03 7.084165279733302611e+01 7.057054137391820348e+01 2.711114234148252478e-01
3.261630815407704176e+03 7.080164718281967851e+01 7.053106045964479165e+01 2.705867231748876334e-01
3.263631815907954206e+03 7.076168475317750506e+01 7.049162136094334130e+01 2.700633922341581505e-01
3.265632816408204235e+03 7.072176544199001569e+01 7.045222401591166772e+01 2.695414260783446370e-01
3.267633816908454264e+03 7.068188918296877432e+01 7.041286836275757821e+01 2.690208202111899483e-01
3.269634817408704748e+03 7.064205590995297257e+01 7.037355433979858788e+01 2.685015701543875810e-01
3.271635817908954778e+03 7.060226555690927341e+01 7.033428188546177751e+01 2.679836714474970183e-01
3.273636818409204807e+03 7.056251805793145593e+01 7.029505093828359463e+01 2.674671196478599633e-01
3.275637818909454836e+03 7.052281334724015949e+01 7.025586143690964036e+01 2.669519103305167951e-01
3.277638819409705320e+03 7.048315135918250007e+01 7.021671332009437094e+01 2.664380390881231908e-01
3.279639819909955349e+03 7.044353202823204185e+01 7.017760652670116883e+01 2.659255015308687464e-01
3.281640820410205379e+03 7.040395528898821453e+01 7.013854099570181688e+01 2.654142932863936544e-01
3.283641820910455408e+03 7.036442107617627073e+01 7.009951666617656940e+01 2.649044099997074353e-01
3.285642821410705437e+03 7.032492932464685964e+01 7.006053347731375425e+01 2.643958473331078918e-01
3.287643821910955921e+03 7.028547996937575704e+01 7.002159136840965914e+01 2.638886009661002285e-01
3.289644822411205951e+03 7.024607294546376579e+01 6.998269027886844640e+01 2.633826665953167834e-01
3.291645822911455980e+03 7.020670818813616165e+01 6.994383014820172662e+01 2.628780399344368135e-01
3.293646823411706009e+03 7.016738563274259377e+01 6.990501091602848760e+01 2.623747167141072811e-01
3.295647823911956039e+03 7.012810521475684311e+01 6.986623252207498069e+01 2.618726926818638612e-01
3.297648824412206523e+03 7.008886686977636771e+01 6.982749490617432286e+01 2.613719636020517267e-01
3.299649824912456552e+03 7.004967053352223161e+01 6.978879800826648250e+01 2.608725252557484442e-01
3.301650825412706581e+03 7.001051614183869276e+01 6.975014176839800939e+01 2.603743734406850363e-01
3.303651825912956610e+03 6.997140363069297564e+01 6.971152612672180737e+01 2.598775039711692103e-01
3.305652826413206640e+03 6.993233293617498703e+01 6.967295102349697800e+01 2.593819126780081974e-01
3.307653826913457124e+03 6.989330399449704601e+01 6.963441639908860736e+01 2.588875954084321473e-01
3.309654827413707153e+03 6.985431674199365659e+01 6.959592219396763824e+01 2.583945480260185779e-01
3.311655827913957182e+03 6.981537111512118088e+01 6.955746834871057160e+01 2.579027664106157136e-01
3.313656828414207212e+03 6.977646705045758324e+01 6.951905480399931037e+01 2.574122464582677683e-01
3.315657828914457696e+03 6.973760448470216033e+01 6.948068150062101722e+01 2.569229840811395604e-01
3.317658829414707725e+03 6.969878335467527108e+01 6.944234837946783045e+01 2.564349752074429056e-01
3.319659829914957754e+03 6.966000359731813774e+01 6.940405538153677867e+01 2.559482157813613434e-01
3.321660830415207784e+03 6.962126514969246216e+01 6.936580244792948235e+01 2.554627017629770291e-01
3.323661830915457813e+03 6.958256794898018427e+01 6.932758951985198337e+01 2.549784291281971815e-01
3.325662831415708297e+03 6.954391193248328307e+01 6.928941653861460281e+01 2.544953938686813077e-01
3.327663831915958326e+03 6.950529703762347822e+01 6.925128344563171368e+01 2.540135919917686502e-01
3.329664832416208355e+03 6.946672320194197425e+01 6.921319018242157028e+01 2.535330195204058001e-01
3.331665832916458385e+03 6.942819036309913372e+01 6.917513669060605253e+01 2.530536724930745884e-01
3.333666833416708414e+03 6.938969845887429244e+01 6.913712291191056636e+01 2.525755469637217532e-01
3.335667833916958898e+03 6.935124742716544688e+01 6.909914878816375960e+01 2.520986390016866086e-01
3.337668834417208927e+03 6.931283720598904097e+01 6.906121426129740826e+01 2.516229446916312673e-01
3.339669834917458957e+03 6.927446773347963926e+01 6.902331927334617490e+01 2.511484601334700861e-01
3.341670835417708986e+03 6.923613894788975642e+01 6.898546376644745237e+01 2.506751814422994995e-01
3.343671835917959015e+03 6.919785078758941665e+01 6.894764768284109380e+01 2.502031047483286863e-01
3.345672836418209499e+03 6.915960319106619636e+01 6.890987096486938412e+01 2.497322261968105417e-01
3.347673836918459529e+03 6.912139609692459885e+01 6.887213355497662803e+01 2.492625419479726767e-01
3.349674837418709558e+03 6.908322944388616804e+01 6.883443539570922098e+01 2.487940481769486956e-01
3.351675837918959587e+03 6.904510317078890580e+01 6.879677642971519447e+01 2.483267410737107772e-01
3.353676838419210071e+03 6.900701721658718668e+01 6.875915659974418759e+01 2.478606168430010914e-01
3.355677838919460100e+03 6.896897152035153056e+01 6.872157584864726232e+01 2.473956717042653797e-01
3.357678839419710130e+03 6.893096602126820471e+01 6.868403411937661929e+01 2.469319018915847597e-01
3.359679839919960159e+03 6.889300065863908173e+01 6.864653135498546987e+01 2.464693036536103055e-01
3.361680840420210188e+03 6.885507537188136951e+01 6.860906749862787990e+01 2.460078732534956014e-01
3.363681840920460672e+03 6.881719010052732699e+01 6.857164249355849961e+01 2.455476069688316276e-01
3.365682841420710702e+03 6.877934478422399422e+01 6.853425628313240736e+01 2.450885010915805629e-01
3.367683841920960731e+03 6.874153936273299337e+01 6.849690881080498173e+01 2.446305519280107810e-01
3.369684842421210760e+03 6.870377377593024448e+01 6.845960002013161727e+01 2.441737557986318197e-01
3.371685842921460790e+03 6.866604796380575237e+01 6.842232985476762508e+01 2.437181090381296822e-01
3.373686843421711274e+03 6.862836186646325132e+01 6.838509825846794854e+01 2.432636079953026942e-01
3.375687843921961303e+03 6.859071542412007716e+01 6.834790517508707808e+01 2.428102490329976659e-01
3.377688844422211332e+03 6.855310857710685468e+01 6.831075054857880957e+01 2.423580285280459157e-01
3.379689844922461361e+03 6.851554126586727023e+01 6.827363432299607382e+01 2.419069428712004310e-01
3.381690845422711391e+03 6.847801343095780169e+01 6.823655644249072338e+01 2.414569884670726418e-01
3.383691845922961875e+03 6.844052501304742009e+01 6.819951685131334784e+01 2.410081617340696092e-01
3.385692846423211904e+03 6.840307595291751852e+01 6.816251549381318853e+01 2.405604591043328522e-01
3.387693846923461933e+03 6.836566619146147161e+01 6.812555231443779746e+01 2.401138770236746767e-01
3.389694847423711963e+03 6.832829566968443658e+01 6.808862725773292368e+01 2.396684119515179179e-01
3.391695847923962447e+03 6.829096432870325373e+01 6.805174026834241374e+01 2.392240603608337679e-01
3.393696848424212476e+03 6.825367210974596333e+01 6.801489129100788489e+01 2.387808187380816016e-01
3.395697848924462505e+03 6.821641895415173451e+01 6.797808027056858293e+01 2.383386835831474149e-01
3.397698849424712535e+03 6.817920480337058109e+01 6.794130715196129700e+01 2.378976514092839833e-01
3.399699849924962564e+03 6.814202959896303469e+01 6.790457188021999002e+01 2.374577187430506053e-01
3.401700850425213048e+03 6.810489328260005948e+01 6.786787440047581299e+01 2.370188821242535104e-01
3.403701850925463077e+03 6.806779579606271113e+01 6.783121465795682070e+01 2.365811381058863516e-01
3.405702851425713106e+03 6.803073708124183838e+01 6.779459259798777282e+01 2.361444832540709471e-01
3.407703851925963136e+03 6.799371708013792670e+01 6.775800816598993492e+01 2.357089141479986882e-01
3.409704852426213165e+03 6.795673573486095620e+01 6.772146130748107851e+01 2.352744273798716701e-01
3.411705852926463649e+03 6.791979298762984740e+01 6.768495196807499781e+01 2.348410195548447377e-01
3.413706853426713678e+03 6.788288878077254651e+01 6.764848009348158087e+01 2.344086872909677266e-01
3.415707853926963708e+03 6.784602305672569855e+01 6.761204562950656793e+01 2.339774272191274818e-01
3.417708854427213737e+03 6.780919575803424948e+01 6.757564852205125305e+01 2.335472359829905142e-01
3.419709854927463766e+03 6.777240682735141775e+01 6.753928871711246984e+01 2.331181102389464910e-01
3.421710855427714250e+03 6.773565620743829641e+01 6.750296616078225043e+01 2.326900466560505032e-01
3.423711855927964280e+03 6.769894384116379626e+01 6.746668079924782546e+01 2.322630419159680826e-01
3.425712856428214309e+03 6.766226967150419114e+01 6.743043257879126884e+01 2.318370927129176362e-01
3.427713856928464338e+03 6.762563364154304679e+01 6.739422144578942664e+01 2.314121957536152685e-01
3.429714857428714822e+03 6.758903569447092252e+01 6.735804734671370397e+01 2.309883477572189647e-01
3.431715857928964851e+03 6.755247577358515798e+01 6.732191022812988024e+01 2.305655454552737460e-01
3.433716858429214881e+03 6.751595382228960318e+01 6.728581003669795280e+01 2.301437855916561026e-01
3.435717858929464910e+03 6.747946978409443375e+01 6.724974671917190960e+01 2.297230649225192600e-01
3.437718859429714939e+03 6.744302360261585250e+01 6.721372022239961552e+01 2.293033802162393053e-01
3.439719859929965423e+03 6.740661522157598995e+01 6.717773049332262758e+01 2.288847282533604255e-01
3.441720860430215453e+03 6.737024458480247802e+01 6.714177747897593918e+01 2.284671058265413390e-01
3.443721860930465482e+03 6.733391163622835052e+01 6.710586112648785218e+01 2.280505097405013948e-01
3.445722861430715511e+03 6.729761631989185844e+01 6.706998138307989166e+01 2.276349368119675864e-01
3.447723861930965541e+03 6.726135857993604361e+01 6.703413819606642221e+01 2.272203838696209843e-01
3.449724862431216025e+03 6.722513836060872450e+01 6.699833151285467636e+01 2.268068477540444161e-01
3.451725862931466054e+03 6.718895560626214092e+01 6.696256128094447035e+01 2.263943253176697867e-01
3.453726863431716083e+03 6.715281026135278353e+01 6.692682744792806204e+01 2.259828134247255094e-01
3.455727863931966112e+03 6.711670227044108117e+01 6.689112996148989509e+01 2.255723089511848800e-01
3.457728864432216142e+03 6.708063157819131561e+01 6.685546876940659899e+01 2.251628087847140636e-01
3.459729864932466626e+03 6.704459812937122365e+01 6.681984381954660535e+01 2.247543098246207460e-01
3.461730865432716655e+03 6.700860186885199710e+01 6.678425505987019051e+01 2.243468089818031475e-01
3.463731865932966684e+03 6.697264274160774278e+01 6.674870243842904927e+01 2.239403031786983411e-01
3.465732866433216714e+03 6.693672069271556779e+01 6.671318590336633747e+01 2.235347893492323490e-01
3.467733866933467198e+03 6.690083566735515319e+01 6.667770540291638781e+01 2.231302644387691270e-01
3.469734867433717227e+03 6.686498761080866871e+01 6.664226088540461035e+01 2.227267254040609656e-01
3.471735867933967256e+03 6.682917646846043169e+01 6.660685229924723672e+01 2.223241692131978919e-01
3.473736868434217286e+03 6.679340218579670818e+01 6.657147959295114958e+01 2.219225928455583197e-01
3.475737868934467315e+03 6.675766470840558497e+01 6.653614271511382583e+01 2.215219932917596168e-01
3.477738869434717799e+03 6.672196398197658596e+01 6.650084161442298125e+01 2.211223675536087563e-01
3.479739869934967828e+03 6.668629995230065788e+01 6.646557623965659900e+01 2.207237126440537989e-01
3.481740870435217857e+03 6.665067256526974404e+01 6.643034653968260272e+01 2.203260255871346551e-01
3.483741870935467887e+03 6.661508176687667060e+01 6.639515246345872868e+01 2.199293034179349571e-01
3.485742871435717916e+03 6.657952750321491919e+01 6.635999396003238360e+01 2.195335431825338190e-01
3.487743871935968400e+03 6.654400972047839957e+01 6.632487097854044578e+01 2.191387419379575707e-01
3.489744872436218429e+03 6.650852836496126486e+01 6.628978346820913714e+01 2.187448967521329335e-01
3.491745872936468459e+03 6.647308338305759889e+01 6.625473137835376747e+01 2.183520047038383372e-01
3.493746873436718488e+03 6.643767472126128837e+01 6.621971465837863491e+01 2.179600628826573738e-01
3.495747873936968972e+03 6.640230232616575279e+01 6.618473325777682703e+01 2.175690683889317800e-01
3.497748874437219001e+03 6.636696614446381659e+01 6.614978712613010714e+01 2.171790183337146407e-01
3.499749874937469031e+03 6.633166612294733966e+01 6.611487621310861584e+01 2.167899098387236767e-01
3.501750875437719060e+03 6.629640220850713206e+01 6.608000046847084263e+01 2.164017400362948096e-01
3.503751875937969089e+03 6.626117434813268403e+01 6.604515984206334167e+01 2.160145060693367258e-01
3.505752876438219573e+03 6.622598248891199546e+01 6.601035428382071757e+01 2.156282050912842752e-01
3.507753876938469602e+03 6.619082657803129166e+01 6.597558374376524171e+01 2.152428342660536176e-01
3.509754877438719632e+03 6.615570656277488126e+01 6.594084817200688065e+01 2.148583907679959271e-01
3.511755877938969661e+03 6.612062239052485779e+01 6.590614751874299770e+01 2.144748717818531214e-01
3.513756878439219690e+03 6.608557400876100019e+01 6.587148173425828190e+01 2.140922745027124263e-01
3.515757878939470174e+03 6.605056136506043174e+01 6.583685076892446375e+01 2.137105961359616058e-01
3.517758879439720204e+03 6.601558440709754905e+01 6.580225457320030102e+01 2.133298338972449970e-01
3.519759879939970233e+03 6.598064308264370936e+01 6.576769309763129456e+01 2.129499850124188520e-01
3.521760880440220262e+03 6.594573733956703165e+01 6.573316629284951773e+01 2.125710467175069007e-01
3.523761880940470292e+03 6.591086712583219764e+01 6.569867410957354537e+01 2.121930162586574686e-01
3.525762881440720776e+03 6.587603238950029549e+01 6.566421649860819798e+01 2.118158908920989292e-01
3.527763881940970805e+03 6.584123307872853559e+01 6.562979341084444229e+01 2.114396678840972377e-01
3.529764882441220834e+03 6.580646914177008000e+01 6.559540479725916384e+01 2.110643445109117999e-01
3.531765882941470863e+03 6.577174052697378670e+01 6.556105060891503911e+01 2.106899180587532561e-01
3.533766883441721347e+03 6.573704718278408166e+01 6.552673079696033653e+01 2.103163858237400985e-01
3.535767883941971377e+03 6.570238905774070304e+01 6.549244531262884550e+01 2.099437451118568443e-01
3.537768884442221406e+03 6.566776610047847385e+01 6.545819410723956366e+01 2.095719932389112083e-01
3.539769884942471435e+03 6.563317825972720243e+01 6.542397713219671118e+01 2.092011275304918871e-01
3.541770885442721465e+03 6.559862548431128459e+01 6.538979433898936122e+01 2.088311453219270364e-01
3.543771885942971949e+03 6.556410772314970359e+01 6.535564567919146839e+01 2.084620439582422768e-01
3.545772886443221978e+03 6.552962492525571747e+01 6.532153110446159872e+01 2.080938207941195606e-01
3.547773886943472007e+03 6.549517703973661753e+01 6.528745056654275913e+01 2.077264731938553155e-01
3.549774887443722037e+03 6.546076401579364301e+01 6.525340401726232642e+01 2.073599985313198668e-01
3.551775887943972066e+03 6.542638580272168269e+01 6.521939140853176298e+01 2.069943941899159701e-01
3.553776888444222550e+03 6.539204234990910436e+01 6.518541269234655999e+01 2.066296575625387877e-01
3.555777888944472579e+03 6.535773360683755584e+01 6.515146782078602428e+01 2.062657860515352548e-01
3.557778889444722608e+03 6.532345952308179449e+01 6.511755674601313615e+01 2.059027770686631398e-01
3.559779889944972638e+03 6.528922004830940296e+01 6.508367942027435049e+01 2.055406280350517145e-01
3.561780890445222667e+03 6.525501513228063288e+01 6.504983579589946885e+01 2.051793363811616200e-01
3.563781890945473151e+03 6.522084472484823436e+01 6.501602582530148311e+01 2.048188995467448426e-01
3.565782891445723180e+03 6.518670877595722857e+01 6.498224946097641919e+01 2.044593149808058286e-01
3.567783891945973210e+03 6.515260723564470879e+01 6.494850665550315227e+01 2.041005801415617105e-01
3.569784892446223239e+03 6.511854005403965573e+01 6.491479736154325053e+01 2.037426924964030328e-01
3.571785892946473723e+03 6.508450718136265323e+01 6.488112153184080455e+01 2.033856495218553662e-01
3.573786893446723752e+03 6.505050856792588831e+01 6.484747911922234209e+01 2.030294487035403939e-01
3.575787893946973782e+03 6.501654416413272486e+01 6.481387007659658650e+01 2.026740875361368599e-01
3.577788894447223811e+03 6.498261392047766094e+01 6.478029435695431459e+01 2.023195635233430156e-01
3.579789894947473840e+03 6.494871778754604463e+01 6.474675191336820035e+01 2.019658741778376232e-01
3.581790895447724324e+03 6.491485571601396032e+01 6.471324269899271542e+01 2.016130170212426520e-01
3.583791895947974353e+03 6.488102765664795868e+01 6.467976666706387334e+01 2.012609895840851981e-01
3.585792896448224383e+03 6.484723356030490038e+01 6.464632377089914428e+01 2.009097894057597922e-01
3.587793896948474412e+03 6.481347337793177132e+01 6.461291396389728448e+01 2.005594140344909015e-01
3.589794897448724441e+03 6.477974706056542686e+01 6.457953719953813732e+01 2.002098610272959045e-01
3.591795897948974925e+03 6.474605455933247811e+01 6.454619343138253384e+01 1.998611279499478699e-01
3.593796898449224955e+03 6.471239582544906455e+01 6.451288261307212224e+01 1.995132123769389476e-01
3.595797898949474984e+03 6.467877081022061247e+01 6.447960469832916885e+01 1.991661118914429818e-01
3.597798899449725013e+03 6.464517946504172130e+01 6.444635964095644454e+01 1.988198240852796783e-01
3.599799899949975043e+03 6.461162174139596459e+01 6.441314739483708252e+01 1.984743465588779676e-01
3.601800900450225527e+03 6.457809759085563428e+01 6.437996791393439366e+01 1.981296769212395614e-01
3.603801900950475556e+03 6.454460696508158435e+01 6.434682115229168176e+01 1.977858127899035090e-01
3.605802901450725585e+03 6.451114981582308872e+01 6.431370706403217241e+01 1.974427517909099206e-01
3.607803901950975614e+03 6.447772609491757123e+01 6.428062560335879994e+01 1.971004915587643014e-01
3.609804902451226098e+03 6.444433575429042094e+01 6.424757672455402258e+01 1.967590297364022744e-01
3.611805902951476128e+03 6.441097874595494943e+01 6.421456038197979410e+01 1.964183639751543031e-01
3.613806903451726157e+03 6.437765502201196455e+01 6.418157653007725116e+01 1.960784919347102473e-01
3.615807903951976186e+03 6.434436453464974193e+01 6.414862512336665645e+01 1.957394112830845856e-01
3.617808904452226216e+03 6.431110723614385449e+01 6.411570611644727080e+01 1.954011196965816377e-01
3.619809904952476700e+03 6.427788307885684560e+01 6.408281946399708318e+01 1.950636148597605923e-01
3.621810905452726729e+03 6.424469201523818640e+01 6.404996512077278226e+01 1.947268944654018119e-01
3.623811905952976758e+03 6.421153399782402005e+01 6.401714304160954327e+01 1.943909562144714998e-01
3.625812906453226788e+03 6.417840897923696275e+01 6.398435318142087169e+01 1.940557978160881436e-01
3.627813906953476817e+03 6.414531691218593323e+01 6.395159549519844688e+01 1.937214169874886260e-01
3.629814907453727301e+03 6.411225774946605327e+01 6.391886993801205818e+01 1.933878114539940019e-01
3.631815907953977330e+03 6.407923144395830661e+01 6.388617646500933489e+01 1.930549789489762746e-01
3.633816908454227359e+03 6.404623794862945374e+01 6.385351503141562546e+01 1.927229172138245350e-01
3.635817908954477389e+03 6.401327721653183289e+01 6.382088559253392646e+01 1.923916239979117371e-01
3.637818909454727418e+03 6.398034920080318955e+01 6.378828810374462677e+01 1.920610970585616417e-01
