# w J_total  J_DrudeLorentz  J_BrownianOscillator
1.030515257628814425e+03 1.796348013090870381e+02 1.597884377864072576e+02 1.984636352267978765e+01
1.032516258129064681e+03 1.793211564767096036e+02 1.596739831667112810e+02 1.964717330999831191e+01
1.034517258629314711e+03 1.790101208813582900e+02 1.595593152527630139e+02 1.945080562859527973e+01
1.036518259129564967e+03 1.787016465223798605e+02 1.594444374973423066e+02 1.925720902503755028e+01
1.038519259629814997e+03 1.783956865049503051e+02 1.593293533232024117e+02 1.906633318174789338e+01
1.040520260130065026e+03 1.780921950111949172e+02 1.592140661232911043e+02 1.887812888790380583e+01
1.042521260630315282e+03 1.777911272721449052e+02 1.590985792609710927e+02 1.869254801117382314e+01
1.044522261130565312e+03 1.774924395405036819e+02 1.589828960702386382e+02 1.850954347026503299e+01
1.046523261630815568e+03 1.771960890641973094e+02 1.588670198559412654e+02 1.832906920825604402e+01
1.048524262131065598e+03 1.769020340606858497e+02 1.587509538939944491e+02 1.815108016669139346e+01
1.050525262631315627e+03 1.766102336920093308e+02 1.586347014315963975e+02 1.797553226041291907e+01
1.052526263131565884e+03 1.763206480405481500e+02 1.585182656874423230e+02 1.780238235310583050e+01
1.054527263631815913e+03 1.760332380854739824e+02 1.584016498519371794e+02 1.763158823353679239e+01
1.056528264132066170e+03 1.757479656798697647e+02 1.582848570874071470e+02 1.746310859246261771e+01
1.058529264632316199e+03 1.754647935284987454e+02 1.581678905283097549e+02 1.729690300018899762e+01
1.060530265132566456e+03 1.751836851662023378e+02 1.580507532814433489e+02 1.713293188475898532e+01
1.062531265632816485e+03 1.749046049369065656e+02 1.579334484261546265e+02 1.697115651075194265e+01
1.064532266133066514e+03 1.746275179732194260e+02 1.578159790145453769e+02 1.681153895867404557e+01
1.066533266633316771e+03 1.743523901766001813e+02 1.576983480716778274e+02 1.665404210492234327e+01
1.068534267133566800e+03 1.740791881980838411e+02 1.575805585957790527e+02 1.649862960230479558e+01
1.070535267633817057e+03 1.738078794195427008e+02 1.574626135584436497e+02 1.634526586109904756e+01
1.072536268134067086e+03 1.735384319354696459e+02 1.573445159048356743e+02 1.619391603063397156e+01
1.074537268634317343e+03 1.732708145352666804e+02 1.572262685538890707e+02 1.604454598137762034e+01
1.076538269134567372e+03 1.730049966860238158e+02 1.571078743985071640e+02 1.589712228751664647e+01
1.078539269634817401e+03 1.727409485157723452e+02 1.569893363057604461e+02 1.575161221001189205e+01
1.080540270135067658e+03 1.724786407972000291e+02 1.568706571170838231e+02 1.560798368011620063e+01
1.082541270635317687e+03 1.722180449318123010e+02 1.567518396484720142e+02 1.546620528334027433e+01
1.084542271135567944e+03 1.719591329345273891e+02 1.566328866906743258e+02 1.532624624385306866e+01
1.086543271635817973e+03 1.717018774186915380e+02 1.565138010093875494e+02 1.518807640930399216e+01
1.088544272136068230e+03 1.714462515815021959e+02 1.563945853454482915e+02 1.505166623605391685e+01
1.090545272636318259e+03 1.711922291898271453e+02 1.562752424150238824e+02 1.491698677480327007e+01
1.092546273136568288e+03 1.709397845664066722e+02 1.561557749098017780e+02 1.478400965660487998e+01
1.094547273636818545e+03 1.706888925764288558e+02 1.560361854971782520e+02 1.465270707925060023e+01
1.096548274137068574e+03 1.704395286144661839e+02 1.559164768204456664e+02 1.452305179402050683e+01
1.098549274637318831e+03 1.701916685917622090e+02 1.557966514989784628e+02 1.439501709278373731e+01
1.100550275137568860e+03 1.699452889238592093e+02 1.556767121284181030e+02 1.426857679544110091e+01
1.102551275637818890e+03 1.697003665185558248e+02 1.555566612808569289e+02 1.414370523769891008e+01
1.104552276138069146e+03 1.694568787641851486e+02 1.554365015050204306e+02 1.402037725916471800e+01
1.106553276638319176e+03 1.692148035182043202e+02 1.553162353264488900e+02 1.389856819175542668e+01
1.108554277138569432e+03 1.689741190960859853e+02 1.551958652476774887e+02 1.377825384840850376e+01
1.110555277638819462e+03 1.687348042605030685e+02 1.550753937484151948e+02 1.365941051208786305e+01
1.112556278139069718e+03 1.684968382107981881e+02 1.549548232857227390e+02 1.354201492507544380e+01
1.114557278639319748e+03 1.682602005727300991e+02 1.548341562941893983e+02 1.342604427854070082e+01
1.116558279139569777e+03 1.680248713884878384e+02 1.547133951861083858e+02 1.331147620237945617e+01
1.118559279639820033e+03 1.677908311069660670e+02 1.545925423516512183e+02 1.319828875531485401e+01
1.120560280140070063e+03 1.675580605742939042e+02 1.544716001590411736e+02 1.308646041525272352e+01
1.122561280640320319e+03 1.673265410246088152e+02 1.543505709547249864e+02 1.297597006988382695e+01
1.124562281140570349e+03 1.670962540710707458e+02 1.542294570635442597e+02 1.286679700752648969e+01
1.126563281640820605e+03 1.668671816971069859e+02 1.541082607889048290e+02 1.275892090820216929e+01
1.128564282141070635e+03 1.666393062478836669e+02 1.539869844129457590e+02 1.265232183493790252e+01
1.130565282641320664e+03 1.664126104219953390e+02 1.538656301967065758e+02 1.254698022528877743e+01
1.132566283141570921e+03 1.661870772633684794e+02 1.537442003802939894e+02 1.244287688307448470e+01
1.134567283641820950e+03 1.659626901533708008e+02 1.536226971830469097e+02 1.233999297032390352e+01
1.136568284142071207e+03 1.657394328031225541e+02 1.535011228037008948e+02 1.223830999942166997e+01
1.138569284642321236e+03 1.655172892460022354e+02 1.533794794205508367e+02 1.213780982545140219e+01
1.140570285142571265e+03 1.652962438303430304e+02 1.532577691916132210e+02 1.203847463872980050e+01
1.142571285642821522e+03 1.650762812123133187e+02 1.531359942547868229e+02 1.194028695752648517e+01
1.144572286143071551e+03 1.648573863489768883e+02 1.530141567280124946e+02 1.184322962096439724e+01
1.146573286643321808e+03 1.646395444915273458e+02 1.528922587094317294e+02 1.174728578209562713e+01
1.148574287143571837e+03 1.644227411786924051e+02 1.527703022775443458e+02 1.165243890114805048e+01
1.150575287643822094e+03 1.642069622303026790e+02 1.526482894913648352e+02 1.155867273893785097e+01
1.152576288144072123e+03 1.639921937410214241e+02 1.525262223905778569e+02 1.146597135044356186e+01
1.154577288644322152e+03 1.637784220742293542e+02 1.524041029956923410e+02 1.137431907853701318e+01
1.156578289144572409e+03 1.635656338560619929e+02 1.522819333081949367e+02 1.128370054786707044e+01
1.158579289644822438e+03 1.633538159695940521e+02 1.521597153107020972e+02 1.119410065889196559e+01
1.160580290145072695e+03 1.631429555491672545e+02 1.520374509671111980e+02 1.110550458205604940e+01
1.162581290645322724e+03 1.629330399748578202e+02 1.519151422227505748e+02 1.101789775210725075e+01
1.164582291145572981e+03 1.627240568670796392e+02 1.517927910045283681e+02 1.093126586255128530e+01
1.166583291645823010e+03 1.625159940813199171e+02 1.516703992210808565e+02 1.084559486023906771e+01
1.168584292146073039e+03 1.623088397030025192e+02 1.515479687629189414e+02 1.076087094008358847e+01
1.170585292646323296e+03 1.621025820424771382e+02 1.514255015025742068e+02 1.067708053990292605e+01
1.172586293146573325e+03 1.618972096301297938e+02 1.513029992947438132e+02 1.059421033538597889e+01
1.174587293646823582e+03 1.616927112116116803e+02 1.511804639764340834e+02 1.051224723517760218e+01
1.176588294147073611e+03 1.614890757431836050e+02 1.510578973671035499e+02 1.043117837608005871e+01
1.178589294647323641e+03 1.612862923871721819e+02 1.509353012688045510e+02 1.035099111836761843e+01
1.180590295147573897e+03 1.610843505075352198e+02 1.508126774663238621e+02 1.027167304121135061e+01
1.182591295647823927e+03 1.608832396655342336e+02 1.506900277273229278e+02 1.019321193821131644e+01
1.184592296148074183e+03 1.606829496155089316e+02 1.505673538024759068e+02 1.011559581303303013e+01
1.186593296648324213e+03 1.604834703007538792e+02 1.504446574256079714e+02 1.003881287514590070e+01
1.188594297148574469e+03 1.602847918494924215e+02 1.503219403138319024e+02 9.962851535660510294e+00
1.190595297648824499e+03 1.600869045709462739e+02 1.501992041676836891e+02 9.887700403262599025e+00
1.192596298149074528e+03 1.598897989514984204e+02 1.500764506712575610e+02 9.813348280240866472e+00
1.194597298649324784e+03 1.596934656509459387e+02 1.499536814923395411e+02 9.739784158606410003e+00
1.196598299149574814e+03 1.594978954988419559e+02 1.498308982825406019e+02 9.666997216301362883e+00
1.198599299649825070e+03 1.593030794909224142e+02 1.497081026774281156e+02 9.594976813494312751e+00
1.200600300150075100e+03 1.591090087856177320e+02 1.495852962966572477e+02 9.523712488960487832e+00
1.202601300650325356e+03 1.589156747006447574e+02 1.494624807441004464e+02 9.453193956544318155e+00
1.204602301150575386e+03 1.587230687096792963e+02 1.493396576079768465e+02 9.383411101702444412e+00
1.206603301650825415e+03 1.585311824391050095e+02 1.492168284609800253e+02 9.314353978124982447e+00
1.208604302151075672e+03 1.583400076648383106e+02 1.490939948604051892e+02 9.246012804433132004e+00
1.210605302651325701e+03 1.581495363092268178e+02 1.489711583482755941e+02 9.178377960951223713e+00
1.212606303151575958e+03 1.579597604380186624e+02 1.488483204514674867e+02 9.111439986551172154e+00
1.214607303651825987e+03 1.577706722574022535e+02 1.487254826818345350e+02 9.045189575567716744e+00
1.216608304152076016e+03 1.575822641111138296e+02 1.486026465363313775e+02 8.979617574782444933e+00
1.218609304652326273e+03 1.573945284776110896e+02 1.484798134971359787e+02 8.914714980475109130e+00
1.220610305152576302e+03 1.572074579673115409e+02 1.483569850317712167e+02 8.850472935540336650e+00
1.222611305652826559e+03 1.570210453198938580e+02 1.482341625932256477e+02 8.786882726668224564e+00
1.224612306153076588e+03 1.568352834016605470e+02 1.481113476200733317e+02 8.723935781587224270e+00
1.226613306653326845e+03 1.566501652029601814e+02 1.479885415365924928e+02 8.661623666367679775e+00
1.228614307153576874e+03 1.564656838356686421e+02 1.478657457528839529e+02 8.599938082784676752e+00
1.230615307653826903e+03 1.562818325307263194e+02 1.477429616649877744e+02 8.538870865738539706e+00
1.232616308154077160e+03 1.560986046357315900e+02 1.476201906549998739e+02 8.478413980731719590e+00
1.234617308654327189e+03 1.559159936125879824e+02 1.474974340911873298e+02 8.418559521400652557e+00
1.236618309154577446e+03 1.557339930352038948e+02 1.473746933281027793e+02 8.359299707101124355e+00
1.238619309654827475e+03 1.555525965872441532e+02 1.472519697066981053e+02 8.300626880546042585e+00
1.240620310155077732e+03 1.553717980599315922e+02 1.471292645544374693e+02 8.242533505494114010e+00
1.242621310655327761e+03 1.551915913498973225e+02 1.470065791854089241e+02 8.185012164488400188e+00
1.244622311155577790e+03 1.550119704570790873e+02 1.468839149004357125e+02 8.128055556643367652e+00
1.246623311655828047e+03 1.548329294826658611e+02 1.467612729871865156e+02 8.071656495479352600e+00
1.248624312156078076e+03 1.546544626270882077e+02 1.466386547202848760e+02 8.015807906803338767e+00
1.250625312656328333e+03 1.544765641880525209e+02 1.465160613614177691e+02 7.960502826634752616e+00
1.252626313156578362e+03 1.542992285586188075e+02 1.463934941594433496e+02 7.905734399175470273e+00
1.254627313656828619e+03 1.541224502253208470e+02 1.462709543504981582e+02 7.851495874822681742e+00
1.256628314157078648e+03 1.539462237663267103e+02 1.461484431581028502e+02 7.797780608223860987e+00
1.258629314657328678e+03 1.537705438496404895e+02 1.460259617932678964e+02 7.744582056372602885e+00
1.260630315157578934e+03 1.535954052313424540e+02 1.459035114545978900e+02 7.691893776744566757e+00
1.262631315657828964e+03 1.534208027538679460e+02 1.457810933283955137e+02 7.639709425472426041e+00
1.264632316158079220e+03 1.532467313443231092e+02 1.456587085887641706e+02 7.588022755558948340e+00
1.266633316658329250e+03 1.530731860128377662e+02 1.455363583977104156e+02 7.536827615127362101e+00
1.268634317158579279e+03 1.529001618509531681e+02 1.454140439052451370e+02 7.486117945708041788e+00
1.270635317658829536e+03 1.527276540300450733e+02 1.452917662494843398e+02 7.435887780560730853e+00
1.272636318159079565e+03 1.525556577997802492e+02 1.451695265567487638e+02 7.386131243031471172e+00
1.274637318659329821e+03 1.523841684866063986e+02 1.450473259416630469e+02 7.336842544943342759e+00
1.276638319159579851e+03 1.522131814922744013e+02 1.449251655072540359e+02 7.288015985020374288e+00
1.278639319659830107e+03 1.520426922923919051e+02 1.448030463450482159e+02 7.239645947343702481e+00
1.280640320160080137e+03 1.518726964350079527e+02 1.446809695351686003e+02 7.191726899839364862e+00
1.282641320660330166e+03 1.517031895392275658e+02 1.445589361464306819e+02 7.144253392796894531e+00
1.284642321160580423e+03 1.515341672938558588e+02 1.444369472364377884e+02 7.097220057418077488e+00
1.286643321660830452e+03 1.513656254560706600e+02 1.443150038516754989e+02 7.050621604395163722e+00
1.288644322161080709e+03 1.511975598501234686e+02 1.441931070276056630e+02 7.004452822517807320e+00
1.290645322661330738e+03 1.510299663660675265e+02 1.440712577887593397e+02 6.958708577308177823e+00
1.292646323161580995e+03 1.508628409585126349e+02 1.439494571488291399e+02 6.913383809683489645e+00
1.294647323661831024e+03 1.506961796454065450e+02 1.438277061107610848e+02 6.868473534645453071e+00
1.296648324162081053e+03 1.505299785068410756e+02 1.437060056668451864e+02 6.823972839995878559e+00
1.298649324662331310e+03 1.503642336838840379e+02 1.435843567988060272e+02 6.779876885078008009e+00
1.300650325162581339e+03 1.501989413774350055e+02 1.434627604778921182e+02 6.736180899542900669e+00
1.302651325662831596e+03 1.500340978471048743e+02 1.433412176649646028e+02 6.692880182140278578e+00
1.304652326163081625e+03 1.498696994101191251e+02 1.432197293105857057e+02 6.649970099533418555e+00
1.306653326663331654e+03 1.497057424402432559e+02 1.430982963551059015e+02 6.607446085137363312e+00
1.308654327163581911e+03 1.495422233667306955e+02 1.429769197287505733e+02 6.565303637980123064e+00
1.310655327663831940e+03 1.493791386732927435e+02 1.428556003517064994e+02 6.523538321586237920e+00
1.312656328164082197e+03 1.492164848970890887e+02 1.427343391342068912e+02 6.482145762882201900e+00
1.314657328664332226e+03 1.490542586277395287e+02 1.426131369766161754e+02 6.441121651123343561e+00
1.316658329164582483e+03 1.488924565063558703e+02 1.424919947695142639e+02 6.400461736841614346e+00
1.318659329664832512e+03 1.487310752245936101e+02 1.423709133937797446e+02 6.360161830813874317e+00
1.320660330165082541e+03 1.485701115237226873e+02 1.422498937206725316e+02 6.320217803050169891e+00
1.322661330665332798e+03 1.484095621937178464e+02 1.421289366119162310e+02 6.280625581801627000e+00
1.324662331165582827e+03 1.482494240723670487e+02 1.420080429197795411e+02 6.241381152587514691e+00
1.326663331665833084e+03 1.480896940443978167e+02 1.418872134871568278e+02 6.202480557240985348e+00
1.328664332166083113e+03 1.479303690406217129e+02 1.417664491476484727e+02 6.163919892973238390e+00
1.330665332666333370e+03 1.477714460370958420e+02 1.416457507256403119e+02 6.125695311455529257e+00
1.332666333166583399e+03 1.476129220543014924e+02 1.415251190363826765e+02 6.087803017918806958e+00
1.334667333666833429e+03 1.474547941563388349e+02 1.414045548860684107e+02 6.050239270270433067e+00
1.336668334167083685e+03 1.472970594501385904e+02 1.412840590719108036e+02 6.013000378227782328e+00
1.338669334667333715e+03 1.471397150846886461e+02 1.411636323822204133e+02 5.976082702468237251e+00
1.340670335167583971e+03 1.469827582502769019e+02 1.410432755964816636e+02 5.939482653795249867e+00
1.342671335667834001e+03 1.468261861777486104e+02 1.409229894854284169e+02 5.903196692320195282e+00
1.344672336168084257e+03 1.466699961377790373e+02 1.408027748111194626e+02 5.867221326659576519e+00
1.346673336668334287e+03 1.465141854401603609e+02 1.406826323270130104e+02 5.831553113147355027e+00
1.348674337168584316e+03 1.463587514331025830e+02 1.405625627780405864e+02 5.796188655061990325e+00
1.350675337668834572e+03 1.462036915025486508e+02 1.404425669006806743e+02 5.761124601867966710e+00
1.352676338169084602e+03 1.460490030715029093e+02 1.403226454230314744e+02 5.726357648471442019e+00
1.354677338669334858e+03 1.458946835993727973e+02 1.402027990648830951e+02 5.691884534489712877e+00
1.356678339169584888e+03 1.457407305813236746e+02 1.400830285377893745e+02 5.657702043534289515e+00
1.358679339669834917e+03 1.455871415476460413e+02 1.399633345451388777e+02 5.623807002507173358e+00
1.360680340170085174e+03 1.454339140631356315e+02 1.398437177822254682e+02 5.590196280910163296e+00
1.362681340670335203e+03 1.452810457264851891e+02 1.397241789363183102e+02 5.556866790166874459e+00
1.364682341170585460e+03 1.451285341696884927e+02 1.396047186867313030e+02 5.523815482957184386e+00
1.366683341670835489e+03 1.449763770574557498e+02 1.394853377048918333e+02 5.491039352563919174e+00
1.368684342171085746e+03 1.448245720866406714e+02 1.393660366544092426e+02 5.458535432231428786e+00
1.370685342671335775e+03 1.446731169856784334e+02 1.392468161911425284e+02 5.426300794535902305e+00
1.372686343171585804e+03 1.445220095140344654e+02 1.391276769632673620e+02 5.394332550767106937e+00
1.374687343671836061e+03 1.443712474616644386e+02 1.390086196113430788e+02 5.362627850321358913e+00
1.376688344172086090e+03 1.442208286484841722e+02 1.388896447683787017e+02 5.331183880105482054e+00
1.378689344672336347e+03 1.440707509238499426e+02 1.387707530598984249e+02 5.299997863951518617e+00
1.380690345172586376e+03 1.439210121660488255e+02 1.386519451040068134e+02 5.269067062042002370e+00
1.382691345672836633e+03 1.437716102817988428e+02 1.385332215114533199e+02 5.238388770345532741e+00
1.384692346173086662e+03 1.436225432057588876e+02 1.384145828856964044e+02 5.207960320062496429e+00
1.386693346673336691e+03 1.434738089000475156e+02 1.382960298229668297e+02 5.177779077080679748e+00
1.388694347173586948e+03 1.433254053537714015e+02 1.381775629123308136e+02 5.147842441440591443e+00
1.390695347673836977e+03 1.431773305825630018e+02 1.380591827357526711e+02 5.118147846810344070e+00
1.392696348174087234e+03 1.430295826281262634e+02 1.379408898681564892e+02 5.088692759969786650e+00
1.394697348674337263e+03 1.428821595577916241e+02 1.378226848774877737e+02 5.059474680303853056e+00
1.396698349174587293e+03 1.427350594640792849e+02 1.377045683247744989e+02 5.030491139304794856e+00
1.398699349674837549e+03 1.425882804642706958e+02 1.375865407641874469e+02 5.001739700083239093e+00
1.400700350175087578e+03 1.424418206999881704e+02 1.374686027431003481e+02 4.973217956887828528e+00
1.402701350675337835e+03 1.422956783367826006e+02 1.373507548021493108e+02 4.944923534633282713e+00
1.404702351175587864e+03 1.421498515637287028e+02 1.372329974752919668e+02 4.916854088436735104e+00
1.406703351675838121e+03 1.420043385930279101e+02 1.371153312898657646e+02 4.889007303162149931e+00
1.408704352176088150e+03 1.418591376596191651e+02 1.369977567666464608e+02 4.861380892972705148e+00
1.410705352676338180e+03 1.417142470207962788e+02 1.368802744199053620e+02 4.833972600890918514e+00
1.412706353176588436e+03 1.415696649558329625e+02 1.367628847574665372e+02 4.806780198366430668e+00
1.414707353676838466e+03 1.414253897656150514e+02 1.366455882807637749e+02 4.779801484851272875e+00
1.416708354177088722e+03 1.412814197722787242e+02 1.365283854848963188e+02 4.753034287382416068e+00
1.418709354677338752e+03 1.411377533188566247e+02 1.364112768586850564e+02 4.726476460171576299e+00
1.420710355177589008e+03 1.409943887689296389e+02 1.362942628847276296e+02 4.700125884202017268e+00
1.422711355677839038e+03 1.408513245062854082e+02 1.361773440394531178e+02 4.673980466832293068e+00
1.424712356178089067e+03 1.407085589345836070e+02 1.360605207931768632e+02 4.648038141406745538e+00
1.426713356678339323e+03 1.405660904770266768e+02 1.359437936101540174e+02 4.622296866872661170e+00
1.428714357178589353e+03 1.404239175760372120e+02 1.358271629486332586e+02 4.596754627403957016e+00
1.430715357678839609e+03 1.402820386929410574e+02 1.357106292609098261e+02 4.571409432031220632e+00
1.432716358179089639e+03 1.401404523076563464e+02 1.355941929933782717e+02 4.546259314278068508e+00
1.434717358679339668e+03 1.399991569183880529e+02 1.354778545865844421e+02 4.521302331803600971e+00
1.436718359179589925e+03 1.398581510413283127e+02 1.353616144752773778e+02 4.496536566050928663e+00
1.438719359679839954e+03 1.397174332103625716e+02 1.352454730884609546e+02 4.471960121901605412e+00
1.440720360180090211e+03 1.395770019767800818e+02 1.351294308494442475e+02 4.447571127335834262e+00
1.442721360680340240e+03 1.394368559089910207e+02 1.350134881758926042e+02 4.423367733098418242e+00
1.444722361180590497e+03 1.392969935922477021e+02 1.348976454798774682e+02 4.399348112370241815e+00
1.446723361680840526e+03 1.391574136283714154e+02 1.347819031679261457e+02 4.375510460445275918e+00
1.448724362181090555e+03 1.390181146354839825e+02 1.346662616410710598e+02 4.351852994412920062e+00
1.450725362681340812e+03 1.388790952477444591e+02 1.345507212948988069e+02 4.328373952845648631e+00
1.452726363181590841e+03 1.387403541150901560e+02 1.344352825195983314e+02 4.305071595491817504e+00
1.454727363681841098e+03 1.386018899029828617e+02 1.343199457000093275e+02 4.281944202973542168e+00
1.456728364182091127e+03 1.384637012921593566e+02 1.342047112156697892e+02 4.258990076489577170e+00
1.458729364682341384e+03 1.383257869783863327e+02 1.340895794408632753e+02 4.236207537523062783e+00
1.460730365182591413e+03 1.381881456722199744e+02 1.339745507446658905e+02 4.213594927554090930e+00
1.462731365682841442e+03 1.380507760987697736e+02 1.338596254909928120e+02 4.191150607776954473e+00
1.464732366183091699e+03 1.379136769974663821e+02 1.337448040386443324e+02 4.168872958822048780e+00
1.466733366683341728e+03 1.377768471218340949e+02 1.336300867413518176e+02 4.146760380482288788e+00
1.468734367183591985e+03 1.376402852392668308e+02 1.335154739478228691e+02 4.124811291443974959e+00
1.470735367683842014e+03 1.375039901308085746e+02 1.334009660017865144e+02 4.103024129022048605e+00
1.472736368184092044e+03 1.373679605909373436e+02 1.332865632420377153e+02 4.081397348899615807e+00
1.474737368684342300e+03 1.372321954273533606e+02 1.331722660024816776e+02 4.059929424871687509e+00
1.476738369184592329e+03 1.370966934607708936e+02 1.330580746121778191e+02 4.038618848593079846e+00
1.478739369684842586e+03 1.369614535247135620e+02 1.329439893953832552e+02 4.017464129330315714e+00
1.480740370185092615e+03 1.368264744653135097e+02 1.328300106715959430e+02 3.996463793717574209e+00
1.482741370685342872e+03 1.366917551411141858e+02 1.327161387555976830e+02 3.975616385516502316e+00
1.484742371185592901e+03 1.365572944228762537e+02 1.326023739574963543e+02 3.954920465379898165e+00
1.486743371685842931e+03 1.364230911933872790e+02 1.324887165827681486e+02 3.934374610619137957e+00
1.488744372186093187e+03 1.362891443472746573e+02 1.323751669322993223e+02 3.913977414975336355e+00
1.490745372686343217e+03 1.361554527908219256e+02 1.322617253024278057e+02 3.893727488394124414e+00
1.492746373186593473e+03 1.360220154417878575e+02 1.321483919849838742e+02 3.873623456803985565e+00
1.494747373686843503e+03 1.358888312292294813e+02 1.320351672673313601e+02 3.853663961898135426e+00
1.496748374187093759e+03 1.357558990933274856e+02 1.319220514324076987e+02 3.833847660919798006e+00
1.498749374687343789e+03 1.356232179852150921e+02 1.318090447587641734e+02 3.814173226450910281e+00
1.500750375187593818e+03 1.354907868668097422e+02 1.316961475206056491e+02 3.794639346204103703e+00
1.502751375687844074e+03 1.353586047106478532e+02 1.315833599878298799e+02 3.775244722817983511e+00
1.504752376188094104e+03 1.352266704997223314e+02 1.314706824260667304e+02 3.755988073655597503e+00
1.506753376688344360e+03 1.350949832273228424e+02 1.313581150967168014e+02 3.736868130606038285e+00
1.508754377188594390e+03 1.349635418968792067e+02 1.312456582569900263e+02 3.717883639889175029e+00
1.510755377688844646e+03 1.348323455218069569e+02 1.311333121599435856e+02 3.699033361863374836e+00
1.512756378189094676e+03 1.347013931253560770e+02 1.310210770545198216e+02 3.680316070836241682e+00
1.514757378689344705e+03 1.345706837404619307e+02 1.309089531855836697e+02 3.661730554878274368e+00
1.516758379189594962e+03 1.344402164095993726e+02 1.307969407939599762e+02 3.643275615639402165e+00
1.518759379689844991e+03 1.343099901846385933e+02 1.306850401164702191e+02 3.624950068168360406e+00
1.520760380190095248e+03 1.341800041267038353e+02 1.305732513859690016e+02 3.606752740734821661e+00
1.522761380690345277e+03 1.340502573060348084e+02 1.304615748313805170e+02 3.588682474654284693e+00
1.524762381190595306e+03 1.339207488018500385e+02 1.303500106777343888e+02 3.570738124115636403e+00
1.526763381690845563e+03 1.337914777022125179e+02 1.302385591462011689e+02 3.552918556011336548e+00
1.528764382191095592e+03 1.336624431038982266e+02 1.301272204541280075e+02 3.535222649770221715e+00
1.530765382691345849e+03 1.335336441122662734e+02 1.300159948150734408e+02 3.517649297192829927e+00
1.532766383191595878e+03 1.334050798411316237e+02 1.299048824388423782e+02 3.500197402289241033e+00
1.534767383691846135e+03 1.332767494126396457e+02 1.297938835315202653e+02 3.482865881119371121e+00
1.536768384192096164e+03 1.331486519571433291e+02 1.296829982955076446e+02 3.465653661635689886e+00
1.538769384692346193e+03 1.330207866130821230e+02 1.295722269295538354e+02 3.448559683528299669e+00
1.540770385192596450e+03 1.328931525268629059e+02 1.294615696287905280e+02 3.431582898072365939e+00
1.542771385692846479e+03 1.327657488527431440e+02 1.293510265847653216e+02 3.414722267977834846e+00
1.544772386193096736e+03 1.326385747527158969e+02 1.292405979854744942e+02 3.397976767241395635e+00
1.546773386693346765e+03 1.325116293963968417e+02 1.291302840153961426e+02 3.381345381000688821e+00
1.548774387193597022e+03 1.323849119609130298e+02 1.290200848555223843e+02 3.364827105390653994e+00
1.550775387693847051e+03 1.322584216307938334e+02 1.289100006833917575e+02 3.348420947402062087e+00
1.552776388194097080e+03 1.321321575978631699e+02 1.288000316731210546e+02 3.332125924742117995e+00
1.554777388694347337e+03 1.320061190611343989e+02 1.286901779954372387e+02 3.315941065697156631e+00
1.556778389194597366e+03 1.318803052267061275e+02 1.285804398177087648e+02 3.299865408997372906e+00
1.558779389694847623e+03 1.317547153076601205e+02 1.284708173039765882e+02 3.283898003683532796e+00
1.560780390195097652e+03 1.316293485239610561e+02 1.283613106149853706e+02 3.268037908975684580e+00
1.562781390695347682e+03 1.315042041023577610e+02 1.282519199082139778e+02 3.252284194143774343e+00
1.564782391195597938e+03 1.313792812762860081e+02 1.281426453379058330e+02 3.236635938380184374e+00
1.566783391695847968e+03 1.312545792857732465e+02 1.280334870550991013e+02 3.221092230674137635e+00
1.568784392196098224e+03 1.311300973773446117e+02 1.279244452076566887e+02 3.205652169687935427e+00
1.570785392696348254e+03 1.310058348039306964e+02 1.278155199402956868e+02 3.190314863635010934e+00
1.572786393196598510e+03 1.308817908247766866e+02 1.277067113946169172e+02 3.175079430159756910e+00
1.574787393696848540e+03 1.307579647053531176e+02 1.275980197091340074e+02 3.159944996219116398e+00
1.576788394197098569e+03 1.306343557172680789e+02 1.274894450193022095e+02 3.144910697965866309e+00
1.578789394697348826e+03 1.305109631381808413e+02 1.273809874575472065e+02 3.129975680633625856e+00
1.580790395197598855e+03 1.303877862517170456e+02 1.272726471532935193e+02 3.115139098423512554e+00
1.582791395697849111e+03 1.302648243473848311e+02 1.271644242329924026e+02 3.100400114392424022e+00
1.584792396198099141e+03 1.301420767204932076e+02 1.270563188201502527e+02 3.085757900342967375e+00
1.586793396698349397e+03 1.300195426720708269e+02 1.269483310353558920e+02 3.071211636714921589e+00
1.588794397198599427e+03 1.298972215087865436e+02 1.268404609963082237e+02 3.056760512478310154e+00
1.590795397698849456e+03 1.297751125428714545e+02 1.267327088178435019e+02 3.042403725027963635e+00
1.592796398199099713e+03 1.296532150920418474e+02 1.266250746119622335e+02 3.028140480079613894e+00
1.594797398699349742e+03 1.295315284794234856e+02 1.265175584878560215e+02 3.013969991567471585e+00
1.596798399199599999e+03 1.294100520334773705e+02 1.264101605519341120e+02 2.999891481543247806e+00
1.598799399699850028e+03 1.292887850879264136e+02 1.263028809078497972e+02 2.985904180076628833e+00
1.600800400200100285e+03 1.291677269816834723e+02 1.261957196565263217e+02 2.972007325157145274e+00
1.602801400700350314e+03 1.290468770587804954e+02 1.260886768961830313e+02 2.958200162597458771e+00
1.604802401200600343e+03 1.289262346682988323e+02 1.259817527223608522e+02 2.944481945937974299e+00
1.606803401700850600e+03 1.288057991643006801e+02 1.258749472279478425e+02 2.930851936352843801e+00
1.608804402201100629e+03 1.286855699057616391e+02 1.257682605032043881e+02 2.917309402557262121e+00
1.610805402701350886e+03 1.285655462565043479e+02 1.256616926357882846e+02 2.903853620716076112e+00
