# w  J_DrudeLorentz  J_BrownianOscillator  J_total
9.124562281140571258e+02 1.923574489350642409e+02 1.660210683429576761e+02 2.633638059210657545e+01
9.144572286143072688e+02 1.919540511635200630e+02 1.659265219944841760e+02 2.602752916903587632e+01
9.164582291145572981e+02 1.915552505831824988e+02 1.658314968672241889e+02 2.572375371595831339e+01
9.184592296148074411e+02 1.911609467319194948e+02 1.657359986190377015e+02 2.542494811288178980e+01
9.204602301150575840e+02 1.907710417493090063e+02 1.656400328627128999e+02 2.513100888659609566e+01
9.224612306153077270e+02 1.903854403018494565e+02 1.655436051662482555e+02 2.484183513560119394e+01
9.244622311155578700e+02 1.900040495104890113e+02 1.654467210531334160e+02 2.455732845735559522e+01
9.264632316158080130e+02 1.896267788804006784e+02 1.653493860026301832e+02 2.427739287777050237e+01
9.284642321160581560e+02 1.892535402329299359e+02 1.652516054500522671e+02 2.400193478287765814e+01
9.304652326163081852e+02 1.888842476396454515e+02 1.651533847870444447e+02 2.373086285260101036e+01
9.324662331165583282e+02 1.885188173584258493e+02 1.650547293618612343e+02 2.346408799656460431e+01
9.344672336168084712e+02 1.881571677715160433e+02 1.649556444796447749e+02 2.320152329187127549e+01
9.364682341170586142e+02 1.877992193254898439e+02 1.648561354027016250e+02 2.294308392278822240e+01
9.384692346173087572e+02 1.874448944730575874e+02 1.647562073507791638e+02 2.268868712227841300e+01
9.404702351175589001e+02 1.870941176166592470e+02 1.646558655013412249e+02 2.243825211531803276e+01
9.424712356178089294e+02 1.867468150537849567e+02 1.645551149898425933e+02 2.219170006394236694e+01
9.444722361180590724e+02 1.864029149239672165e+02 1.644539609100028770e+02 2.194895401396433243e+01
9.464732366183092154e+02 1.860623471573913150e+02 1.643524083140795824e+02 2.170993884331173618e+01
9.484742371185593584e+02 1.857250434250711635e+02 1.642504622131402812e+02 2.147458121193088232e+01
9.504752376188095013e+02 1.853909370905397225e+02 1.641481275773336392e+02 2.124280951320607258e+01
9.524762381190596443e+02 1.850599631630063016e+02 1.640454093361602190e+02 2.101455382684609319e+01
9.544772386193096736e+02 1.847320582519318464e+02 1.639423123787415193e+02 2.078974587319033773e+01
9.564782391195598166e+02 1.844071605229775344e+02 1.638388415540887308e+02 2.056831896888881417e+01
9.584792396198099595e+02 1.840852096552822275e+02 1.637350016713702701e+02 2.035020798391196450e+01
9.604802401200601025e+02 1.837661468000256946e+02 1.636307975001784598e+02 2.013534929984722055e+01
9.624812406203102455e+02 1.834499145402364491e+02 1.635262337707952724e+02 1.992368076944116950e+01
9.644822411205603885e+02 1.831364568518039562e+02 1.634213151744567938e+02 1.971514167734715883e+01
9.664832416208105315e+02 1.828257190656569264e+02 1.633160463636170903e+02 1.950967270203982551e+01
9.684842421210605607e+02 1.825176478310700645e+02 1.632104319522110245e+02 1.930721587885902579e+01
9.704852426213107037e+02 1.822121910800626097e+02 1.631044765159156213e+02 1.910771456414698477e+01
9.724862431215608467e+02 1.819092979928549596e+02 1.629981845924110075e+02 1.891111340044394495e+01
9.744872436218109897e+02 1.816089189643480779e+02 1.628915606816398736e+02 1.871735828270820434e+01
9.764882441220611327e+02 1.813110055715942224e+02 1.627846092460660543e+02 1.852639632552816806e+01
9.784892446223112756e+02 1.810155105422266502e+02 1.626773347109320582e+02 1.833817583129460616e+01
9.804902451225613049e+02 1.807223877238183150e+02 1.625697414645154311e+02 1.815264625930288034e+01
9.824912456228114479e+02 1.804315920541394576e+02 1.624618338583842387e+02 1.796975819575522948e+01
9.844922461230615909e+02 1.801430795322862650e+02 1.623536162076511573e+02 1.778946332463509350e+01
9.864932466233117339e+02 1.798568071906521482e+02 1.622450927912267389e+02 1.761171439942542349e+01
9.884942471235618768e+02 1.795727330677160865e+02 1.621362678520713700e+02 1.743646521564470930e+01
9.904952476238120198e+02 1.792908161816211532e+02 1.620271455974464629e+02 1.726367058417470446e+01
9.924962481240620491e+02 1.790110165045188921e+02 1.619177301991637989e+02 1.709328630535508964e+01
9.944972486243121921e+02 1.787332949376556996e+02 1.618080257938347302e+02 1.692526914382095882e+01
9.964982491245623351e+02 1.784576132871771676e+02 1.616980364831173347e+02 1.675957680405984007e+01
9.984992496248124780e+02 1.781839342406289859e+02 1.615877663339632022e+02 1.659616790666578368e+01
1.000500250125062621e+03 1.779122213441307849e+02 1.614772193788620882e+02 1.643500196526869672e+01
1.002501250625312764e+03 1.776424389802048154e+02 1.613663996160867953e+02 1.627603936411803431e+01
1.004502251125562907e+03 1.773745523462357596e+02 1.612553110099354114e+02 1.611924133630033396e+01
1.006503251625812936e+03 1.771085274335446229e+02 1.611439574909735200e+02 1.596456994257110473e+01
1.008504252126063079e+03 1.768443310070564110e+02 1.610323429562745048e+02 1.581198805078189729e+01
1.010505252626313222e+03 1.765819305855436312e+02 1.609204712696592310e+02 1.566145931588439311e+01
1.012506253126563365e+03 1.763212944224275134e+02 1.608083462619340196e+02 1.551294816049350089e+01
1.014507253626813508e+03 1.760623914871204079e+02 1.606959717311279405e+02 1.536641975599245491e+01
1.016508254127063651e+03 1.758051914468917403e+02 1.605833514427285422e+02 1.522184000416319094e+01
1.018509254627313680e+03 1.755496646492423167e+02 1.604704891299163307e+02 1.507917551932597888e+01
1.020510255127563823e+03 1.752957821047714617e+02 1.603573884937986804e+02 1.493839361097277063e+01
1.022511255627813966e+03 1.750435154705208447e+02 1.602440532036416698e+02 1.479946226687917132e+01
1.024512256128064109e+03 1.747928370337818080e+02 1.601304868971012354e+02 1.466235013668058329e+01
1.026513256628314139e+03 1.745437196963517010e+02 1.600166931804533021e+02 1.452702651589839000e+01
1.028514257128564395e+03 1.742961369592244694e+02 1.599026756288219815e+02 1.439346133040248787e+01
1.030515257628814425e+03 1.740500629077045858e+02 1.597884377864072576e+02 1.426162512129731574e+01
1.032516258129064681e+03 1.738054721969294576e+02 1.596739831667112810e+02 1.413148903021816594e+01
1.034517258629314711e+03 1.735623400377889709e+02 1.595593152527630139e+02 1.400302478502595527e+01
1.036518259129564967e+03 1.733206421832304045e+02 1.594444374973423066e+02 1.387620468588810496e+01
1.038519259629814997e+03 1.730803549149367768e+02 1.593293533232024117e+02 1.375100159173435266e+01
1.040520260130065026e+03 1.728414550303671149e+02 1.592140661232911043e+02 1.362738890707601414e+01
1.042521260630315282e+03 1.726039198301492092e+02 1.590985792609710927e+02 1.350534056917811832e+01
1.044522261130565312e+03 1.723677271058125484e+02 1.589828960702386382e+02 1.338483103557390308e+01
1.046523261630815568e+03 1.721328551278527073e+02 1.588670198559412654e+02 1.326583527191143830e+01
1.048524262131065598e+03 1.718992826341172133e+02 1.587509538939944491e+02 1.314832874012277486e+01
1.050525262631315627e+03 1.716669888185022899e+02 1.586347014315963975e+02 1.303228738690590305e+01
1.052526263131565884e+03 1.714359533199529153e+02 1.585182656874423230e+02 1.291768763251059404e+01
1.054527263631815913e+03 1.712061562117562517e+02 1.584016498519371794e+02 1.280450635981905805e+01
1.056528264132066170e+03 1.709775779911199720e+02 1.582848570874071470e+02 1.269272090371282147e+01
1.058529264632316199e+03 1.707501995690273588e+02 1.581678905283097549e+02 1.258230904071760037e+01
1.060530265132566456e+03 1.705240022603613568e+02 1.580507532814433489e+02 1.247324897891799544e+01
1.062531265632816485e+03 1.702989677742888830e+02 1.579334484261546265e+02 1.236551934813426001e+01
1.064532266133066514e+03 1.700750782048988867e+02 1.578159790145453769e+02 1.225909919035350981e+01
1.066533266633316771e+03 1.698523160220859438e+02 1.576983480716778274e+02 1.215396795040812350e+01
1.068534267133566800e+03 1.696306640626732474e+02 1.575805585957790527e+02 1.205010546689420714e+01
1.070535267633817057e+03 1.694101055217667806e+02 1.574626135584436497e+02 1.194749196332313268e+01
1.072536268134067086e+03 1.691906239443354139e+02 1.573445159048356743e+02 1.184610803949973779e+01
1.074537268634317343e+03 1.689722032170095076e+02 1.572262685538890707e+02 1.174593466312042622e+01
1.076538269134567372e+03 1.687548275600923944e+02 1.571078743985071640e+02 1.164695316158523752e+01
1.078539269634817401e+03 1.685384815197779176e+02 1.569893363057604461e+02 1.154914521401746441e+01
1.080540270135067658e+03 1.683231499605691397e+02 1.568706571170838231e+02 1.145249284348532903e+01
1.082541270635317687e+03 1.681088180578917388e+02 1.567518396484720142e+02 1.135697840941973524e+01
1.084542271135567944e+03 1.678954712908970066e+02 1.566328866906743258e+02 1.126258460022268082e+01
1.086543271635817973e+03 1.676830954354486209e+02 1.565138010093875494e+02 1.116929442606106271e+01
1.088544272136068230e+03 1.674716765572887880e+02 1.563945853454482915e+02 1.107709121184049117e+01
1.090545272636318259e+03 1.672612010053782967e+02 1.562752424150238824e+02 1.098595859035440370e+01
1.092546273136568288e+03 1.670516554054050005e+02 1.561557749098017780e+02 1.089588049560321004e+01
1.094547273636818545e+03 1.668430266534573434e+02 1.560361854971782520e+02 1.080684115627909847e+01
1.096548274137068574e+03 1.666353019098574748e+02 1.559164768204456664e+02 1.071882508941180490e+01
1.098549274637318831e+03 1.664284685931491765e+02 1.557966514989784628e+02 1.063181709417072618e+01
1.100550275137568860e+03 1.662225143742375053e+02 1.556767121284181030e+02 1.054580224581941650e+01
1.102551275637818890e+03 1.660174271706749209e+02 1.555566612808569289e+02 1.046076588981797784e+01
1.104552276138069146e+03 1.658131951410898921e+02 1.554365015050204306e+02 1.037669363606946504e+01
1.106553276638319176e+03 1.656098066797552804e+02 1.553162353264488900e+02 1.029357135330639927e+01
1.108554277138569432e+03 1.654072504112908462e+02 1.551958652476774887e+02 1.021138516361336279e+01
1.110555277638819462e+03 1.652055151854974895e+02 1.550753937484151948e+02 1.013012143708229473e+01
1.112556278139069718e+03 1.650045900723193313e+02 1.549548232857227390e+02 1.004976678659659228e+01
1.114557278639319748e+03 1.648044643569302536e+02 1.548341562941893983e+02 9.970308062740857125e+00
1.116558279139569777e+03 1.646051275349408911e+02 1.547133951861083858e+02 9.891732348832505295e+00
1.118559279639820033e+03 1.644065693077236006e+02 1.545925423516512183e+02 9.814026956072376962e+00
1.120560280140070063e+03 1.642087795778521411e+02 1.544716001590411736e+02 9.737179418810962162e+00
1.122561280640320319e+03 1.640117484446520280e+02 1.543505709547249864e+02 9.661177489927034401e+00
1.124562281140570349e+03 1.638154661998602819e+02 1.542294570635442597e+02 9.586009136316025803e+00
1.126563281640820605e+03 1.636199233233897132e+02 1.541082607889048290e+02 9.511662534484887743e+00
1.128564282141070635e+03 1.634251104791966327e+02 1.539869844129457590e+02 9.438126066250879020e+00
1.130565282641320664e+03 1.632310185112479530e+02 1.538656301967065758e+02 9.365388314541368331e+00
1.132566283141570921e+03 1.630376384395860612e+02 1.537442003802939894e+02 9.293438059292073561e+00
1.134567283641820950e+03 1.628449614564880790e+02 1.536226971830469097e+02 9.222264273441176385e+00
1.136568284142071207e+03 1.626529789227175513e+02 1.535011228037008948e+02 9.151856119016656521e+00
1.138569284642321236e+03 1.624616823638654637e+02 1.533794794205508367e+02 9.082202943314626964e+00
1.140570285142571265e+03 1.622710634667793101e+02 1.532577691916132210e+02 9.013294275166096270e+00
1.142571285642821522e+03 1.620811140760768296e+02 1.531359942547868229e+02 8.945119821290010265e+00
1.144572286143071551e+03 1.618918261907427336e+02 1.530141567280124946e+02 8.877669462730253258e+00
1.146573286643321808e+03 1.617031919608061798e+02 1.528922587094317294e+02 8.810933251374445163e+00
1.148574287143571837e+03 1.615152036840968606e+02 1.527703022775443458e+02 8.744901406552511247e+00
1.150575287643822094e+03 1.613278538030776588e+02 1.526482894913648352e+02 8.679564311712818281e+00
1.152576288144072123e+03 1.611411349017519399e+02 1.525262223905778569e+02 8.614912511174077636e+00
1.154577288644322152e+03 1.609550397026432336e+02 1.524041029956923410e+02 8.550936706950894362e+00
1.156578289144572409e+03 1.607695610638461687e+02 1.522819333081949367e+02 8.487627755651232064e+00
1.158579289644822438e+03 1.605846919761460185e+02 1.521597153107020972e+02 8.424976665443917767e+00
1.160580290145072695e+03 1.604004255602055196e+02 1.520374509671111980e+02 8.362974593094333997e+00
1.162581290645322724e+03 1.602167550638172884e+02 1.519151422227505748e+02 8.301612841066706494e+00
1.164582291145572981e+03 1.600336738592195616e+02 1.517927910045283681e+02 8.240882854691198744e+00
1.166583291645823010e+03 1.598511754404751457e+02 1.516703992210808565e+02 8.180776219394289228e+00
1.168584292146073039e+03 1.596692534209096266e+02 1.515479687629189414e+02 8.121284657990697653e+00
1.170585292646323296e+03 1.594879015306096903e+02 1.514255015025742068e+02 8.062400028035469290e+00
1.172586293146573325e+03 1.593071136139784869e+02 1.513029992947438132e+02 8.004114319234663100e+00
1.174587293646823582e+03 1.591268836273471834e+02 1.511804639764340834e+02 7.946419650913112420e+00
1.176588294147073611e+03 1.589472056366415416e+02 1.510578973671035499e+02 7.889308269537991691e+00
1.178589294647323641e+03 1.587680738151012179e+02 1.509353012688045510e+02 7.832772546296653537e+00
1.180590295147573897e+03 1.585894824410513593e+02 1.508126774663238621e+02 7.776804974727484776e+00
1.182591295647823927e+03 1.584114258957254719e+02 1.506900277273229278e+02 7.721398168402531681e+00
1.184592296148074183e+03 1.582338986611363225e+02 1.505673538024759068e+02 7.666544858660409467e+00
1.186593296648324213e+03 1.580568953179965490e+02 1.504446574256079714e+02 7.612237892388577620e+00
1.188594297148574469e+03 1.578804105436853433e+02 1.503219403138319024e+02 7.558470229853432087e+00
1.190595297648824499e+03 1.577044391102610632e+02 1.501992041676836891e+02 7.505234942577386548e+00
1.192596298149074528e+03 1.575289758825190916e+02 1.500764506712575610e+02 7.452525211261522564e+00
1.194597298649324784e+03 1.573540158160924136e+02 1.499536814923395411e+02 7.400334323752860044e+00
1.196598299149574814e+03 1.571795539555957646e+02 1.498308982825406019e+02 7.348655673055175086e+00
1.198599299649825070e+03 1.570055854328103067e+02 1.497081026774281156e+02 7.297482755382181274e+00
1.200600300150075100e+03 1.568321054649094890e+02 1.495852962966572477e+02 7.246809168252251965e+00
1.202601300650325356e+03 1.566591093527239309e+02 1.494624807441004464e+02 7.196628608623484524e+00
1.204602301150575386e+03 1.564865924790451857e+02 1.493396576079768465e+02 7.146934871068327588e+00
1.206603301650825415e+03 1.563145503069667086e+02 1.492168284609800253e+02 7.097721845986691314e+00
1.208604302151075672e+03 1.561429783782618586e+02 1.490939948604051892e+02 7.048983517856673764e+00
1.210605302651325701e+03 1.559718723117976822e+02 1.489711583482755941e+02 7.000713963522080086e+00
1.212606303151575958e+03 1.558012278019831740e+02 1.488483204514674867e+02 6.952907350515700635e+00
1.214607303651825987e+03 1.556310406172522391e+02 1.487254826818345350e+02 6.905557935417697024e+00
1.216608304152076016e+03 1.554613065985794833e+02 1.486026465363313775e+02 6.858660062248091549e+00
1.218609304652326273e+03 1.552920216580286876e+02 1.484798134971359787e+02 6.812208160892722297e+00
1.220610305152576302e+03 1.551231817773329738e+02 1.483569850317712167e+02 6.766196745561754433e+00
1.222611305652826559e+03 1.549547830065056928e+02 1.482341625932256477e+02 6.720620413280039784e+00
1.224612306153076588e+03 1.547868214624819245e+02 1.481113476200733317e+02 6.675473842408605307e+00
1.226613306653326845e+03 1.546192933277889665e+02 1.479885415365924928e+02 6.630751791196480838e+00
1.228614307153576874e+03 1.544521948492462116e+02 1.478657457528839529e+02 6.586449096362255062e+00
1.230615307653826903e+03 1.542855223366923383e+02 1.477429616649877744e+02 6.542560671704569231e+00
1.232616308154077160e+03 1.541192721617408381e+02 1.476201906549998739e+02 6.499081506740970404e+00
1.234617308654327189e+03 1.539534407565617755e+02 1.474974340911873298e+02 6.456006665374435016e+00
1.236618309154577446e+03 1.537880246126896679e+02 1.473746933281027793e+02 6.413331284586898384e+00
1.238619309654827475e+03 1.536230202798573430e+02 1.472519697066981053e+02 6.371050573159251051e+00
1.240620310155077732e+03 1.534584243648545794e+02 1.471292645544374693e+02 6.329159810417103849e+00
1.242621310655327761e+03 1.532942335304107360e+02 1.470065791854089241e+02 6.287654345001822520e+00
1.244622311155577790e+03 1.531304444941019085e+02 1.468839149004357125e+02 6.246529593666196867e+00
1.246623311655828047e+03 1.529670540272807102e+02 1.467612729871865156e+02 6.205781040094200840e+00
1.248624312156078076e+03 1.528040589540292444e+02 1.466386547202848760e+02 6.165404233744355977e+00
1.250625312656328333e+03 1.526414561501338198e+02 1.465160613614177691e+02 6.125394788716039152e+00
1.252626313156578362e+03 1.524792425420817210e+02 1.463934941594433496e+02 6.085748382638384690e+00
1.254627313656828619e+03 1.523174151060792667e+02 1.462709543504981582e+02 6.046460755581112956e+00
1.256628314157078648e+03 1.521559708670897919e+02 1.461484431581028502e+02 6.007527708986937220e+00
1.258629314657328678e+03 1.519949068978928324e+02 1.460259617932678964e+02 5.968945104624938658e+00
1.260630315157578934e+03 1.518342203181624370e+02 1.459035114545978900e+02 5.930708863564555955e+00
1.262631315657828964e+03 1.516739082935651766e+02 1.457810933283955137e+02 5.892814965169670849e+00
1.264632316158079220e+03 1.515139680348764841e+02 1.456587085887641706e+02 5.855259446112324184e+00
1.266633316658329250e+03 1.513543967971161237e+02 1.455363583977104156e+02 5.818038399405715211e+00
1.268634317158579279e+03 1.511951918787010811e+02 1.454140439052451370e+02 5.781147973455955658e+00
1.270635317658829536e+03 1.510363506206165880e+02 1.452917662494843398e+02 5.744584371132248179e+00
1.272636318159079565e+03 1.508778704056038293e+02 1.451695265567487638e+02 5.708343848855063740e+00
1.274637318659329821e+03 1.507197486573649030e+02 1.450473259416630469e+02 5.672422715701864959e+00
1.276638319159579851e+03 1.505619828397841502e+02 1.449251655072540359e+02 5.636817332530108082e+00
1.278639319659830107e+03 1.504045704561652599e+02 1.448030463450482159e+02 5.601524111117032412e+00
1.280640320160080137e+03 1.502475090484845737e+02 1.446809695351686003e+02 5.566539513315960974e+00
1.282641320660330166e+03 1.500907961966593689e+02 1.445589361464306819e+02 5.531860050228684322e+00
1.284642321160580423e+03 1.499344295178314326e+02 1.444369472364377884e+02 5.497482281393646808e+00
1.286643321660830452e+03 1.497784066656650452e+02 1.443150038516754989e+02 5.463402813989549855e+00
1.288644322161080709e+03 1.496227253296596871e+02 1.441931070276056630e+02 5.429618302054037393e+00
1.290645322661330738e+03 1.494673832344765287e+02 1.440712577887593397e+02 5.396125445717197877e+00
1.292646323161580995e+03 1.493123781392786213e+02 1.439494571488291399e+02 5.362920990449472569e+00
1.294647323661831024e+03 1.491577078370848710e+02 1.438277061107610848e+02 5.330001726323774669e+00
1.296648324162081053e+03 1.490033701541365758e+02 1.437060056668451864e+02 5.297364487291400970e+00
1.298649324662331310e+03 1.488493629492775767e+02 1.435843567988060272e+02 5.265006150471544188e+00
1.300650325162581339e+03 1.486956841133461751e+02 1.434627604778921182e+02 5.232923635454063138e+00
1.302651325662831596e+03 1.485423315685798116e+02 1.433412176649646028e+02 5.201113903615222078e+00
1.304652326163081625e+03 1.483893032680319095e+02 1.432197293105857057e+02 5.169573957446191415e+00
1.306653326663331654e+03 1.482365971949998311e+02 1.430982963551059015e+02 5.138300839893934935e+00
1.308654327163581911e+03 1.480842113624649130e+02 1.429769197287505733e+02 5.107291633714343249e+00
1.310655327663831940e+03 1.479321438125437851e+02 1.428556003517064994e+02 5.076543460837283916e+00
1.312656328164082197e+03 1.477803926159502055e+02 1.427343391342068912e+02 5.046053481743308033e+00
1.314657328664332226e+03 1.476289558714680084e+02 1.426131369766161754e+02 5.015818894851838294e+00
1.316658329164582483e+03 1.474778317054347951e+02 1.424919947695142639e+02 4.985836935920532120e+00
1.318659329664832512e+03 1.473270182712354028e+02 1.423709133937797446e+02 4.956104877455646651e+00
1.320660330165082541e+03 1.471765137488056325e+02 1.422498937206725316e+02 4.926620028133101847e+00
1.322661330665332798e+03 1.470263163441463519e+02 1.421289366119162310e+02 4.897379732230118243e+00
1.324662331165582827e+03 1.468764242888466924e+02 1.420080429197795411e+02 4.868381369067144249e+00
1.326663331665833084e+03 1.467268358396166832e+02 1.418872134871568278e+02 4.839622352459851840e+00
1.328664332166083113e+03 1.465775492778295472e+02 1.417664491476484727e+02 4.811100130181073631e+00
1.330665332666333370e+03 1.464285629090726957e+02 1.416457507256403119e+02 4.782812183432376685e+00
1.332666333166583399e+03 1.462798750627078448e+02 1.415251190363826765e+02 4.754756026325173579e+00
1.334667333666833429e+03 1.461314840914394892e+02 1.414045548860684107e+02 4.726929205371080300e+00
1.336668334167083685e+03 1.459833883708922428e+02 1.412840590719108036e+02 4.699329298981432146e+00
1.338669334667333715e+03 1.458355862991961089e+02 1.411636323822204133e+02 4.671953916975702725e+00
1.340670335167583971e+03 1.456880762965803058e+02 1.410432755964816636e+02 4.644800700098650204e+00
1.342671335667834001e+03 1.455408568049744815e+02 1.409229894854284169e+02 4.617867319546072657e+00
1.344672336168084257e+03 1.453939262876183989e+02 1.408027748111194626e+02 4.591151476498922079e+00
1.346673336668334287e+03 1.452472832286786968e+02 1.406826323270130104e+02 4.564650901665675775e+00
1.348674337168584316e+03 1.451009261328733260e+02 1.405625627780405864e+02 4.538363354832744001e+00
1.350675337668834572e+03 1.449548535251034878e+02 1.404425669006806743e+02 4.512286624422809922e+00
1.352676338169084602e+03 1.448090639500923658e+02 1.403226454230314744e+02 4.486418527060904715e+00
1.354677338669334858e+03 1.446635559720311335e+02 1.402027990648830951e+02 4.460756907148049066e+00
1.356678339169584888e+03 1.445183281742317831e+02 1.400830285377893745e+02 4.435299636442395332e+00
1.358679339669834917e+03 1.443733791587864630e+02 1.399633345451388777e+02 4.410044613647597700e+00
1.360680340170085174e+03 1.442287075462338635e+02 1.398437177822254682e+02 4.384989764008381030e+00
1.362681340670335203e+03 1.440843119752314294e+02 1.397241789363183102e+02 4.360133038913109438e+00
1.364682341170585460e+03 1.439401911022345075e+02 1.396047186867313030e+02 4.335472415503205390e+00
1.366683341670835489e+03 1.437963436011811780e+02 1.394853377048918333e+02 4.311005896289348271e+00
1.368684342171085746e+03 1.436527681631834810e+02 1.393660366544092426e+02 4.286731508774233923e+00
1.370685342671335775e+03 1.435094634962243845e+02 1.392468161911425284e+02 4.262647305081849858e+00
1.372686343171585804e+03 1.433664283248604363e+02 1.391276769632673620e+02 4.238751361593084965e+00
1.374687343671836061e+03 1.432236613899306406e+02 1.390086196113430788e+02 4.215041778587566235e+00
1.376688344172086090e+03 1.430811614482703078e+02 1.388896447683787017e+02 4.191516679891615915e+00
1.378689344672336347e+03 1.429389272724306181e+02 1.387707530598984249e+02 4.168174212532187006e+00
1.380690345172586376e+03 1.427969576504034990e+02 1.386519451040068134e+02 4.145012546396681152e+00
1.382691345672836633e+03 1.426552513853518462e+02 1.385332215114533199e+02 4.122029873898523711e+00
1.384692346173086662e+03 1.425138072953448045e+02 1.384145828856964044e+02 4.099224409648400069e+00
1.386693346673336691e+03 1.423726242130978505e+02 1.382960298229668297e+02 4.076594390131016432e+00
1.388694347173586948e+03 1.422317009857181347e+02 1.381775629123308136e+02 4.054138073387315799e+00
1.390695347673836977e+03 1.420910364744547110e+02 1.380591827357526711e+02 4.031853738702033674e+00
1.392696348174087234e+03 1.419506295544529451e+02 1.379408898681564892e+02 4.009739686296450500e+00
1.394697348674337263e+03 1.418104791145140950e+02 1.378226848774877737e+02 3.987794237026327515e+00
1.396698349174587293e+03 1.416705840568593260e+02 1.377045683247744989e+02 3.966015732084834600e+00
1.398699349674837549e+03 1.415309432968979024e+02 1.375865407641874469e+02 3.944402532710441722e+00
1.400700350175087578e+03 1.413915557630000137e+02 1.374686027431003481e+02 3.922953019899662497e+00
1.402701350675337835e+03 1.412524203962738625e+02 1.373507548021493108e+02 3.901665594124537950e+00
1.404702351175587864e+03 1.411135361503467607e+02 1.372329974752919668e+02 3.880538675054802766e+00
1.406703351675838121e+03 1.409749019911503751e+02 1.371153312898657646e+02 3.859570701284611882e+00
1.408704352176088150e+03 1.408365168967102647e+02 1.369977567666464608e+02 3.838760130063800791e+00
1.410705352676338180e+03 1.406983798569388568e+02 1.368802744199053620e+02 3.818105437033503691e+00
1.412706353176588436e+03 1.405604898734326866e+02 1.367628847574665372e+02 3.797605115966141032e+00
1.414707353676838466e+03 1.404228459592734168e+02 1.366455882807637749e+02 3.777257678509652550e+00
1.416708354177088722e+03 1.402854471388321826e+02 1.365283854848963188e+02 3.757061653935871437e+00
1.418709354677338752e+03 1.401482924475780862e+02 1.364112768586850564e+02 3.737015588893025431e+00
1.420710355177589008e+03 1.400113809318898745e+02 1.362942628847276296e+02 3.717118047162231598e+00
1.422711355677839038e+03 1.398747116488710844e+02 1.361773440394531178e+02 3.697367609417953727e+00
1.424712356178089067e+03 1.397382836661691670e+02 1.360605207931768632e+02 3.677762872992311305e+00
1.426713356678339323e+03 1.396020960617972264e+02 1.359437936101540174e+02 3.658302451643200559e+00
1.428714357178589353e+03 1.394661479239594257e+02 1.358271629486332586e+02 3.638984975326155613e+00
1.430715357678839609e+03 1.393304383508796604e+02 1.357106292609098261e+02 3.619809089969842741e+00
1.432716358179089639e+03 1.391949664506334727e+02 1.355941929933782717e+02 3.600773457255192156e+00
1.434717358679339668e+03 1.390597313409824665e+02 1.354778545865844421e+02 3.581876754398015006e+00
1.436718359179589925e+03 1.389247321492125025e+02 1.353616144752773778e+02 3.563117673935124685e+00
1.438719359679839954e+03 1.387899680119748211e+02 1.352454730884609546e+02 3.544494923513854534e+00
1.440720360180090211e+03 1.386554380751291262e+02 1.351294308494442475e+02 3.526007225684887114e+00
1.442721360680340240e+03 1.385211414935910170e+02 1.350134881758926042e+02 3.507653317698424811e+00
1.444722361180590497e+03 1.383870774311809839e+02 1.348976454798774682e+02 3.489431951303523682e+00
1.446723361680840526e+03 1.382532450604767860e+02 1.347819031679261457e+02 3.471341892550634078e+00
1.448724362181090555e+03 1.381196435626683012e+02 1.346662616410710598e+02 3.453381921597233450e+00
1.450725362681340812e+03 1.379862721274153330e+02 1.345507212948988069e+02 3.435550832516516273e+00
1.452726363181590841e+03 1.378531299527074054e+02 1.344352825195983314e+02 3.417847433109085564e+00
1.454727363681841098e+03 1.377202162447269131e+02 1.343199457000093275e+02 3.400270544717585608e+00
1.456728364182091127e+03 1.375875302177140327e+02 1.342047112156697892e+02 3.382819002044238577e+00
1.458729364682341384e+03 1.374550710938344764e+02 1.340895794408632753e+02 3.365491652971207781e+00
1.460730365182591413e+03 1.373228381030496621e+02 1.339745507446658905e+02 3.348287358383769341e+00
1.462731365682841442e+03 1.371908304829890426e+02 1.338596254909928120e+02 3.331204991996216336e+00
1.464732366183091699e+03 1.370590474788247946e+02 1.337448040386443324e+02 3.314243440180463907e+00
1.466733366683341728e+03 1.369274883431491219e+02 1.336300867413518176e+02 3.297401601797303794e+00
1.468734367183591985e+03 1.367961523358531224e+02 1.335154739478228691e+02 3.280678388030248804e+00
1.470735367683842014e+03 1.366650387240084683e+02 1.334009660017865144e+02 3.264072722221949885e+00
1.472736368184092044e+03 1.365341467817508203e+02 1.332865632420377153e+02 3.247583539713107204e+00
1.474737368684342300e+03 1.364034757901655439e+02 1.331722660024816776e+02 3.231209787683858359e+00
1.476738369184592329e+03 1.362730250371754153e+02 1.330580746121778191e+02 3.214950424997605971e+00
1.478739369684842586e+03 1.361427938174304302e+02 1.329439893953832552e+02 3.198804422047180740e+00
1.480740370185092615e+03 1.360127814321993469e+02 1.328300106715959430e+02 3.182770760603409688e+00
1.482741370685342872e+03 1.358829871892636163e+02 1.327161387555976830e+02 3.166848433665934603e+00
1.484742371185592901e+03 1.357534104028126762e+02 1.326023739574963543e+02 3.151036445316317103e+00
1.486743371685842931e+03 1.356240503933414914e+02 1.324887165827681486e+02 3.135333810573351698e+00
1.488744372186093187e+03 1.354949064875499118e+02 1.323751669322993223e+02 3.119739555250579777e+00
1.490745372686343217e+03 1.353659780182437657e+02 1.322617253024278057e+02 3.104252715815947639e+00
1.492746373186593473e+03 1.352372643242374295e+02 1.321483919849838742e+02 3.088872339253544208e+00
