# J_DrudeLorentz
0.000000000000000000e+00 0.000000000000000000e+00
2.001000500250125214e+00 9.744954168454997290e-02
4.002001000500250427e+00 1.949096415346352196e-01
6.003001500750375641e+00 2.923908604786335519e-01
8.004002001000500854e+00 3.899037649719066523e-01
1.000500250125062607e+01 4.874589297635401053e-01
1.200600300150075128e+01 5.850669406669838368e-01
1.400700350175087650e+01 6.827383973358975844e-01
1.600800400200100171e+01 7.804839160465079084e-01
1.800900450225112692e+01 8.783141324877955514e-01
2.001000500250125214e+01 9.762397045608204316e-01
2.201100550275137735e+01 1.074271315188524811e+00
2.401200600300150256e+01 1.172419675137332584e+00
2.601300650325162778e+01 1.270695525851896601e+00
2.801400700350175299e+01 1.369109642304338736e+00
3.001500750375187820e+01 1.467672835859348490e+00
3.201600800400200342e+01 1.566395957156512697e+00
3.401700850425213218e+01 1.665289899011252128e+00
3.601800900450225384e+01 1.764365599335786960e+00
3.801900950475237551e+01 1.863634044081513563e+00
4.002001000500250427e+01 1.963106270204252546e+00
4.202101050525263304e+01 2.062793368653791148e+00
4.402201100550275470e+01 2.162706487389198351e+00
4.602301150575287636e+01 2.262856834421388186e+00
4.802401200600300513e+01 2.363255680884437382e+00
5.002501250625313389e+01 2.463914364137177682e+00
5.202601300650325555e+01 2.564844290896614254e+00
5.402701350675337721e+01 2.666056940404736952e+00
5.602801400700350598e+01 2.767563867630326691e+00
5.802901450725363475e+01 2.869376706507355657e+00
6.003001500750375641e+01 2.971507173211658248e+00
6.203101550775387807e+01 3.073967069477538505e+00
6.403201600800400684e+01 3.176768285956000692e+00
6.603301650825413560e+01 3.279922805616378501e+00
6.803401700850426437e+01 3.383442707193100141e+00
7.003501750875437892e+01 3.487340168679406993e+00
7.203601800900450769e+01 3.591627470869871441e+00
7.403701850925463646e+01 3.696317000953583509e+00
7.603801900950475101e+01 3.801421256159915441e+00
7.803901950975487978e+01 3.906952847458831535e+00
8.004002001000500854e+01 4.012924503317742975e+00
8.204102051025513731e+01 4.119349073516924697e+00
8.404202101050526608e+01 4.226239533025617057e+00
8.604302151075538063e+01 4.333608985940899494e+00
8.804402201100550940e+01 4.441470669491574874e+00
9.004502251125563816e+01 4.549837958109230307e+00
9.204602301150575272e+01 4.658724367568807700e+00
9.404702351175588149e+01 4.768143559201009296e+00
9.604802401200601025e+01 4.878109344178924722e+00
9.804902451225613902e+01 4.988635687881332714e+00
1.000500250125062678e+02 5.099736714335213250e+00
1.020510255127563823e+02 5.211426710740009405e+00
1.040520260130065111e+02 5.323720132076317668e+00
1.060530265132566399e+02 5.436631605801693468e+00
1.080540270135067544e+02 5.550175936636360774e+00
1.100550275137568832e+02 5.664368111441668852e+00
1.120560280140070120e+02 5.779223304194236910e+00
1.140570285142571407e+02 5.894756881058771825e+00
1.160580290145072695e+02 6.010984405562661337e+00
1.180590295147573840e+02 6.127921643875507307e+00
1.200600300150075128e+02 6.245584570196836438e+00
1.220610305152576416e+02 6.363989372255359989e+00
1.240620310155077561e+02 6.483152456923182427e+00
1.260630315157578849e+02 6.603090455948541937e+00
1.280640320160080137e+02 6.723820231810650583e+00
1.300650325162581282e+02 6.845358883700415120e+00
1.320660330165082712e+02 6.967723753630867378e+00
1.340670335167583858e+02 7.090932432681221087e+00
1.360680340170085287e+02 7.215002767378670079e+00
1.380690345172586433e+02 7.339952866222062333e+00
1.400700350175087578e+02 7.465801106351770855e+00
1.420710355177589008e+02 7.592566140370198724e+00
1.440720360180090154e+02 7.720266903317433815e+00
1.460730365182591299e+02 7.848922619806798728e+00
1.480740370185092729e+02 7.978552811325108962e+00
1.500750375187593875e+02 8.109177303702555406e+00
1.520760380190095020e+02 8.240816234757463832e+00
1.540770385192596450e+02 8.373490062121081934e+00
1.560780390195097596e+02 8.507219571247887302e+00
1.580790395197599025e+02 8.642025883617060700e+00
1.600800400200100171e+02 8.777930465130813431e+00
1.620810405202601316e+02 8.914955134715590646e+00
1.640820410205102746e+02 9.053122073132284342e+00
1.660830415207603892e+02 9.192453832001689307e+00
1.680840420210105322e+02 9.332973343051923720e+00
1.700850425212606467e+02 9.474703927594264385e+00
1.720860430215107613e+02 9.617669306234610360e+00
1.740870435217609042e+02 9.761893608827550750e+00
1.760880440220110188e+02 9.907401384680422751e+00
1.780890445222611334e+02 1.005421761301511729e+01
1.800900450225112763e+02 1.020236771369531148e+01
1.820910455227613909e+02 1.035187755822732392e+01
1.840920460230115054e+02 1.050277348104297026e+01
1.860930465232616484e+02 1.065508229107297566e+01
1.880940470235117630e+02 1.080883128361993251e+01
1.900950475237619059e+02 1.096404825253996407e+01
1.920960480240120205e+02 1.112076150274256392e+01
1.940970485242621351e+02 1.127899986301845914e+01
1.960980490245122780e+02 1.143879269920558528e+01
1.980990495247623926e+02 1.160016992770364652e+01
2.001000500250125356e+02 1.176316202934800970e+01
2.021010505252626501e+02 1.192780006365414280e+01
2.041020510255127647e+02 1.209411568344403420e+01
2.061030515257629077e+02 1.226214114986656689e+01
2.081040520260130222e+02 1.243190934782406387e+01
2.101050525262631368e+02 1.260345380181769492e+01
2.121060530265132797e+02 1.277680869222494309e+01
2.141070535267633943e+02 1.295200887202256368e+01
2.161080540270135089e+02 1.312908988396910281e+01
2.181090545272636518e+02 1.330808797826147405e+01
2.201100550275137664e+02 1.348904013068042218e+01
2.221110555277639094e+02 1.367198406124047594e+01
2.241120560280140239e+02 1.385695825336027376e+01
2.261130565282641385e+02 1.404400197356978275e+01
2.281140570285142815e+02 1.423315529177153493e+01
2.301150575287643960e+02 1.442445910207344717e+01
2.321160580290145390e+02 1.461795514421152831e+01
2.341170585292646535e+02 1.481368602558130299e+01
2.361180590295147681e+02 1.501169524389751331e+01
2.381190595297649111e+02 1.521202721050218898e+01
2.401200600300150256e+02 1.541472727434196166e+01
2.421210605302651402e+02 1.561984174663628089e+01
2.441220610305152832e+02 1.582741792625866317e+01
2.461230615307653977e+02 1.603750412585423035e+01
2.481240620310155123e+02 1.625014969871725157e+01
2.501250625312656553e+02 1.646540506645343882e+01
2.521260630315157698e+02 1.668332174745248153e+01
2.541270635317659128e+02 1.690395238619725404e+01
2.561280640320160273e+02 1.712735078343698447e+01
2.581290645322661703e+02 1.735357192725257747e+01
2.601300650325162565e+02 1.758267202504342563e+01
2.621310655327663994e+02 1.781470853646581887e+01
2.641320660330165424e+02 1.804974020735427587e+01
