   0.0000000000000000        0.0000000000000000        0.0000000000000000        5.1853209697557902E-025
   4.8339013868847564E-005   3.0372298170429325E-004   66.659487513431614        1.5238884683354010E-002
   9.6678027737695128E-005   6.0744596340858649E-004   133.31897502686323        1.1443371856581175E-002
   1.4501704160654270E-004   9.1116894511287985E-004   199.97846254029488        9.2270080422780735E-003
   1.9335605547539026E-004   1.2148919268171730E-003   266.63795005372646        1.0667961378314873E-002
   2.4169506934423784E-004   1.5186149085214663E-003   333.29743756715811        9.3143845851721575E-003
   2.9003408321308540E-004   1.8223378902257597E-003   399.95692508058977        1.0902956933412219E-002
   3.3837309708193298E-004   2.1260608719300528E-003   466.61641259402137        1.1961896355993120E-002
   3.8671211095078051E-004   2.4297838536343460E-003   533.27590010745291        1.8270251196867656E-003
   4.3505112481962810E-004   2.7335068353386395E-003   599.93538762088463        1.0084568629984284E-002
   4.8339013868847568E-004   3.0372298170429327E-003   666.59487513431623        8.2077942408861852E-003
   5.3172915255732321E-004   3.3409527987472258E-003   733.25436264774783        3.1951911876114277E-003
   5.8006816642617079E-004   3.6446757804515194E-003   799.91385016117954        2.1150534191956775E-002
   6.2840718029501838E-004   3.9483987621558130E-003   866.57333767461125        1.6285356515539921E-002
   6.7674619416386596E-004   4.2521217438601057E-003   933.23282518804274        1.7130508049452035E-002
   7.2508520803271344E-004   4.5558447255643984E-003   999.89231270147422        1.3239870162038425E-002
   7.7342422190156102E-004   4.8595677072686919E-003   1066.5518002149058        1.6922501762887163E-002
   8.2176323577040861E-004   5.1632906889729855E-003   1133.2112877283375        9.4039834325464356E-003
   8.7010224963925619E-004   5.4670136706772791E-003   1199.8707752417693        2.0419656706814959E-002
   9.1844126350810378E-004   5.7707366523815726E-003   1266.5302627552010        1.3103766855438905E-002
   9.6678027737695136E-004   6.0744596340858653E-003   1333.1897502686325        1.1781587093180111E-002
   1.0151192912457988E-003   6.3781826157901580E-003   1399.8492377820639        1.1887480873156992E-002
   1.0634583051146464E-003   6.6819055974944516E-003   1466.5087252954957        1.3706608030272828E-002
   1.1117973189834940E-003   6.9856285791987452E-003   1533.1682128089274        2.7118191048985527E-002
   1.1601363328523416E-003   7.2893515609030388E-003   1599.8277003223591        2.5886243791662999E-002
   1.2084753467211892E-003   7.5930745426073323E-003   1666.4871878357908        3.1122607044684916E-002
   1.2568143605900368E-003   7.8967975243116259E-003   1733.1466753492225        3.1200929963105171E-002
   1.3051533744588843E-003   8.2005205060159195E-003   1799.8061628626542        3.6432908028765559E-002
   1.3534923883277319E-003   8.5042434877202113E-003   1866.4656503760855        2.8693867356468842E-002
   1.4018314021965795E-003   8.8079664694245049E-003   1933.1251378895172        3.7773863036693722E-002
   1.4501704160654269E-003   9.1116894511287967E-003   1999.7846254029484        3.5736121404373142E-002
   1.4985094299342745E-003   9.4154124328330903E-003   2066.4441129163802        4.6786987164138517E-002
   1.5468484438031220E-003   9.7191354145373839E-003   2133.1036004298116        4.9236323300481527E-002
   1.5951874576719696E-003   1.0022858396241677E-002   2199.7630879432436        4.5998414522894271E-002
   1.6435264715408172E-003   1.0326581377945971E-002   2266.4225754566751        5.1354575255502473E-002
   1.6918654854096648E-003   1.0630304359650265E-002   2333.0820629701070        5.3613119800206825E-002
   1.7402044992785124E-003   1.0934027341354558E-002   2399.7415504835385        5.5144606670418317E-002
   1.7885435131473600E-003   1.1237750323058852E-002   2466.4010379969704        7.1847409101511148E-002
   1.8368825270162076E-003   1.1541473304763145E-002   2533.0605255104019        7.6807165041973754E-002
   1.8852215408850551E-003   1.1845196286467439E-002   2599.7200130238339       0.10240919841517833     
   1.9335605547539027E-003   1.2148919268171731E-002   2666.3795005372649       0.12558781058873753     
   1.9818995686227501E-003   1.2452642249876024E-002   2733.0389880506968       0.14158074924003272     
   2.0302385824915977E-003   1.2756365231580316E-002   2799.6984755641279       0.16193249355164008     
   2.0785775963604453E-003   1.3060088213284610E-002   2866.3579630775598       0.18337740808194936     
   2.1269166102292928E-003   1.3363811194988903E-002   2933.0174505909913       0.24762620547591804     
   2.1752556240981404E-003   1.3667534176693197E-002   2999.6769381044232       0.29412290180994605     
   2.2235946379669880E-003   1.3971257158397490E-002   3066.3364256178547       0.31077720432136258     
   2.2719336518358356E-003   1.4274980140101784E-002   3132.9959131312867       0.28110629196384834     
   2.3202726657046832E-003   1.4578703121806078E-002   3199.6554006447182       0.50118643056281353     
   2.3686116795735308E-003   1.4882426103510371E-002   3266.3148881581501       0.66563553193553782     
   2.4169506934423783E-003   1.5186149085214665E-002   3332.9743756715816        1.1133301926547792     
   2.4652897073112259E-003   1.5489872066918957E-002   3399.6338631850131       0.89212408840509649     
   2.5136287211800735E-003   1.5793595048623252E-002   3466.2933506984450        1.4711691274602847     
   2.5619677350489211E-003   1.6097318030327545E-002   3532.9528382118765        2.2868259814512246     
   2.6103067489177687E-003   1.6401041012031839E-002   3599.6123257253084        3.7339935694892694     
   2.6586457627866163E-003   1.6704763993736133E-002   3666.2718132387399        6.6292561093875921     
   2.7069847766554639E-003   1.7008486975440423E-002   3732.9313007521710        14.782206072243767     
   2.7553237905243114E-003   1.7312209957144716E-002   3799.5907882656024        50.598129696856134     
   2.8036628043931590E-003   1.7615932938849010E-002   3866.2502757790344        1401.5233739154817     
   2.8520018182620062E-003   1.7919655920553303E-002   3932.9097632924659        152.03940260262115     
   2.9003408321308538E-003   1.8223378902257593E-002   3999.5692508058969        29.959711494719741     
   2.9486798459997013E-003   1.8527101883961887E-002   4066.2287383193288        12.834798364055709     
   2.9970188598685489E-003   1.8830824865666181E-002   4132.8882258327603        7.3145202563069036     
   3.0453578737373965E-003   1.9134547847370474E-002   4199.5477133461918        4.8591314262453533     
   3.0936968876062441E-003   1.9438270829074768E-002   4266.2072008596233        3.5429576853163400     
   3.1420359014750917E-003   1.9741993810779061E-002   4332.8666883730557        2.7477989224688786     
   3.1903749153439393E-003   2.0045716792483355E-002   4399.5261758864872        2.2632240936792032     
   3.2387139292127868E-003   2.0349439774187648E-002   4466.1856633999187        1.8564106075502607     
   3.2870529430816344E-003   2.0653162755891942E-002   4532.8451509133502        1.6065559914541838     
   3.3353919569504820E-003   2.0956885737596236E-002   4599.5046384267825        1.4489208794170487     
   3.3837309708193296E-003   2.1260608719300529E-002   4666.1641259402140        1.1899165746553710     
   3.4320699846881772E-003   2.1564331701004823E-002   4732.8236134536455        1.0603542685257752     
   3.4804089985570248E-003   2.1868054682709116E-002   4799.4831009670770        1.0232898925989264     
   3.5287480124258724E-003   2.2171777664413410E-002   4866.1425884805094       0.97952014479823069     
   3.5770870262947199E-003   2.2475500646117703E-002   4932.8020759939409       0.91489943429061382     
   3.6254260401635675E-003   2.2779223627821997E-002   4999.4615635073724       0.85694269379100430     
