# time  poten(istate=0)  kinen  toten
1707.3985810000  -39.9368267700  0.0884743295  -39.8483524405
1711.5327180000  -39.9369912600  0.0889046240  -39.8480866360
1715.6668550000  -39.9377918300  0.0896998325  -39.8480919975
1719.8009920000  -39.9385924300  0.0905001277  -39.8480923023
1723.9351290000  -39.9393896300  0.0912970376  -39.8480925924
1728.0692660000  -39.9401813900  0.0920885133  -39.8480928767
1732.2034030000  -39.9409657700  0.0928726174  -39.8480931526
1736.3375400000  -39.9417409200  0.0936474927  -39.8480934273
1740.4716770000  -39.9425049000  0.0944113311  -39.8480935689
1744.6058140000  -39.9432563600  0.0951624870  -39.8480938730
1748.7399510000  -39.9439935100  0.0958994114  -39.8480940986
1752.8740880000  -39.9447148900  0.0966205970  -39.8480942930
1757.0082250000  -39.9454194900  0.0973247258  -39.8480947642
1761.1423620000  -39.9461056400  0.0980105610  -39.8480950790
1765.2764990000  -39.9467717900  0.0986769071  -39.8480948829
1769.4106360000  -39.9474176500  0.0993227284  -39.8480949216
1773.5447730000  -39.9480420800  0.0999471448  -39.8480949352
1777.6789100000  -39.9486443100  0.1005493520  -39.8480949580
1781.8130470000  -39.9492236900  0.1011286886  -39.8480950014
1785.9471840000  -39.9497796800  0.1016846388  -39.8480950412
1790.0813210000  -39.9503118200  0.1022167870  -39.8480950330
1794.2154580000  -39.9508198300  0.1027248395  -39.8480949905
1798.3495950000  -39.9513034800  0.1032085612  -39.8480949188
1802.4837320000  -39.9517626200  0.1036677870  -39.8480948330
1806.6178690000  -39.9521971600  0.1041024552  -39.8480947048
1810.7520060000  -39.9526070500  0.1045125800  -39.8480944700
1814.8861430000  -39.9529926700  0.1048982629  -39.8480944071
1819.0202800000  -39.9533539800  0.1052595781  -39.8480944019
1823.1544170000  -39.9536912200  0.1055966639  -39.8480945561
1827.2885540000  -39.9540045900  0.1059098202  -39.8480947698
1831.4226910000  -39.9542943900  0.1061994433  -39.8480949467
1835.5568280000  -39.9545609100  0.1064658244  -39.8480950856
1839.6909650000  -39.9548043600  0.1067091868  -39.8480951732
1843.8251020000  -39.9550252500  0.1069298943  -39.8480953557
1847.9592390000  -39.9552237700  0.1071282999  -39.8480954701
1852.0933760000  -39.9554004000  0.1073047812  -39.8480956188
1856.2275130000  -39.9555554800  0.1074597401  -39.8480957399
1860.3616500000  -39.9556894200  0.1075935572  -39.8480958628
1864.4957870000  -39.9558025500  0.1077066116  -39.8480959384
1868.6299240000  -39.9558954800  0.1077993454  -39.8480961346
1872.7640610000  -39.9559685700  0.1078722687  -39.8480963013
1876.8981980000  -39.9560223300  0.1079258861  -39.8480964439
1881.0323350000  -39.9560572100  0.1079607624  -39.8480964476
1885.1664720000  -39.9560739300  0.1079774582  -39.8480964718
1889.3006090000  -39.9560730500  0.1079765278  -39.8480965222
1893.4347460000  -39.9560552000  0.1079586145  -39.8480965855
1897.5688830000  -39.9560215400  0.1079245056  -39.8480970344
1901.7030200000  -39.9559716700  0.1078749600  -39.8480967100
1905.8371570000  -39.9559063900  0.1078109044  -39.8480954856
1909.9712940000  -39.9558281800  0.1077332738  -39.8480949062
1914.1054310000  -39.9557389400  0.1076426329  -39.8480963071
1918.2395680000  -39.9556363600  0.1075399053  -39.8480964547
1922.3737050000  -39.9555228600  0.1074263351  -39.8480965249
1926.5078420000  -39.9553995200  0.1073030328  -39.8480964872
1930.6419790000  -39.9552676500  0.1071711383  -39.8480965117
1934.7761160000  -39.9551283700  0.1070318312  -39.8480965388
1938.9102530000  -39.9549827300  0.1068862995  -39.8480964305
1943.0443900000  -39.9548323000  0.1067358537  -39.8480964463
1947.1785270000  -39.9546780600  0.1065817704  -39.8480962896
1951.3126640000  -39.9545214500  0.1064252316  -39.8480962184
1955.4468010000  -39.9543636200  0.1062675097  -39.8480961103
1959.5809380000  -39.9542059300  0.1061098206  -39.8480961094
1963.7150750000  -39.9540494800  0.1059534316  -39.8480960484
1967.8492120000  -39.9538956300  0.1057996200  -39.8480960100
1971.9833490000  -39.9537455000  0.1056495598  -39.8480959402
1976.1174860000  -39.9536003900  0.1055043971  -39.8480959929
1980.2516230000  -39.9534611900  0.1053652282  -39.8480959618
1984.3857600000  -39.9533290300  0.1052331028  -39.8480959272
1988.5198970000  -39.9532046200  0.1051090935  -39.8480955265
1992.6540340000  -39.9530893800  0.1049941004  -39.8480952796
1996.7881710000  -39.9529838900  0.1048888473  -39.8480950427
2000.9223080000  -39.9528888700  0.1047940688  -39.8480948012
2005.0564450000  -39.9528049700  0.1047104108  -39.8480945592
2009.1905820000  -39.9527327300  0.1046384221  -39.8480943079
2013.3247190000  -39.9526726200  0.1045785451  -39.8480940749
2017.4588560000  -39.9526249600  0.1045311020  -39.8480938580
2021.5929930000  -39.9525901100  0.1044963385  -39.8480937715
2025.7271300000  -39.9525679500  0.1044743941  -39.8480935559
2029.8612670000  -39.9525586200  0.1044652660  -39.8480933540
2033.9954040000  -39.9525620000  0.1044688236  -39.8480931764
2038.1295410000  -39.9525778200  0.1044848402  -39.8480929798
2042.2636780000  -39.9526059600  0.1045130171  -39.8480929429
2046.3978150000  -39.9526458400  0.1045529176  -39.8480929224
2050.5319520000  -39.9526969200  0.1046039860  -39.8480929340
2054.6660890000  -39.9527585700  0.1046655706  -39.8480929994
2058.8002260000  -39.9528300200  0.1047369148  -39.8480931052
2062.9343630000  -39.9529104200  0.1048171609  -39.8480932591
2067.0685000000  -39.9529987600  0.1049053310  -39.8480934290
2071.2026370000  -39.9530940200  0.1050004005  -39.8480936195
