# time rdo00 rdo01 rdo10 rdo11
658.0000000000026 0.00810094+0.00206620j -0.07597757-0.01661071j -0.06387889-0.00417560j 0.53317872+0.05872545j
659.0000000000026 0.00889942+0.00146521j -0.07846369-0.01652153j -0.06604380-0.00010291j 0.53235909+0.05940779j
660.0000000000026 0.00990275+0.00092883j -0.08065740-0.01613707j -0.06968164+0.00331096j 0.53133795+0.06006290j
661.0000000000026 0.01103581+0.00054226j -0.08260393-0.01545916j -0.07451912+0.00547657j 0.53018381+0.06059812j
662.0000000000027 0.01218336+0.00033635j -0.08431984-0.01444851j -0.07996159+0.00604575j 0.52900495+0.06094913j
663.0000000000027 0.01322225+0.00029571j -0.08577047-0.01307907j -0.08523506+0.00498549j 0.52791938+0.06108834j
664.0000000000027 0.01405885+0.00037952j -0.08688749-0.01136555j -0.08960197+0.00255652j 0.52702680+0.06102804j
665.0000000000027 0.01463984+0.00055197j -0.08757166-0.00936862j -0.09254206-0.00076813j 0.52639889+0.06081442j
666.0000000000027 0.01493305+0.00079356j -0.08769928-0.00721478j -0.09384099-0.00442216j 0.52607778+0.06050947j
667.0000000000027 0.01491798+0.00108153j -0.08716796-0.00511384j -0.09358508-0.00787043j 0.52607142+0.06017074j
