time_fs,full_10state_c60_mean,full_10state_c60_ci95,reduced_4d3a_c60_mean,reduced_4d3a_c60_ci95,partition_acceptor_mean,donor_acceptor_coherence_mean,donor_acceptor_coherence_ci95,participation_ratio_mean
75.5,0.32367593998010846,0.11383269336850382,0.2916672551338756,0.10343134470335126,0.2911090579489882,0.41861658644493804,0.04956352417727129,4.224745537097803
76.0,0.3254658920932361,0.1103787555866392,0.2926600291432036,0.09945722325211268,0.29201035456930935,0.4215897770472602,0.048709738750095495,4.274772462082715
76.5,0.32495061173624984,0.10584724995429906,0.2916206810868897,0.09453720756653224,0.29089817805612994,0.42394891617635955,0.0479368717495264,4.278877413929819
77.0,0.3222959248114045,0.1007956676367971,0.2888100938204804,0.08913362858102702,0.28804298937219636,0.42551509309347785,0.047238781962497756,4.247045339043241
77.5,0.3177500991926738,0.0957933107608491,0.28453265608338174,0.08372367233136802,0.28375465509593567,0.4261616654813209,0.046572647087299746,4.194386258844229
78.0,0.3116223787094958,0.09132060529157296,0.2790890603000776,0.07875085935810719,0.2783318683962931,0.4258211220524773,0.04588549071524764,4.13777667595495
78.5,0.30428830772154875,0.08769794226628601,0.27275523073813834,0.07455748679478995,0.2720459048654035,0.42449115307431706,0.04514666051654309,4.095573096511748
79.0,0.29616581289825133,0.08502893147779084,0.2657981013780577,0.07130527081727873,0.26515322492464255,0.42225103095457756,0.04437074564157441,4.082894498664457
79.5,0.28769984789840547,0.08319255479598335,0.2585084297166854,0.06893944907197694,0.25793594520145025,0.41927650654297965,0.043618443764669036,4.103030198974063
80.0,0.2793387991439762,0.08192975166234309,0.2512228673021876,0.06727233894748463,0.2507204945561731,0.41581492398132636,0.042997913329294625,4.141162290460938
80.5,0.27151402131287444,0.08101171418941801,0.24432161123548127,0.06617266979092197,0.24388038869262876,0.4121236258946947,0.04266472363364735,4.170838238579227
81.0,0.2646170757295523,0.08039495560901702,0.2382024174617182,0.06574310872744434,0.2378075096467057,0.40839772480677305,0.042805828455585955,4.172151079076597
81.5,0.2589730319958823,0.08028768152238534,0.23322761745249737,0.06633893408590369,0.23286068199573995,0.40473766484629914,0.04356962560547826,4.142702228119798
82.0,0.25481154011539164,0.08105396682365751,0.2296480650590345,0.06838153527618863,0.22928880113541777,0.4011600186585838,0.044970762151633606,4.095477981713842
82.5,0.2522281078057845,0.08300919101857589,0.22754856935764037,0.07207701423193402,0.22717377713582296,0.3976388717033284,0.0468658771317431,4.046607724775862
83.0,0.25116379079516227,0.08623116009507628,0.22681353864153037,0.07721785913864718,0.22639884315082237,0.3941493948070041,0.049028005802220956,4.00423139889637
83.5,0.2514082631432366,0.09048261155779627,0.22714308566503688,0.08319497354324946,0.22666383985421126,0.39071959247283783,0.05123592469555429,3.9692629854638617
84.0,0.252625359842112,0.09522790215985322,0.2281165744690851,0.08915132709900088,0.22754957805440518,0.38749770327028493,0.05328858034638785,3.941941788032408
84.5,0.25439607140826265,0.09975079831663065,0.22929068672772365,0.0941839417035161,0.2286178817795541,0.38479075129146945,0.0549663084494688,3.9266105549684056
85.0,0.25632279942427605,0.10328790351525668,0.23031594195397598,0.0975424935527389,0.22952676748567655,0.3830078802381228,0.05603826963284291,3.931071035653087
85.5,0.2581031752871919,0.10521044638656049,0.23101865555176598,0.09880840131305547,0.23011279342509644,0.3824802151336499,0.05635778353262224,3.959452049546382
86.0,0.2596073712763697,0.10518659966628663,0.2314425635750709,0.09801150589253188,0.23043191156613899,0.38327858770186973,0.05596936670605174,4.005433804986706
86.5,0.2608607948513577,0.10330380053544806,0.23182566169239016,0.09563521593315931,0.23073375361269516,0.38516676438845526,0.055123412001428666,4.053754691176581
87.0,0.26200695426453896,0.10006026967348215,0.2325231783732896,0.09248689613931868,0.23138387242944,0.3877312621758627,0.05417908266243997,4.09034386088963
87.5,0.2632565376503947,0.09620158134191079,0.23390986846062994,0.08945384308284235,0.23276345942649268,0.39059999814890334,0.05341517280309988,4.11220773690628
88.0,0.2648203216471822,0.09246836199915358,0.2362727100059793,0.08721197054610588,0.23516289065134427,0.3936026399353156,0.05284300725224994,4.126672462607272
88.5,0.266868883687049,0.08935340901950133,0.23975233326913287,0.08604644554767303,0.23872139790833669,0.3967813277511557,0.05218964826242133,4.141969806988084
89.0,0.26951481081166384,0.08697903591584338,0.24431813858962986,0.08584179297821537,0.24340239694457705,0.4002719145225565,0.051080321052777836,4.160558975524489
