time_fs,experiment_digitized,hybrid_mean,hybrid_sem,hybrid_ci95_low,hybrid_ci95_high,coherent_mean,coherent_sem,active_surface_diagonal_mean,coherent_offdiagonal_mean
18.0,0.200528456,0.09549796184936898,0.02271439498990903,0.04411443052304901,0.14688149317568897,0.09447075626232537,0.022105805481946076,0.09974422811307564,-0.00424626626370666
18.5,0.202936992,0.09576169992272361,0.023033082656398893,0.04365724700894033,0.1478661528365069,0.094704656854211,0.022478878844197973,0.10069231567707823,-0.004930615754354627
19.0,0.205345528,0.09628573756355575,0.02342076947761509,0.04330427613021411,0.1492671989968974,0.0951810429127859,0.02286085360009775,0.10244263966260303,-0.0061569020990472735
19.5,0.20775406400000002,0.09700058251937872,0.02382760525133958,0.04309879462640094,0.1509023704123565,0.09594301202878089,0.023284274645262025,0.10489636986793908,-0.007895787348560356
20.0,0.2101626,0.09811511425475629,0.024307349642010593,0.043128069152083,0.15310215935742957,0.09694825077360816,0.023778277258277695,0.1070788705386444,-0.008963756283888106
20.5,0.21271510700000001,0.09909404617300678,0.024821170448773917,0.042944657651890365,0.1552434346941232,0.09803712179159486,0.024346928313959244,0.11056925152810866,-0.01147520535510187
21.0,0.215267614,0.10005807343692778,0.025407999126849528,0.04258118621833442,0.15753496065552114,0.09903446277109165,0.024950099720550335,0.10799895476897423,-0.00794088133204642
21.5,0.217820121,0.10070887546861833,0.026076544546423636,0.0417196334404421,0.15969811749679455,0.09973028977613212,0.025512843612565027,0.10696802615872698,-0.006259150690108625
22.0,0.220372628,0.10106041830615645,0.026414855927792275,0.04130586276334209,0.1608149738489708,0.09998971447481758,0.025948468618816424,0.10976604262826375,-0.008705624322107341
22.5,0.222925135,0.10094913403027814,0.026720901548134023,0.04050225519524757,0.1613960128653087,0.09976484014743903,0.026180583905949833,0.11285224998789878,-0.011903115957620652
23.0,0.225477642,0.1001374332607643,0.026801573238809516,0.03950806238283261,0.16076680413869598,0.09910190454417384,0.026172118921898982,0.11547735768483577,-0.015339924424071474
23.5,0.228030149,0.09904126288981333,0.026541200365632497,0.039000896371951935,0.15908162940767473,0.09813466596953882,0.02593923476267391,0.12510695160341806,-0.026065688713604745
24.0,0.230582656,0.09797641048758328,0.026162315864730692,0.038793140257331306,0.15715968071783526,0.09703721494621154,0.025546999468467536,0.12982296719661818,-0.03184655670903488
24.5,0.23313516299999998,0.09684729024560682,0.025655453565086958,0.038810622197074617,0.154883958294139,0.09598117023173681,0.02507831934029103,0.13631404913946288,-0.03946675889385603
25.0,0.23568767,0.09599916098961145,0.025113187241193415,0.03918918458984959,0.1528091373893733,0.09509850729823034,0.024595887011398292,0.1444675043410677,-0.04846834335145625
25.5,0.23798272399999998,0.09496903200023302,0.02461624811261873,0.039283210009678854,0.15065485399078718,0.09445728100452119,0.024117327273217144,0.15101250722199377,-0.05604347522176075
26.0,0.240277778,0.09440547146698372,0.02409732220940147,0.03989354142538302,0.14891740150858443,0.09404423165284494,0.02362694193863197,0.14909197770570193,-0.05468650623871822
26.5,0.242572832,0.09407213948574801,0.023518969510330057,0.040868534145007705,0.1472757448264883,0.09380907306696168,0.023110090502422125,0.1509340147628476,-0.05686187527709957
27.0,0.24486788599999998,0.09401750914736028,0.022967036145241194,0.04206246382187391,0.14597255447284663,0.09369346529687837,0.022592386051978396,0.15970097772274974,-0.06568346857538945
27.5,0.24716294,0.0942070671525677,0.022532504310203816,0.04323500113019927,0.14517913317493614,0.0936683995558752,0.02214282400371661,0.15103770129538968,-0.05683063414282197
28.0,0.249457994,0.09469308630022287,0.02216619199415705,0.044549676307441305,0.14483649629300444,0.09376417303997053,0.02184294591307351,0.14925623128529047,-0.05456314498506758
28.5,0.251753048,0.09492418788921013,0.02201506607019433,0.04512264848781378,0.14472572729060648,0.09410548278717601,0.021733374099932354,0.1467292696499855,-0.05180508176077538
29.0,0.254048102,0.09583508316286352,0.022096809132423272,0.04584862810773233,0.1458215382179947,0.09488198531321011,0.021781035026949613,0.14419248456051387,-0.04835740139765034
29.5,0.25634315599999996,0.09724531105256251,0.022248015483670284,0.04691680346688887,0.14757381863823615,0.09628810121290415,0.0218901457699237,0.1435499971489555,-0.046304686096393
30.0,0.25863821,0.09962171731322453,0.022271940157044447,0.04923908835630858,0.15000434627014048,0.09844771428146737,0.021951304758374094,0.14505577876428874,-0.045434061451064225
30.5,0.261422763,0.10232434724931527,0.022029417527220447,0.052490342596609896,0.15215835190202065,0.10130517801976704,0.021890019329793686,0.1435207264898853,-0.04119637924056999
31.0,0.26420731599999997,0.10559213257205868,0.02186145225311848,0.05613809176727382,0.15504617337684354,0.10467955315241939,0.021669510043752702,0.1432996353647951,-0.037707502792736394
31.5,0.266991869,0.10906467409665224,0.021465793595233665,0.06050567535884676,0.15762367283445772,0.10820911667231606,0.02131562826979526,0.152002390290245,-0.042937716193592754
32.0,0.26977642199999996,0.11257267047437873,0.021086710087404193,0.06487121820912956,0.1602741227396279,0.11149534120259437,0.0208568856519762,0.1624070434170598,-0.04983437294268107
32.5,0.272560975,0.11539119475962571,0.020438322661555607,0.06915649675406443,0.161625892765187,0.11418186706384421,0.02030669634260576,0.17283041718534622,-0.05743922242572049
33.0,0.275345528,0.11715639812296777,0.01976074873243705,0.07245447883452524,0.1618583174114103,0.11602647504809224,0.019656974378625337,0.1892470090774853,-0.07209061095451755
33.5,0.278130081,0.11780912544277056,0.01887841280643205,0.07510318868938373,0.16051506219615738,0.11694081841813009,0.018903318894760112,0.1939823826636109,-0.07617325722084037
34.0,0.280914634,0.11752946087458165,0.01811124660901076,0.07655897462979094,0.15849994711937235,0.11700399629663996,0.018087890425660072,0.19269144149811382,-0.07516198062353216
34.5,0.28369918699999996,0.11731914231260307,0.017353139079926024,0.07806361444494503,0.1565746701802611,0.11643374949275112,0.01733218634737783,0.1870023520714703,-0.0696832097588672
35.0,0.28648374,0.116426519333614,0.016844199833961973,0.0783222920266711,0.1545307466405569,0.11557054767957294,0.01684569701022959,0.18460666260584527,-0.06818014327223125
35.5,0.289325881,0.11585543174591298,0.016814790759093853,0.07781773238833589,0.15389313110349007,0.11474656829254852,0.016808126603739933,0.17713676397866213,-0.06128133223274913
36.0,0.29216802199999997,0.11516304405613778,0.017272059196668594,0.0760909316271539,0.15423515648512165,0.11434436515962125,0.01734128231696384,0.17236354173020318,-0.057200497674065445
36.5,0.295010163,0.11528129714224547,0.018205478674722875,0.07409764315503356,0.15646495112945738,0.11466266649882487,0.018406904648482082,0.17323350696598386,-0.057952209823738374
37.0,0.297852304,0.11647883315020983,0.01960673352831936,0.07212532045895056,0.1608323458414691,0.11591913861865226,0.019849556215916754,0.18403256008857086,-0.06755372693836102
37.5,0.300694445,0.11820176714466017,0.02109071114934937,0.07049126384847268,0.16591227044084766,0.11823443317319031,0.021469846653934855,0.18926323521845675,-0.07106146807379657
38.0,0.303536586,0.12183308269990198,0.022794457700798066,0.07026843693866686,0.1733977284611371,0.12169106090412433,0.02311736621397412,0.18659242046563657,-0.0647593377657346
38.5,0.306378727,0.12666227575821448,0.024469361181696864,0.07130873509057487,0.1820158164258541,0.12629287426285293,0.024728577917462503,0.1934863266548741,-0.06682405089665965
39.0,0.30922086800000004,0.13207568919050822,0.026051834636758933,0.07314234486147347,0.19100903351954296,0.13194382914237124,0.026311611072786015,0.20088964486927247,-0.06881395567876421
39.5,0.312063009,0.13867208713612614,0.027784232570150173,0.07581978641315676,0.20152438785909552,0.13844084481322055,0.027919807255997537,0.20625755775756766,-0.06758547062144146
40.0,0.31490515,0.14554356519760858,0.029512114375611957,0.07878252427184856,0.2123046061233686,0.14546774242494262,0.029595006959712653,0.2007766162762319,-0.05523305107862329
40.5,0.317545733,0.15234526878259963,0.031204543039150028,0.08175568823299736,0.2229348493322019,0.15264467301408008,0.03132155493101971,0.19217712921605024,-0.03983186043345062
41.0,0.320186316,0.15947757658578446,0.03290250315505399,0.08504694339774947,0.23390820977381943,0.15957893249731375,0.033005915460719834,0.19221673441122591,-0.032739157825441415
41.5,0.322826899,0.16601294802688493,0.03439588241651146,0.08820405624568617,0.2438218398080837,0.16593531212582843,0.034521627684750464,0.188953383170589,-0.022940435143704033
42.0,0.32546748200000003,0.17150850129270456,0.03559343594042571,0.09099055522948202,0.2520264473559271,0.17151334947358926,0.03578632838651854,0.18639333254120538,-0.0148848312485008
42.5,0.328108065,0.17642928694158855,0.036601452729075314,0.09363104847964511,0.259227525403532,0.17624142230870615,0.03682169274086157,0.1899207639248856,-0.013491476983297074
43.0,0.330748648,0.18023663238311755,0.037598507823238585,0.09518289859815249,0.2652903661680826,0.1801736914367526,0.03775971949981245,0.19796795570967787,-0.01773132332656026
43.5,0.333389231,0.18368115217877723,0.03864061750853797,0.09627000250473254,0.2710923018528219,0.18344457115180374,0.03877898019291831,0.21351182072068134,-0.029830668541904103
44.0,0.336029814,0.1864549460088525,0.03983410868173364,0.0963439317285601,0.27656596028914493,0.18621658707932146,0.040003967875896364,0.2315232114407854,-0.045068265431932916
44.5,0.338670397,0.18891953823179738,0.04126740715636115,0.09556617754061848,0.2822728989229763,0.18862074075757598,0.04143504696545272,0.22879673975095902,-0.03987720151916161
45.0,0.34131098,0.19072020387500238,0.04283582764464941,0.09381882954187508,0.28762157820812967,0.19081695172171442,0.0429538836129321,0.22432538412284558,-0.03360518024784328
45.5,0.343951562,0.1924523223587448,0.04427225618636868,0.09230152091103917,0.2926031238064504,0.19288572567579082,0.04437605646000345,0.2235914607236269,-0.031139138364882087
46.0,0.346592144,0.1943911610238941,0.045427464490431196,0.0916270968365649,0.2971552252112233,0.19492544920843954,0.04553287740059513,0.21953766544577524,-0.02514650442188111
46.5,0.349232726,0.1962939625883639,0.04619325584035948,0.09179755801354275,0.3007903671631851,0.19705537270915766,0.04632585868373,0.217943145380401,-0.02164918279203704
47.0,0.351873308,0.19902151775775107,0.04652299031297659,0.0937792019838592,0.30426383353164294,0.19942842066345798,0.046757569993574645,0.21875551592770598,-0.019733998169954938
47.5,0.35451389,0.20174450263361227,0.04665040990605935,0.09621394371454028,0.30727506155268425,0.20220619383132887,0.04692575671366273,0.221029758782121,-0.019285256148508727
48.0,0.357154472,0.20528714689856026,0.04658464194318628,0.0999053654477879,0.31066892834933263,0.20552086047375964,0.04699029175965277,0.22863228309262262,-0.023345136194062414
48.5,0.359795054,0.20895788443016375,0.046751510294047734,0.10319862054423651,0.314717148316091,0.20943008485813266,0.04712326222282289,0.2234782238336445,-0.014520339403480752
49.0,0.362435636,0.21327532760131027,0.04710547121784252,0.10671534847625021,0.31983530672637034,0.21386624511275398,0.04746138945016532,0.22083088923357352,-0.007555561632263216
49.5,0.365076218,0.21819156094101513,0.04772330743021202,0.11023393920267276,0.3261491826793575,0.21868408877610293,0.04807719308562104,0.21901235763340887,-0.0008207966923937466
50.0,0.3677168,0.2231078454331436,0.048614362336650924,0.11313451745570417,0.333081173410583,0.22368183800045668,0.04895112397308052,0.2222637518604472,0.0008440935726964583
50.5,0.370877369,0.22785077275274981,0.049637711227400516,0.11556246875200239,0.34013907675349725,0.22860852268698065,0.049977465584789764,0.21899151699307975,0.008859255759670063
51.0,0.374037938,0.23257955383490092,0.050697836766207975,0.11789307925301565,0.3472660284167862,0.2332661071694951,0.05098577445535662,0.22031320494874454,0.012266348886156315
51.5,0.377198507,0.2367889622921763,0.05155068935326875,0.12017320112161284,0.35340472346273977,0.2374611303081588,0.051788122766234165,0.22266535080178174,0.014123611490394608
52.0,0.380359076,0.240311590777659,0.051942620548325075,0.12280921964685292,0.3578139619084651,0.24100887885318523,0.05222759162607374,0.2228877131187772,0.017423877658881842
52.5,0.383519645,0.24302505290071572,0.05192582042066712,0.12556068629902795,0.3604894195024035,0.24378011290664742,0.05222147388125506,0.22285204142219533,0.020173011478520447
53.0,0.38668021399999997,0.244481980057417,0.05130269826956026,0.12842721369318866,0.36053674642164535,0.24569441785755403,0.05177141515659138,0.2284974302335303,0.015984549823886758
53.5,0.38984078299999997,0.24518677875464942,0.05042860133431819,0.13110935703350773,0.3592642004757911,0.2466471335555513,0.05097312047467888,0.23255515327170223,0.01263162548294718
54.0,0.39300135199999997,0.24523154042933143,0.049387281810853216,0.13350974712701585,0.356953333731647,0.24674493456999116,0.04995087305298045,0.23365969809111364,0.011571842338217807
54.5,0.396161921,0.24482937685970724,0.04835400399615958,0.1354450203671191,0.35421373335229533,0.24608035001257927,0.04887556414977171,0.2364997403885646,0.008329636471142663
55.0,0.39932249,0.24390125596244389,0.047495607683075265,0.13645872683806698,0.3513437850868208,0.24479669256665035,0.04789666744495226,0.23748756977300617,0.0064136861894377424
55.5,0.402195119,0.24225171035709486,0.046751144434281626,0.13649327410345813,0.3480101466107316,0.2430793533052597,0.04712863531812399,0.23955234630879835,0.0026993640482966346
56.0,0.405067748,0.24042772721492128,0.04621442844544077,0.13588342687985921,0.34497202754998335,0.24106638264960006,0.046617497868266376,0.2427885185566573,-0.00236079134173601
56.5,0.40794037699999997,0.23816551541010317,0.04590326782161561,0.1343251093090253,0.34200592151118103,0.23886126013373335,0.04633682665740636,0.2449078450197859,-0.006742329609682683
57.0,0.410813006,0.23596482846184386,0.045825340974236836,0.13230070513674255,0.3396289517869452,0.23653810911745712,0.04622117787953948,0.24431916703167297,-0.008354338569829114
57.5,0.413685635,0.23355889290425144,0.04575388206720026,0.13005642085755265,0.33706136495095024,0.23417779696623162,0.04619315365291409,0.24403282206336074,-0.01047392915910923
58.0,0.416558264,0.23123631740879597,0.04586473025451769,0.12748308934116764,0.3349895454764243,0.23191441868081575,0.04619287512082536,0.24406299138163248,-0.01282667397283648
58.5,0.419430893,0.22924932590731642,0.04588977617709837,0.12543944002652194,0.33305921178811093,0.22991024716003294,0.04617586354959169,0.2396742252301296,-0.010424899322813184
59.0,0.422303522,0.22805467455395906,0.04590883015839555,0.12420168557289227,0.3319076635350259,0.22833872488281534,0.046121795059699135,0.23464376604292475,-0.0065890914889657065
59.5,0.425176151,0.227064039629611,0.045916171370744406,0.12319444367244521,0.3309336355867768,0.22733323963451987,0.04603198453407359,0.23863925114395892,-0.011575211514348007
60.0,0.42804878,0.226845487696254,0.04582935395712772,0.12317228637316167,0.33051868901934633,0.22695988342372742,0.04592447263677773,0.25029984225011137,-0.02345435455385736
60.5,0.43078252,0.22673343937251325,0.04579460640650424,0.12313884246995546,0.330328036275071,0.2272243064817036,0.04582368997234512,0.23676431201299236,-0.01003087264047913
61.0,0.43351626,0.2275746995748611,0.04569481262548763,0.12420585188883833,0.3309435472608839,0.22809045329905536,0.045759637808789444,0.23573867240284416,-0.00816397282798303
61.5,0.43625,0.2290158008597582,0.04590786053092996,0.125165005328408,0.3328665963911084,0.22954099507516382,0.045768834948513616,0.23882231213282953,-0.009806511273071352
62.0,0.43898374,0.2309865709445304,0.045935655259991694,0.1270728993677436,0.3349002425213172,0.23161181815550033,0.04589953798591527,0.2417755299983007,-0.010788959053770295
62.5,0.44171748,0.23388620454163536,0.046262264483210434,0.12923369157109008,0.3385387175121807,0.23435972184523726,0.04620970839444168,0.24451549715283166,-0.010629292611196287
63.0,0.44445122,0.23728125753758258,0.046877508682081716,0.13123696549565622,0.34332554957950895,0.23780901640443491,0.04674785162341606,0.24576638249076202,-0.008485124953179445
63.5,0.44718495999999996,0.24142573765430503,0.0476728773332901,0.13358219672093802,0.34926927858767204,0.24187134753405806,0.04750832832015512,0.24648938200388382,-0.005063644349578789
64.0,0.4499187,0.24603800272586307,0.04867996784385055,0.13591626478038932,0.3561597406713368,0.24630718483994624,0.04841174295001288,0.2478798734660098,-0.0018418707401467657
64.5,0.45265244,0.2505916628978039,0.04959865213146911,0.13839171671069228,0.3627916090849155,0.2507397973110443,0.04931997726600736,0.2506282333132613,-3.657041545738135e-05
65.0,0.45538618,0.2545182188331436,0.050455479702919345,0.14037999401794496,0.36865644364834216,0.2547286372798649,0.05009294014763602,0.2544531268596038,6.509197353977842e-05
65.5,0.457594852,0.2578149898909539,0.05098035106790251,0.14248942355788163,0.3731405562240262,0.257864295202127,0.05064242370440395,0.2593248832775694,-0.001509893386615542
66.0,0.45980352399999996,0.259955112288996,0.051322397324432514,0.1438557835666869,0.37605444101130503,0.2598759367205487,0.05096095693426228,0.26308381447567314,-0.003128702186677093
66.5,0.462012196,0.26087478793344687,0.05140613023917118,0.14458604219829507,0.37716353366859867,0.2606420582521096,0.05109601321590624,0.2665981148853566,-0.005723326951909807
67.0,0.46422086799999995,0.26063677945829605,0.0514601016833257,0.14422594183416054,0.37704761708243156,0.26023824475473056,0.05113303040786891,0.27501568433639073,-0.014378904878094723
67.5,0.46642954,0.2589401752595458,0.05133568744968977,0.14281078218519083,0.3750695683339008,0.258841454272157,0.05112817114657012,0.27286175606822455,-0.013921580808678679
68.0,0.468638212,0.25682735231835846,0.05144637870187336,0.14044755823501107,0.3732071464017058,0.2567037023753128,0.051094872580457154,0.2747471961322826,-0.01791984381392423
68.5,0.47084688399999997,0.25441342496263575,0.05141127001571801,0.13811305224515308,0.3707137976801184,0.2542361104147643,0.051053084965963114,0.2768729559394173,-0.02245953097678156
69.0,0.473055556,0.2522187043570069,0.05137438465017873,0.13600177213338338,0.3684356365806304,0.25189049763791793,0.051009251458956406,0.2791482040690381,-0.026929499712031253
69.5,0.47526422799999996,0.2505444955293493,0.05124495130110798,0.1346203618834384,0.36646862917526024,0.25017695302698306,0.05098198057779267,0.28135281064549805,-0.030808315116148684
70.0,0.4774729,0.2498682980721887,0.05122503505860457,0.133989218096914,0.3657473780474634,0.24962376345572418,0.05101776578829567,0.2827712408986679,-0.0329029428264792
70.5,0.479878049,0.25076867460347857,0.05141930620619016,0.13445012276015728,0.36708722644679986,0.25070314817334804,0.05118655430605099,0.283071648006472,-0.03230297340299344
71.0,0.48228319799999997,0.25388557074704554,0.05174320415255094,0.13683431084433045,0.37093683064976063,0.25377680989030804,0.051574206813508425,0.28307029355016816,-0.02918472280312262
71.5,0.484688347,0.2588722643100626,0.05238543485648908,0.14036817762022902,0.3773763509998962,0.2589864000124632,0.052243372210894666,0.28287087848883913,-0.02399861417877646
72.0,0.487093496,0.2660665889910555,0.053361178416920244,0.1453552170168838,0.3867779609652272,0.2662745506665346,0.05322537090855442,0.2806500680588795,-0.014583479067823979
72.5,0.489498645,0.2748413051524747,0.054610933045343174,0.15130279179380599,0.39837981851114335,0.27519316221915235,0.054491025716912445,0.27837998784475787,-0.003538682692283207
73.0,0.491903794,0.2848537761336845,0.05611946924849429,0.1579027167976328,0.41180483546973623,0.2851349833148001,0.0559441066408869,0.27500009722431856,0.00985367890936606
73.5,0.494308943,0.2952150619272021,0.05766851207132282,0.16475982427392108,0.4256702995804831,0.2953349545891582,0.0573937664525492,0.27232580325007916,0.022889258677122888
74.0,0.49671409200000005,0.3048692866057488,0.058820528847672984,0.1718080059501192,0.4379305672613784,0.3049216337595527,0.05858076783225855,0.2698755040457529,0.034993782559995947
74.5,0.49911924100000005,0.31317439783940776,0.05949950545240232,0.17857716539397933,0.4477716302848362,0.3131766253680822,0.05921246200352206,0.26823027368421715,0.04494412415519057
75.0,0.50152439,0.3193615034564366,0.05935886782919271,0.18508241541771855,0.4536405914951547,0.3195425470322141,0.05907113872378183,0.2668519175321653,0.052509585924271365
75.5,0.503932927,0.32327217786676615,0.05838438886556082,0.1911975143956786,0.4553468413378537,0.32367593998010374,0.05807790477985446,0.2629614527086521,0.06031072515811409
76.0,0.506341464,0.32500003966878904,0.05662204372934664,0.1969120778710095,0.4530880014665686,0.32546589209323107,0.05631569162584142,0.26217205472996463,0.0628279849388244
76.5,0.508750001,0.32452516495664396,0.054205763784582486,0.20190320814337337,0.44714712176991456,0.32495061173624507,0.05400369895627911,0.26601703849825575,0.058508126458388134
77.0,0.511158538,0.3217389969238482,0.05166801177777881,0.20485783399031593,0.4386201598573805,0.32229592481139824,0.05142636103918603,0.2686019406580087,0.053137056265839575
77.5,0.5135670750000001,0.3170739537435266,0.049056717278982274,0.2060999493647684,0.4280479581222848,0.31775009919266506,0.0488741381432924,0.27036419189460437,0.04670976184892221
78.0,0.5159756120000001,0.31126872840640923,0.046775345314318,0.20545554595865084,0.4170819108541676,0.3116223787094836,0.046592145556925625,0.2724880708197996,0.03878065758660969
78.5,0.5183841490000001,0.303867264399074,0.04497966922894902,0.20211618346999888,0.40561834532814917,0.30428830772153914,0.04474384809504435,0.27505796293016094,0.02880930146891314
79.0,0.5207926860000001,0.29591118741297323,0.04360174552695877,0.19727718645622178,0.3945451883697247,0.296165812898244,0.04338210789683147,0.27820883374479133,0.017702353668181965
79.5,0.523201223,0.28771564338614974,0.042673158934780575,0.19118225124022448,0.384249035532075,0.28769984789839925,0.04244518101835731,0.2805011919729282,0.007214451413221484
80.0,0.52560976,0.2793785292075077,0.04196368788692007,0.18445007207433767,0.37430698634067777,0.2793387991439688,0.04180089370527463,0.2816253934978169,-0.0022468642903091278
80.5,0.52773205,0.2718475818192588,0.04148600851285332,0.17799971050368152,0.36569545313483603,0.27151402131286734,0.04133250723949623,0.2834347721965641,-0.011587190377305271
81.0,0.52985434,0.2649623188741839,0.041177677161251376,0.17181194153416546,0.3581126962142024,0.2646170757295457,0.04101783449439336,0.28586847484972805,-0.020906155975544093
