time_fs,experiment_digitized,plain_mean,plain_sem,plain_ci95_low,plain_ci95_high,boltzmann_mean,boltzmann_sem,boltzmann_ci95_low,boltzmann_ci95_high,boltzmann_minus_plain
49.0,0.362435636,0.21327532760131027,0.04710547121784252,0.10671534847625021,0.31983530672637034,0.772903333624426,0.04752467107435633,0.6653950585412858,0.8804116087075662,0.5596280060231157
49.5,0.365076218,0.21819156094101513,0.04772330743021202,0.11023393920267276,0.3261491826793575,0.7776971433531108,0.04962487864273343,0.665437868675686,0.8899564180305356,0.5595055824120957
50.0,0.3677168,0.2231078454331436,0.048614362336650924,0.11313451745570417,0.333081173410583,0.7825979461237152,0.05183209030340915,0.6653456117781578,0.8998502804692727,0.5594901006905717
50.5,0.370877369,0.22785077275274981,0.049637711227400516,0.11556246875200239,0.34013907675349725,0.7880102387235218,0.05439296926056054,0.6649647937018419,0.9110556837452017,0.560159465970772
51.0,0.374037938,0.23257955383490092,0.050697836766207975,0.11789307925301565,0.3472660284167862,0.7949186337620309,0.05671025969272988,0.6666311135908058,0.9232061539332559,0.56233907992713
51.5,0.377198507,0.2367889622921763,0.05155068935326875,0.12017320112161284,0.35340472346273977,0.8049903018336021,0.05996176768668168,0.6693473595637817,0.9406332441034225,0.5682013395414258
52.0,0.380359076,0.240311590777659,0.051942620548325075,0.12280921964685292,0.3578139619084651,0.8103112251220755,0.061772866604149004,0.670571292463469,0.950051157780682,0.5699996343444165
52.5,0.383519645,0.24302505290071572,0.05192582042066712,0.12556068629902795,0.3604894195024035,0.8134145564889188,0.062166944969578045,0.6727831566332312,0.9540459563446064,0.5703895035882031
53.0,0.38668021399999997,0.244481980057417,0.05130269826956026,0.12842721369318866,0.36053674642164535,0.8187491296893578,0.06184228072178915,0.6788521713873285,0.9586460879913871,0.5742671496319407
53.5,0.38984078299999997,0.24518677875464942,0.05042860133431819,0.13110935703350773,0.3592642004757911,0.8175830758312227,0.062102724441566316,0.6770969529029791,0.9580691987594663,0.5723962970765732
54.0,0.39300135199999997,0.24523154042933143,0.049387281810853216,0.13350974712701585,0.356953333731647,0.8185515691700823,0.0623703122984574,0.6774601204546797,0.9596430178854849,0.5733200287407509
54.5,0.396161921,0.24482937685970724,0.04835400399615958,0.1354450203671191,0.35421373335229533,0.8180484428739515,0.06289272193533489,0.6757752214565426,0.9603216642913605,0.5732190660142442
55.0,0.39932249,0.24390125596244389,0.047495607683075265,0.13645872683806698,0.3513437850868208,0.8186298256350437,0.06348722557727692,0.6750117435456727,0.9622479077244147,0.5747285696725999
55.5,0.402195119,0.24225171035709486,0.046751144434281626,0.13649327410345813,0.3480101466107316,0.8207112549006551,0.06258258851247712,0.6791396040272043,0.9622829057741059,0.5784595445435603
56.0,0.405067748,0.24042772721492128,0.04621442844544077,0.13588342687985921,0.34497202754998335,0.8266578448639921,0.057503231310265704,0.6965764982682184,0.9567391914597657,0.5862301176490707
56.5,0.40794037699999997,0.23816551541010317,0.04590326782161561,0.1343251093090253,0.34200592151118103,0.8387928303594757,0.04769264633722207,0.7309045688322615,0.9466810918866899,0.6006273149493726
57.0,0.410813006,0.23596482846184386,0.045825340974236836,0.13230070513674255,0.3396289517869452,0.8450448893265596,0.04242254808695494,0.749078418305132,0.9410113603479873,0.6090800608647158
57.5,0.413685635,0.23355889290425144,0.04575388206720026,0.13005642085755265,0.33706136495095024,0.845805060548529,0.03942551477598106,0.7566183498988333,0.9349917711982247,0.6122461676442775
58.0,0.416558264,0.23123631740879597,0.04586473025451769,0.12748308934116764,0.3349895454764243,0.8438302693407911,0.03719246547772948,0.7596950671561415,0.9279654715254406,0.6125939519319952
58.5,0.419430893,0.22924932590731642,0.04588977617709837,0.12543944002652194,0.33305921178811093,0.8431400454137525,0.03625654755579124,0.7611220366600591,0.925158054167446,0.6138907195064361
59.0,0.422303522,0.22805467455395906,0.04590883015839555,0.12420168557289227,0.3319076635350259,0.8466431053876832,0.03756157715062716,0.7616729145882951,0.9316132961870712,0.6185884308337242
59.5,0.425176151,0.227064039629611,0.045916171370744406,0.12319444367244521,0.3309336355867768,0.8485368490805254,0.03908822076662289,0.7601131504900871,0.9369605476709637,0.6214728094509144
60.0,0.42804878,0.226845487696254,0.04582935395712772,0.12317228637316167,0.33051868901934633,0.8429237488367335,0.041488146963849844,0.749071040008917,0.93677645766455,0.6160782611404795
60.5,0.43078252,0.22673343937251325,0.04579460640650424,0.12313884246995546,0.330328036275071,0.8462889126564577,0.039123704585533624,0.757784944090905,0.9347928812220103,0.6195554732839444
61.0,0.43351626,0.2275746995748611,0.04569481262548763,0.12420585188883833,0.3309435472608839,0.8463585207941382,0.03829162485951084,0.7597368473408737,0.9329801942474027,0.6187838212192771
61.5,0.43625,0.2290158008597582,0.04590786053092996,0.125165005328408,0.3328665963911084,0.8494815249268027,0.03728903924919191,0.7651278576932956,0.9338351921603099,0.6204657240670446
62.0,0.43898374,0.2309865709445304,0.045935655259991694,0.1270728993677436,0.3349002425213172,0.8514999738480181,0.036242771757842046,0.7695131281143295,0.9334868195817068,0.6205134029034878
62.5,0.44171748,0.23388620454163536,0.046262264483210434,0.12923369157109008,0.3385387175121807,0.8535959266327666,0.034979867812094924,0.7744659681059465,0.9327258851595868,0.6197097220911313
63.0,0.44445122,0.23728125753758258,0.046877508682081716,0.13123696549565622,0.34332554957950895,0.8573606029216154,0.03336470326589002,0.7818844004421808,0.9328368054010501,0.6200793453840329
63.5,0.44718495999999996,0.24142573765430503,0.0476728773332901,0.13358219672093802,0.34926927858767204,0.8618149694228109,0.03218578151577957,0.7890056732248331,0.9346242656207887,0.6203892317685058
64.0,0.4499187,0.24603800272586307,0.04867996784385055,0.13591626478038932,0.3561597406713368,0.8653333636773007,0.032061715379444,0.7928047245783021,0.9378620027762994,0.6192953609514377
64.5,0.45265244,0.2505916628978039,0.04959865213146911,0.13839171671069228,0.3627916090849155,0.8671630967528545,0.03248702690299611,0.793672336144408,0.940653857361301,0.6165714338550506
65.0,0.45538618,0.2545182188331436,0.050455479702919345,0.14037999401794496,0.36865644364834216,0.8685544429559442,0.03290951698134299,0.7941079433905305,0.9430009425213579,0.6140362241228006
65.5,0.457594852,0.2578149898909539,0.05098035106790251,0.14248942355788163,0.3731405562240262,0.8702872272010798,0.03278010894680298,0.7961334689479317,0.9444409854542278,0.6124722373101259
66.0,0.45980352399999996,0.259955112288996,0.051322397324432514,0.1438557835666869,0.37605444101130503,0.87077959650589,0.03224552321477129,0.797835155195617,0.943724037816163,0.610824484216894
66.5,0.462012196,0.26087478793344687,0.05140613023917118,0.14458604219829507,0.37716353366859867,0.871740942472325,0.030875451939839416,0.8018958177102598,0.9415860672343903,0.6108661545388782
67.0,0.46422086799999995,0.26063677945829605,0.0514601016833257,0.14422594183416054,0.37704761708243156,0.8653464412602732,0.030050790081792143,0.7973668312273221,0.9333260512932242,0.6047096618019772
67.5,0.46642954,0.2589401752595458,0.05133568744968977,0.14281078218519083,0.3750695683339008,0.8653754624646798,0.029626766211688402,0.7983550610667051,0.9323958638626545,0.606435287205134
68.0,0.468638212,0.25682735231835846,0.05144637870187336,0.14044755823501107,0.3732071464017058,0.8635220453287019,0.02992820861828247,0.7958197338314624,0.9312243568259414,0.6066946930103434
68.5,0.47084688399999997,0.25441342496263575,0.05141127001571801,0.13811305224515308,0.3707137976801184,0.8596818208290463,0.03014589869407922,0.791487060167561,0.9278765814905316,0.6052683958664106
