EA_ccsd_eV,IP_ccsd_eV,binding_energy_eV,ccsd_converged,delta,e_ccsd,e_hf,fundamental_gap_ccsd_eV,gap_closed_by_correlation_eV,hf_converged,koopmans_gap_eV,label,lattice_length,nao,natoms,optical_gap_eV,pbe_gap_eV,status,wall_ccsd_s,wall_eom_s,wall_hf_s,wall_total_s
0.3050571625105235,7.0183211546742985,4.414140860851745,True,0.167,-70.8697500720803,-70.79128920438852,6.713263992163775,0.49508194409637074,True,7.208345936260145,point2,6.42857,18,2,2.2991231313120295,0.797,ok,0.12653470039367676,0.03759193420410156,0.17350101470947266,0.345106840133667
1.419782276115992,6.760917386568943,3.4342411527678482,True,0.167,-141.74502494390885,-141.58286125695787,5.341135110452951,0.7589016734569798,True,6.100036783909931,point2,6.42857,36,4,1.9068939576851032,0.797,ok,0.8620359897613525,0.26426076889038086,1.0289669036865234,2.2529420852661133
1.8719698718954747,6.65237404734795,2.933304663865685,True,0.167,-212.62027883658166,-212.37419784768252,4.780404175452475,0.9374280305554858,True,5.7178322060079605,point2,6.42857,54,6,1.8470995115867899,0.797,ok,3.8423190116882324,1.2369918823242188,3.251408100128174,9.3085298538208
2.1057918743856234,6.609471051501762,2.7109300578308426,True,0.167,-283.4954812093972,-283.16547615071494,4.503679177116139,1.034516102751927,True,5.538195279868066,point2,6.42857,72,8,1.7927491192852962,0.797,ok,13.405986070632935,4.120296955108643,6.892416000366211,27.93111276626587
2.2430855602854396,6.592342102629403,2.594698021942129,True,0.167,-354.370655533819,-353.956735347144,4.349256542343964,1.0901113482688052,True,5.439367890612769,point2,6.42857,90,10,1.7545585204018348,0.797,ok,47.14778208732605,11.870826005935669,11.762619018554688,81.50986909866333
2.3306125515728575,6.585904755259362,2.526855665602352,True,0.167,-425.24581543399523,-424.74798729317047,4.255292203686505,1.123898442123692,True,5.379190645810197,point2,6.42857,108,12,1.7284365380841529,0.797,ok,126.28486180305481,30.53991174697876,18.184062004089355,196.9070429801941
