binding_energy_eV,delta,functional,hf_converged,koopmans_gap_eV,ks_converged,lattice_length,lc_optical_gap_eV,nao,natoms,status,wall_hf_s,wall_ks_s,wall_td_s,wall_total_s
3.946288039993505,0.0864,camb3lyp,True,7.101098759676695,True,6.0,3.1548107196831903,18,2,ok,0.12820696830749512,0.24351906776428223,0.16666817665100098,0.5384089946746826
3.344063907197451,0.0864,camb3lyp,True,5.67199696469206,True,6.0,2.3279330574946084,36,4,ok,0.6540710926055908,0.7975232601165771,1.3285038471221924,2.7801389694213867
3.1822040474318816,0.0864,camb3lyp,True,5.131145110336585,True,6.0,1.9489410629047037,54,6,ok,2.1689858436584473,1.940434217453003,4.829479932785034,8.938924074172974
3.1622117172880095,0.0864,camb3lyp,True,4.86379940027889,True,6.0,1.701587682990881,72,8,ok,4.643970966339111,3.304539203643799,9.43484377861023,17.383384943008423
