EA_ccsd_eV,IP_ccsd_eV,binding_energy_eV,ccsd_converged,delta,e_ccsd,e_hf,fundamental_gap_ccsd_eV,gap_closed_by_correlation_eV,hf_converged,koopmans_gap_eV,lattice_length,nao,natoms,optical_gap_eV,status,wall_ccsd_s,wall_eom_s,wall_hf_s,wall_total_s
0.3318029282905063,6.945577383192309,4.350576057578073,True,0.0864,-70.86741621127223,-70.7891442843233,6.613774454901803,0.4873243047748925,True,7.101098759676695,6.0,18,2,2.2631983973237295,ok,0.10338211059570312,0.0273439884185791,0.12273573875427246,0.2590210437774658
1.6655092450993767,6.499886625549254,3.14477405244991,True,0.0864,-141.74630340146328,-141.58111621037853,4.834377380449878,0.8376195842421819,True,5.67199696469206,6.0,36,4,1.6896033279999676,ok,0.5939047336578369,0.16692495346069336,0.7104308605194092,1.5356616973876953
2.2342760630048684,6.286653416758606,2.436498169051168,True,0.0864,-212.6257092879598,-212.37274279855035,4.052377353753737,1.078767756582848,True,5.131145110336585,6.0,54,6,1.6158791847025693,ok,2.524766206741333,0.8454248905181885,2.1658267974853516,6.168227910995483
2.5418067439361622,6.1796039981228885,2.1149110209945263,True,0.0864,-283.5051586807812,-283.16425774563083,3.6377972541867263,1.226002146092164,True,4.86379940027889,6.0,72,8,1.5228862331921997,ok,10.551656007766724,2.9427599906921387,4.631632089614868,20.294127941131592
2.730468535585542,6.12238624630018,1.9421477949883224,True,0.0864,-354.38458790520696,-353.9557236970329,3.391917710714638,1.320008447756933,True,4.711926158471571,6.0,90,10,1.4497699157263157,ok,37.191580057144165,8.75416111946106,7.923170804977417,60.703956842422485
2.8559010294369442,6.091054417600032,1.8383587748384858,True,0.0864,-425.2639914821144,-424.74716652503196,3.2351533881630874,1.3822656707516239,True,4.617419058914711,6.0,108,12,1.3967946133246016,ok,98.10334300994873,21.02506113052368,12.377753973007202,146.75135493278503
